,Batsmen,clus,_c0,Matches,Runs,4,6,Wickets,Balls,50,100,0,High_Score,ave,sr,custom
2072,Haseeb Amjad,2,2072,19,145,12,6,11,128,0,0,1,38,13.181818181818182,113.28125,5.640625
2073,Nadeem Ahmed,0,2073,24,130,11,2,17,201,0,0,3,29,7.647058823529412,64.6766169154229,3.462686567164179
2074,Ehsan Nawaz,3,2074,8,36,2,1,3,142,0,0,3,15,12.0,25.352112676056336,0.8450704225352113
2075,Amjad Ali,0,2075,22,544,76,1,21,758,3,0,0,98,25.904761904761905,71.76781002638522,2.8443271767810026
2076,Salman Faris,3,2076,3,43,4,0,3,89,0,0,1,27,14.333333333333334,48.31460674157304,0.9101123595505618
2077,Khurram Khan,2,2077,27,815,83,9,23,864,5,1,2,132,35.43478260869565,94.32870370370371,4.125
2078,SP Patil,0,2078,41,677,55,7,32,986,3,0,4,76,21.15625,68.66125760649088,3.160243407707911
2079,Shaiman Anwar,2,2079,64,1897,172,56,57,1892,14,2,2,117,33.280701754385966,100.26427061310783,3.9577167019027484
2080,Mohammad Shahzad (2),2,2080,32,563,55,18,28,601,3,0,5,79,20.107142857142858,93.67720465890183,4.206322795341098
2081,Fayyaz Ahmed,0,2081,5,61,8,0,3,124,0,0,0,37,20.333333333333332,49.193548387096776,1.4919354838709677
2082,Krishna Chandran,3,2082,10,127,11,1,8,276,0,0,3,36,15.875,46.01449275362319,1.3043478260869565
2083,Mohammad Naveed,2,2083,36,305,29,16,25,264,0,0,6,30,12.2,115.53030303030303,4.090909090909091
2084,Zeeshan Siddiqui,1,2084,25,720,84,6,19,1008,6,0,0,87,37.89473684210526,71.42857142857143,2.1577380952380953
2085,Arif Hussain,0,2085,9,196,25,6,9,223,1,0,0,61,21.77777777777778,87.89237668161435,2.4618834080717487
2086,VS Wategaonkar,0,2086,22,244,15,2,19,373,0,0,1,47,12.842105263157896,65.41554959785523,2.772117962466488
2087,Sultan Ahmed,0,2087,27,364,31,3,22,452,1,0,3,55,16.545454545454547,80.53097345132744,3.2853982300884956
2088,Amir Ali,0,2088,29,502,46,9,18,561,1,0,1,58,27.88888888888889,89.48306595365419,2.998217468805704
2089,RJ Ranpura,0,2089,18,174,17,3,10,218,0,0,1,28,17.4,79.81651376146789,2.311926605504587
2090,M Ansari,0,2090,14,31,4,0,6,65,0,0,5,11,5.166666666666667,47.69230769230769,2.3692307692307693
2091,Nasir Jamal,1,2091,7,235,23,1,5,370,1,0,0,52,47.0,63.51351351351351,0.9837837837837838
2092,Mirwais Ashraf,0,2092,45,371,23,17,30,498,0,0,7,42,12.366666666666667,74.49799196787149,3.7951807228915664
2093,JPR Lamsam,0,2093,6,54,7,0,2,106,0,0,2,18,27.0,50.943396226415096,1.0188679245283019
2094,SP Khakurel,2,2094,43,844,85,11,36,1162,4,1,3,115,23.444444444444443,72.63339070567987,4.255593803786575
2095,NB Budayair,0,2095,20,292,25,5,16,561,2,0,3,62,18.25,52.04991087344028,2.2103386809269163
2096,Nasir Shafiq,1,2096,16,527,58,16,14,666,4,1,0,151,37.642857142857146,79.12912912912913,3.6276276276276276
2097,Suhan Alagaratnam,2,2097,22,418,43,13,21,546,1,1,4,101,19.904761904761905,76.55677655677655,4.069597069597069
2098,Hammadullah Khan,0,2098,10,127,12,1,10,222,0,0,1,38,12.7,57.20720720720721,1.7117117117117118
2099,Khizar Hayat,0,2099,19,377,25,13,14,455,1,0,1,63,26.928571428571427,82.85714285714286,2.6307692307692307
2100,Hassan Ghulam,0,2100,13,104,8,3,12,155,0,0,1,27,8.666666666666666,67.0967741935484,2.264516129032258
2101,Shahrulnizam Yusof,0,2101,7,36,3,0,5,50,0,0,2,18,7.2,72.0,2.52
2102,S Navaratnam,3,2102,9,29,2,0,5,61,0,0,1,8,5.8,47.540983606557376,1.180327868852459
2103,Irfan Sajid,3,2103,2,2,0,0,1,8,0,0,1,2,2.0,25.0,0.5
2104,SP Gauchan,0,2104,23,145,7,5,12,315,0,0,6,39,12.083333333333334,46.03174603174603,2.8476190476190477
2105,RK Pradhan,0,2105,1,2,0,0,0,2,0,0,0,2,0.0,100.0,1.0
2106,HB Ralalage,3,2106,3,5,0,0,1,27,0,0,0,3,5.0,18.51851851851852,0.3333333333333333
2107,MD Craig,1,2107,15,589,66,10,9,1070,5,0,0,99,65.44444444444444,55.04672897196262,1.3878504672897196
2108,Mohammad Talha,3,2108,4,34,4,2,4,69,0,0,1,19,8.5,49.275362318840585,1.1014492753623188
2109,Taufeeq Umar,1,2109,20,1237,153,1,17,2756,11,4,0,238,72.76470588235294,44.88388969521045,1.7271407837445574
2110,Ehsan Adil,0,2110,7,48,5,0,6,78,0,0,2,21,8.0,61.53846153846154,1.8846153846153846
2111,Awais Zia,0,2111,5,70,4,3,5,81,0,0,0,23,14.0,86.41975308641975,1.4197530864197532
2112,DG Brownlie,1,2112,34,1078,143,4,32,2063,7,2,4,119,33.6875,52.253999030538054,1.9612215220552593
2113,Nasir Jamshed,1,2113,68,1832,192,31,62,2303,12,3,6,112,29.548387096774192,79.54841511072514,3.3069908814589666
2114,BM Wheeler,1,2114,5,64,5,3,1,52,0,0,0,39,64.0,123.07692307692308,3.75
2115,CJL Rogers,1,2115,30,2078,275,2,29,4008,17,9,0,222,71.65517241379311,51.84630738522954,1.6616766467065869
2116,MJ Clarke,1,2116,281,13347,1290,75,227,20425,95,34,9,329,58.797356828193834,65.34638922888617,4.526266829865361
2117,JF Mooney,2,2117,58,902,89,11,41,968,1,0,5,96,22.0,93.18181818181817,5.75206611570248
2118,JWA Taylor,1,2118,33,1199,101,14,27,1847,10,2,2,112,44.407407407407405,64.91608012994044,2.0010828370330267
2119,RJW Topley,3,2119,5,8,0,0,2,41,0,0,2,6,4.0,19.51219512195122,0.7317073170731707
2120,Nasir Hossain,1,2120,84,2541,244,30,71,3541,11,3,4,146,35.7887323943662,71.75939000282406,3.463428410053657
2121,Ziaur Rahman,2,2121,21,232,17,14,18,214,0,0,5,41,12.88888888888889,108.41121495327101,4.0233644859813085
2122,Al-Amin Hossain,2,2122,16,79,7,5,6,128,0,0,5,38,13.166666666666666,61.71875,4.75
2123,Abdur Razzak,2,2123,103,867,72,23,65,1151,3,0,18,65,13.338461538461539,75.32580364900086,5.816681146828844
2124,Abdur Rehman,0,2124,45,511,52,10,37,1048,3,0,6,60,13.81081081081081,48.75954198473282,2.5763358778625953
2125,Saeed Ajmal,0,2125,118,866,76,6,77,1633,1,0,21,55,11.246753246753247,53.031230863441515,3.9742804654011024
2126,JK Silva,1,2126,35,1991,233,2,35,4853,17,7,0,153,56.885714285714286,41.02616937976509,1.1034411704100557
2127,KDK Vithanage,1,2127,19,485,62,9,16,590,3,1,0,103,30.3125,82.20338983050848,3.316949152542373
2128,KTGD Prasad,0,2128,33,593,63,11,27,948,0,0,3,47,21.962962962962962,62.552742616033754,1.6360759493670887
2129,HMRKB Herath,0,2129,96,1468,170,8,63,2677,4,0,11,80,23.3015873015873,54.83750466940606,2.8688830780724692
2130,TM Dilshan,2,2130,406,14886,1721,123,349,16726,101,33,24,305,42.65329512893983,88.99916297979195,7.403443740284587
2131,SMA Priyanjan,0,2131,21,422,47,3,18,518,2,0,0,74,23.444444444444443,81.46718146718148,3.0
2132,Fawad Alam,2,2132,54,1405,89,14,37,1888,8,2,3,184,37.972972972972975,74.41737288135593,5.262711864406779
2133,UWMBCA Welegedara,0,2133,22,224,31,4,14,411,1,0,3,52,16.0,54.50121654501216,2.78345498783455
2134,AD de Lange,0,2134,5,97,13,1,4,161,0,0,1,37,24.25,60.24844720496895,1.1490683229813665
2135,CR Kumarage,1,2135,21,693,75,14,18,940,6,1,1,112,38.5,73.72340425531915,2.502127659574468
2136,KB Shinde,0,2136,19,322,28,5,15,418,1,0,2,79,21.466666666666665,77.03349282296651,3.590909090909091
2137,C Janik,0,2137,19,386,35,5,18,648,2,1,0,106,21.444444444444443,59.5679012345679,3.1080246913580245
2138,A Goenka,0,2138,3,19,1,0,3,27,0,0,1,12,6.333333333333333,70.37037037037037,1.3333333333333333
2139,M Dharmichand,2,2139,15,146,15,2,10,190,1,0,1,57,14.6,76.84210526315789,4.5
2140,Abhiraj Singh,0,2140,13,90,4,1,5,150,0,0,1,42,18.0,60.0,3.64
2141,Abid Mushtaq,0,2141,6,80,7,4,5,84,0,0,0,31,16.0,95.23809523809523,2.2142857142857144
2142,Hisham Mirza,0,2142,6,43,4,1,5,58,0,0,1,15,8.6,74.13793103448276,1.5517241379310345
2143,Mohamed Rifkas,3,2143,1,6,0,0,1,9,0,0,0,6,6.0,66.66666666666666,0.6666666666666666
2144,Saad Khalid,0,2144,3,56,3,6,3,43,0,0,0,24,18.666666666666668,130.2325581395349,1.6744186046511629
2145,Abdul Jabar,3,2145,2,15,2,0,1,42,0,0,0,8,15.0,35.714285714285715,0.38095238095238093
2146,Abdullah Akhunzada,3,2146,2,15,1,1,1,42,0,0,1,15,15.0,35.714285714285715,0.7142857142857143
2147,Faizan Ali,3,2147,2,36,2,0,2,65,0,0,0,20,18.0,55.38461538461539,0.6153846153846154
2148,Abdul Waheed,0,2148,8,188,17,7,7,211,1,0,2,75,26.857142857142858,89.0995260663507,2.843601895734597
2149,Ibrarul Haq,2,2149,7,93,9,4,6,64,0,0,2,49,15.5,145.3125,5.359375
2150,Hammad Saeed,2,2150,7,254,28,12,7,197,1,1,0,181,36.285714285714285,128.93401015228426,6.431472081218274
2151,Shahbaz Rasheed,1,2151,6,184,17,6,6,221,1,1,0,108,30.666666666666668,83.2579185520362,2.932126696832579
2152,Afzal Saleem,1,2152,5,244,20,10,2,221,3,0,0,76,122.0,110.40723981900453,1.7194570135746607
2153,S Chhetri,3,2153,4,25,1,0,4,70,0,0,0,13,6.25,35.714285714285715,0.7428571428571429
2154,SR Gurung,3,2154,5,20,3,0,5,66,0,0,1,9,4.0,30.303030303030305,0.6818181818181818
2155,Manoj Adhikari,3,2155,5,84,8,0,5,248,0,0,0,39,16.8,33.87096774193548,0.7862903225806451
2156,J Singye,0,2156,6,107,11,1,6,203,1,0,2,51,17.833333333333332,52.70935960591133,1.5073891625615763
2157,P Wangdi,0,2157,5,107,7,4,5,182,0,0,0,35,21.4,58.791208791208796,0.9615384615384616
2158,T Tshering,3,2158,3,25,1,0,2,84,0,0,0,15,12.5,29.761904761904763,0.5357142857142857
2159,K Penjor,3,2159,3,2,0,0,1,23,0,0,1,1,2.0,8.695652173913043,0.13043478260869565
2160,Mudassar Ali,0,2160,1,5,1,0,1,3,0,0,0,5,5.0,166.66666666666669,1.6666666666666667
2161,Abdullah Shahid,0,2161,7,115,12,3,7,119,1,0,2,57,16.428571428571427,96.63865546218487,3.3529411764705883
2162,Ahmed Faiz,3,2162,3,9,2,0,3,14,0,0,1,5,3.0,64.28571428571429,1.0714285714285714
2163,Neesham Nasir,3,2163,1,4,0,0,1,17,0,0,0,4,4.0,23.52941176470588,0.23529411764705882
2164,Mihusan Hamid,3,2164,5,43,4,0,3,90,0,0,1,18,14.333333333333334,47.77777777777778,1.0
2165,S Saeed,3,2165,2,5,0,0,1,17,0,0,1,5,5.0,29.411764705882355,0.5882352941176471
2166,Ahmed Jamaal,3,2166,1,1,0,0,1,4,0,0,0,1,1.0,25.0,0.25
2167,Adnan Butt,0,2167,3,75,10,2,3,66,0,0,0,28,25.0,113.63636363636364,1.2727272727272727
2168,Mirza Baig,1,2168,3,115,4,1,3,174,1,0,0,72,38.333333333333336,66.0919540229885,1.2413793103448276
2169,Adil Hanif,3,2169,3,34,3,0,3,69,0,0,0,17,11.333333333333334,49.275362318840585,0.7391304347826086
2170,Mirza Yaqoob,1,2170,3,99,8,3,3,150,1,0,0,51,33.0,66.0,1.02
2171,Yasser Nazir,3,2171,2,5,0,0,2,23,0,0,0,3,2.5,21.73913043478261,0.2608695652173913
2172,Anasim Khan,3,2172,2,9,0,0,2,39,0,0,0,6,4.5,23.076923076923077,0.3076923076923077
2173,Yaser Sadeq,0,2173,3,33,3,0,3,44,0,0,1,23,11.0,75.0,1.5681818181818181
2174,Huzaifa Akram,3,2174,1,1,0,0,1,5,0,0,0,1,1.0,20.0,0.2
2175,Saad Janjua,0,2175,15,220,16,9,15,225,0,0,2,33,14.666666666666666,97.77777777777777,2.2
2176,S Appusamy,0,2176,4,9,0,1,2,8,0,0,1,6,4.5,112.5,3.0
2177,L Yonten,3,2177,4,29,2,0,2,70,0,0,1,20,14.5,41.42857142857143,1.1428571428571428
2178,Ubaid Minhas,3,2178,2,11,0,0,1,29,0,0,1,11,11.0,37.93103448275862,0.7586206896551724
2179,Rashid Hussain,3,2179,1,0,0,0,1,3,0,0,1,0,0.0,0.0,0.0
2180,Abdullah Qureshi,3,2180,1,1,0,0,1,5,0,0,0,1,1.0,20.0,0.2
2181,Mohammad Abdullah,3,2181,1,31,4,0,1,102,0,0,0,31,31.0,30.392156862745097,0.30392156862745096
2182,Nadeem Javed,2,2182,3,79,7,5,2,51,1,0,0,56,39.5,154.90196078431373,3.2941176470588234
2183,Akram Aslam,0,2183,1,15,2,0,0,17,0,0,0,15,0.0,88.23529411764706,0.8823529411764706
2184,A Liaqat Ali,3,2184,1,0,0,0,1,4,0,0,1,0,0.0,0.0,0.0
2185,M Azzam,3,2185,1,11,0,0,1,34,0,0,0,11,11.0,32.35294117647059,0.3235294117647059
2186,Junaid Niazi,2,2186,1,6,0,1,0,1,0,0,0,6,0.0,600.0,6.0
2187,Kamran Mahmood,2,2187,11,139,13,2,8,130,0,0,4,49,17.375,106.92307692307692,4.1461538461538465
2188,A Khan,0,2188,9,112,7,4,7,148,0,0,1,34,16.0,75.67567567567568,2.0675675675675675
2189,Yasir Iqbal,0,2189,15,273,24,5,15,306,1,0,2,54,18.2,89.2156862745098,2.6470588235294117
2190,Aftab Ahmed (2),2,2190,21,298,24,14,16,259,0,0,4,43,18.625,115.05791505791505,3.4864864864864864
2191,Adnan Ilyas,2,2191,21,539,33,28,18,465,3,0,0,74,29.944444444444443,115.91397849462366,3.3419354838709676
2192,AM Northcote,0,2192,17,301,32,1,15,386,1,0,0,73,20.066666666666666,77.97927461139896,3.215025906735751
2193,DA Marage,0,2193,8,56,9,0,5,84,0,0,2,27,11.2,66.66666666666666,2.5714285714285716
2194,DG Crowley,1,2194,23,681,60,11,21,868,6,0,1,63,32.42857142857143,78.45622119815668,1.6693548387096775
2195,A Bonora,0,2195,19,378,26,3,14,794,2,0,1,68,27.0,47.607052896725435,1.6272040302267003
2196,CS Sandri,1,2196,20,549,37,26,16,496,2,0,0,66,34.3125,110.68548387096774,2.661290322580645
2197,MG Raso,0,2197,15,244,25,3,10,300,1,0,1,52,24.4,81.33333333333333,2.6
2198,V Pennazza,0,2198,9,93,6,3,5,109,0,0,0,41,18.6,85.3211009174312,3.385321100917431
2199,WTN Fernando,0,2199,7,55,4,2,4,92,0,0,3,43,13.75,59.78260869565217,3.2717391304347827
2200,NAT Watkins,1,2200,18,502,65,1,16,633,3,0,1,77,31.375,79.30489731437599,2.18957345971564
2201,PW Gough,1,2201,20,581,59,1,18,776,3,0,2,81,32.27777777777778,74.87113402061856,2.0876288659793816
2202,ASJ Dewhurst,0,2202,7,120,10,1,7,199,0,0,0,44,17.142857142857142,60.30150753768844,1.5477386934673367
2203,EJ Farley,0,2203,13,261,23,10,12,327,3,0,1,86,21.75,79.81651376146789,3.418960244648318
2204,SSJ Dewhurst,3,2204,5,31,0,2,3,68,0,0,0,15,10.333333333333334,45.588235294117645,1.1029411764705883
2205,CJ Bodenstein,0,2205,13,141,13,2,10,211,0,0,1,28,14.1,66.82464454976304,1.7251184834123223
2206,TE Minty,0,2206,2,5,1,0,0,4,0,0,0,4,0.0,125.0,2.0
2207,Mohammad Shukri,3,2207,3,7,0,0,0,18,0,0,0,3,0.0,38.88888888888889,0.5
2208,DA Morrison,1,2208,5,162,16,0,5,216,2,0,1,77,32.4,75.0,1.7824074074074074
2209,Fida Hussain,2,2209,7,110,7,4,6,103,1,0,2,51,18.333333333333332,106.79611650485437,3.466019417475728
2210,MGSM Fernando,3,2210,2,6,0,0,0,12,0,0,0,4,0.0,50.0,0.6666666666666666
2211,MR Pedersen,0,2211,14,246,16,2,12,338,1,0,0,59,20.5,72.7810650887574,2.4437869822485205
2212,Shehzad Ahmed,3,2212,6,120,10,0,6,256,0,0,0,50,20.0,46.875,1.171875
2213,RB Javed,0,2213,9,49,2,0,3,61,0,0,0,17,16.333333333333332,80.32786885245902,2.5081967213114753
2214,JN Duckett,3,2214,2,4,0,0,1,10,0,0,0,2,4.0,40.0,0.4
2215,L di Giglio,3,2215,7,40,1,1,5,93,0,0,3,18,8.0,43.01075268817204,1.3548387096774193
2216,NP Rodrigo,0,2216,1,4,0,0,0,4,0,0,0,4,0.0,100.0,1.0
2217,Sufyan Mehmood,1,2217,6,34,2,1,1,83,0,0,0,13,34.0,40.963855421686745,0.9397590361445783
2218,KD Mills,2,2218,88,1033,87,36,60,1264,3,0,9,65,17.216666666666665,81.7246835443038,4.525316455696203
2219,HAPW Jayawardene,1,2219,38,1632,170,13,30,3237,12,3,1,154,54.4,50.417052826691375,1.8078467717021933
2220,PHT Kaushal,3,2220,8,106,16,0,6,237,0,0,1,26,17.666666666666668,44.72573839662447,0.8776371308016878
2221,RMS Eranga,0,2221,28,233,31,0,16,527,1,0,4,55,14.5625,44.212523719165084,2.9222011385199242
2222,DAJ Bracewell,0,2222,43,731,79,12,32,1382,1,0,3,65,22.84375,52.89435600578871,2.0224312590448625
2223,SMSM Senanayake,2,2223,49,361,35,7,32,394,0,0,9,42,11.28125,91.6243654822335,5.223350253807107
2224,SHT Kandamby,1,2224,33,839,68,0,24,1186,5,0,1,93,34.958333333333336,70.74198988195616,2.587689713322091
2225,BAW Mendis,2,2225,63,422,45,3,39,724,1,0,18,81,10.820512820512821,58.28729281767956,7.048342541436464
2226,KJ Abbott,3,2226,32,207,18,2,21,472,0,0,3,23,9.857142857142858,43.85593220338983,1.5593220338983051
2227,RJ Peterson,2,2227,58,926,104,8,39,1087,4,0,7,85,23.743589743589745,85.18859245630175,4.53541858325667
2228,Qanita Jalil,0,2228,29,166,17,0,25,187,0,0,5,21,6.64,88.77005347593582,3.2566844919786098
2229,Sania Khan,0,2229,10,26,2,0,6,36,0,0,2,5,4.333333333333333,72.22222222222221,1.3888888888888888
2230,SL Quintyne,0,2230,20,208,21,1,15,300,0,0,1,40,13.866666666666667,69.33333333333334,2.6666666666666665
2231,TD Smartt,2,2231,18,102,4,1,11,111,0,0,4,25,9.272727272727273,91.8918918918919,4.054054054054054
2232,N M'shangwe,0,2232,9,51,3,5,8,59,0,0,3,16,6.375,86.4406779661017,2.440677966101695
2233,SW Masakadza,0,2233,20,231,21,7,17,379,0,0,4,38,13.588235294117647,60.94986807387863,2.005277044854881
2234,T Kamungozi,0,2234,11,32,5,0,6,61,0,0,4,12,5.333333333333333,52.459016393442624,2.1639344262295084
2235,APS Lakshika,3,2235,1,0,0,0,1,3,0,0,1,0,0.0,0.0,0.0
2236,HAM Samuddika,0,2236,13,80,8,0,6,141,0,0,2,21,13.333333333333334,56.73758865248227,1.9361702127659575
2237,T Panyangara,0,2237,39,245,31,4,27,446,0,0,7,33,9.074074074074074,54.932735426008975,2.8856502242152464
2238,B Bezuidenhout,3,2238,4,16,2,0,4,29,0,0,1,12,4.0,55.172413793103445,1.6551724137931034
2239,Y Fourie,3,2239,3,1,0,0,2,6,0,0,2,1,0.5,16.666666666666664,0.5
2240,NA Moodley,3,2240,5,28,1,0,3,55,0,0,0,17,9.333333333333334,50.90909090909091,1.5454545454545454
2241,V Sibanda,1,2241,114,2953,340,40,106,4435,18,3,11,116,27.858490566037737,66.58399098083427,2.98173618940248
2242,J Nyumbu,3,2242,17,84,3,3,12,208,0,0,3,18,7.0,40.38461538461539,1.4711538461538463
2243,Shamsur Rahman,1,2243,25,683,77,14,25,1077,4,1,4,151,27.32,63.416898792943364,3.5051067780872796
2244,Shuvagata Hom,1,2244,16,350,41,1,11,548,1,0,1,65,31.818181818181817,63.868613138686136,1.897810218978102
2245,Shahadat Hossain,0,2245,45,485,63,8,27,901,0,0,9,48,17.962962962962962,53.82907880133185,2.3973362930077693
2246,Jubair Hossain,3,2246,5,18,2,0,3,95,0,0,1,7,6.0,18.947368421052634,0.3684210526315789
2247,Arafat Sunny,0,2247,17,82,8,1,8,120,0,0,1,15,10.25,68.33333333333333,2.125
2248,Abul Hasan,1,2248,5,169,17,5,2,283,1,1,0,120,84.5,59.717314487632514,2.1201413427561837
2249,DS Smith,1,2249,58,1766,209,13,56,2788,16,1,4,107,31.535714285714285,63.3428981348637,2.22596843615495
2250,S Chanderpaul,1,2250,156,7593,666,55,117,14492,62,24,4,204,64.8974358974359,52.39442451007452,2.1959701904499034
2251,IJL Trott,1,2251,124,6792,680,6,106,11892,62,15,8,262,64.0754716981132,57.11402623612513,2.7319206189034646
2252,JE Taylor,0,2252,78,873,106,22,62,1107,1,0,9,53,14.080645161290322,78.86178861788618,3.734417344173442
2253,SJ Benn,0,2253,59,701,82,17,45,1027,0,0,9,43,15.577777777777778,68.25705939629991,2.4703018500486853
2254,V Permaul,0,2254,10,117,15,2,7,156,0,0,1,23,16.714285714285715,75.0,1.4743589743589745
2255,Emylia Eliani,0,2255,5,83,11,0,5,104,0,0,0,44,16.6,79.8076923076923,2.1153846153846154
2256,J Francis,3,2256,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2257,DI Chunan,3,2257,4,39,1,0,4,75,0,0,0,15,9.75,52.0,0.8
2258,Rewina Mohammad,3,2258,2,10,1,0,2,20,0,0,0,7,5.0,50.0,0.7
2259,Nur Aishah,3,2259,4,21,0,0,2,43,0,0,0,9,10.5,48.837209302325576,0.8372093023255814
2260,J Intan,3,2260,2,0,0,0,2,5,0,0,2,0,0.0,0.0,0.0
2261,Fathinah Nasri,3,2261,2,4,0,0,1,16,0,0,0,3,4.0,25.0,0.375
2262,Nadhirah Nasruddin,3,2262,1,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0
2263,K Shrestha,3,2263,1,3,0,0,1,12,0,0,0,3,3.0,25.0,0.25
2264,SR Magar,3,2264,2,19,0,0,1,44,0,0,0,18,19.0,43.18181818181818,0.8181818181818182
2265,Nary Thapa,3,2265,2,22,1,0,2,58,0,0,0,18,11.0,37.93103448275862,0.6206896551724138
2266,S Magar,3,2266,2,12,1,0,1,25,0,0,1,12,12.0,48.0,0.96
2267,RC Belbashi,3,2267,1,1,0,0,1,13,0,0,0,1,1.0,7.6923076923076925,0.07692307692307693
2268,MM Chaudhary,1,2268,2,39,0,0,1,69,0,0,0,22,39.0,56.52173913043478,0.6376811594202898
2269,I Barma,3,2269,1,6,0,0,1,9,0,0,0,6,6.0,66.66666666666666,0.6666666666666666
2270,R Rawal,0,2270,1,2,0,0,1,2,0,0,0,2,2.0,100.0,1.0
2271,Karuna Bhandari,0,2271,1,3,0,0,0,3,0,0,0,3,0.0,100.0,1.0
2272,P Prathanmitr,3,2272,4,31,2,0,4,60,0,0,0,11,7.75,51.66666666666667,0.7333333333333333
2273,S Saengsakaorat,3,2273,12,48,5,0,11,184,0,0,4,11,4.363636363636363,26.08695652173913,0.717391304347826
2274,Sobha Aale,3,2274,1,6,0,0,1,22,0,0,0,6,6.0,27.27272727272727,0.2727272727272727
2275,Jannadiah Halim,3,2275,1,2,0,0,1,5,0,0,0,2,2.0,40.0,0.4
2276,Sze Wan Yip,3,2276,2,24,0,0,2,42,0,0,0,17,12.0,57.14285714285714,0.8095238095238095
2277,KK Gill,0,2277,2,49,1,0,2,70,0,0,0,33,24.5,70.0,0.9428571428571428
2278,IA Gidwani,3,2278,2,9,0,0,2,20,0,0,0,8,4.5,45.0,0.8
2279,Hyeji Jeong,0,2279,1,1,0,0,0,1,0,0,0,1,0.0,100.0,1.0
2280,Eunjin Lee,3,2280,1,0,0,0,1,3,0,0,1,0,0.0,0.0,0.0
2281,Jeongyoon Kim,3,2281,1,20,1,0,1,38,0,0,0,20,20.0,52.63157894736842,0.5263157894736842
2282,Jina Lee,3,2282,1,1,0,0,1,3,0,0,0,1,1.0,33.33333333333333,0.3333333333333333
2283,Na An,3,2283,1,4,1,0,1,6,0,0,0,4,4.0,66.66666666666666,0.6666666666666666
2284,Jinseup Park,3,2284,1,1,0,0,1,6,0,0,0,1,1.0,16.666666666666664,0.16666666666666666
2285,Inyeong Oh,3,2285,1,7,0,0,0,12,0,0,0,7,0.0,58.333333333333336,0.5833333333333334
2286,Mijin Hu,3,2286,1,3,0,0,1,5,0,0,0,3,3.0,60.0,0.6
2287,Ahram Jeong,3,2287,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2288,Yebin Ka,3,2288,1,0,0,0,1,3,0,0,1,0,0.0,0.0,0.0
2289,E Kuribayashi,3,2289,1,2,0,0,1,19,0,0,0,2,2.0,10.526315789473683,0.10526315789473684
2290,M Yamamoto,3,2290,4,7,1,0,4,21,0,0,2,4,1.75,33.33333333333333,0.7619047619047619
2291,C Sakamoto,0,2291,4,41,6,0,3,74,0,0,2,25,13.666666666666666,55.4054054054054,1.3513513513513513
2292,S Kubota,3,2292,4,11,0,0,4,34,0,0,1,7,2.75,32.35294117647059,0.8235294117647058
2293,K Ota,3,2293,4,38,2,0,2,105,0,0,0,16,19.0,36.19047619047619,0.6095238095238096
2294,E Kobayashi,3,2294,3,16,1,0,2,31,0,0,1,12,8.0,51.61290322580645,1.1612903225806452
2295,A Nakayama,3,2295,4,33,2,0,3,87,0,0,0,17,11.0,37.93103448275862,0.7816091954022989
2296,Liu Xiaonan,3,2296,3,6,0,0,3,39,0,0,2,6,2.0,15.384615384615385,0.46153846153846156
2297,Yu Miao,3,2297,3,40,2,0,2,80,0,0,1,26,20.0,50.0,0.975
2298,Zhao Ning,3,2298,4,43,1,0,3,87,0,0,1,22,14.333333333333334,49.42528735632184,1.0114942528735633
2299,HML Madushani,0,2299,11,157,15,2,10,197,1,0,5,63,15.7,79.69543147208121,3.517766497461929
2300,Chan Sau Har,0,2300,1,7,0,0,1,8,0,0,0,7,7.0,87.5,0.875
2301,Hung Ying Ho,3,2301,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2302,KLG Li,3,2302,1,0,0,0,1,2,0,0,1,0,0.0,0.0,0.0
2303,Zou Miao,3,2303,1,1,0,0,0,27,0,0,0,1,0.0,3.7037037037037033,0.037037037037037035
2304,X Ruan,3,2304,2,0,0,0,2,3,0,0,2,0,0.0,0.0,0.0
2305,Wang Meng,3,2305,1,0,0,0,1,2,0,0,1,0,0.0,0.0,0.0
2306,Zhou Haijie,3,2306,1,3,0,0,1,7,0,0,0,3,3.0,42.857142857142854,0.42857142857142855
2307,R Sangsoma,3,2307,6,5,0,0,4,27,0,0,3,2,1.25,18.51851851851852,0.4444444444444444
2308,Shahanaz Parvin,3,2308,2,3,0,0,1,6,0,0,1,3,3.0,50.0,1.0
2309,Nuzhat Tasnia,3,2309,6,25,0,0,5,58,0,0,0,6,5.0,43.103448275862064,0.6206896551724138
2310,Panna Ghosh,3,2310,12,36,2,0,6,92,0,0,1,9,6.0,39.130434782608695,1.173913043478261
2311,Sunghoon Cho,0,2311,3,50,1,0,3,79,0,0,0,23,16.666666666666668,63.29113924050633,0.8734177215189873
2312,Ilhwan Seo,0,2312,3,29,1,0,3,41,0,0,0,14,9.666666666666666,70.73170731707317,1.024390243902439
2313,Daesik Sung,2,2313,3,39,2,3,3,19,0,0,1,33,13.0,205.26315789473685,5.2105263157894735
2314,Sangwook Lee,3,2314,3,21,0,0,3,41,0,0,1,12,7.0,51.21951219512195,0.8780487804878049
2315,Jiwon Choi,3,2315,3,5,0,0,2,11,0,0,1,3,2.5,45.45454545454545,0.8181818181818182
