,Batsmen,clus,_c0,Matches,Runs,4,6,Wickets,Balls,50,100,0,High_Score,ave,sr,custom
2316,Suin Bang,3,2316,2,1,0,0,2,6,0,0,1,1,0.5,16.666666666666664,0.3333333333333333
2317,Taekwan Park,0,2317,3,21,2,0,2,31,0,0,1,11,10.5,67.74193548387096,1.064516129032258
2318,Hwanhee Lee,3,2318,2,10,0,0,0,22,0,0,0,6,0.0,45.45454545454545,0.5454545454545454
2319,Kyungsik Kim,0,2319,2,12,0,0,2,10,0,0,1,12,6.0,120.0,2.4
2320,Hongki Kim,3,2320,1,1,0,0,0,2,0,0,0,1,0.0,50.0,0.5
2321,Beidas Tareq,3,2321,1,4,0,0,1,15,0,0,0,4,4.0,26.666666666666668,0.26666666666666666
2322,Eissa Jassim,3,2322,1,0,0,0,1,2,0,0,1,0,0.0,0.0,0.0
2323,Bastaki Mahmoud,3,2323,1,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0
2324,Bastaki Fahad,3,2324,1,4,0,0,1,39,0,0,0,4,4.0,10.256410256410255,0.10256410256410256
2325,Alkandari Abdulrahman,3,2325,1,0,0,0,1,2,0,0,1,0,0.0,0.0,0.0
2326,Abdulrahman Dashti,3,2326,1,2,0,0,1,6,0,0,0,2,2.0,33.33333333333333,0.3333333333333333
2327,Alkandari Mohammad,0,2327,1,1,0,0,1,1,0,0,0,1,1.0,100.0,1.0
2328,Alotaibi Mohammed,3,2328,1,0,0,0,1,5,0,0,1,0,0.0,0.0,0.0
2329,Yousif Alzaid,3,2329,1,1,0,0,0,2,0,0,0,1,0.0,50.0,0.5
2330,Alqallaf Mohammad,0,2330,1,1,0,0,1,1,0,0,0,1,1.0,100.0,1.0
2331,Ali Bushahri,3,2331,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2332,Sagar Pun,0,2332,30,355,37,7,26,501,1,0,1,64,13.653846153846153,70.85828343313374,3.8323353293413174
2333,Jiang Shuyao,3,2333,2,10,0,0,2,23,0,0,0,7,5.0,43.47826086956522,0.6086956521739131
2334,Lei Sun,3,2334,2,24,0,0,1,47,0,0,0,14,24.0,51.06382978723404,0.5957446808510638
2335,Song Yang Yang,0,2335,2,47,3,0,2,66,0,0,0,29,23.5,71.21212121212122,0.8787878787878788
2336,Zhang Yufei,0,2336,2,6,0,0,2,7,0,0,1,6,3.0,85.71428571428571,1.7142857142857142
2337,Li Jian,2,2337,2,16,2,0,1,7,0,0,0,15,16.0,228.57142857142856,4.285714285714286
2338,Zhong Wenyi,3,2338,2,6,0,0,2,10,0,0,0,5,3.0,60.0,1.0
2339,H Min Jian,3,2339,2,1,0,0,1,5,0,0,1,1,1.0,20.0,0.4
2340,Wang Jing,3,2340,2,2,0,0,2,7,0,0,1,2,1.0,28.57142857142857,0.5714285714285714
2341,Gaofeng Hu,3,2341,1,1,0,0,0,4,0,0,0,1,0.0,25.0,0.25
2342,Hyobum An,3,2342,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2343,Zhang Peng,0,2343,1,5,0,0,0,4,0,0,0,5,0.0,125.0,1.25
2344,Mohamed Azzam,3,2344,3,16,0,1,2,28,0,0,1,12,8.0,57.14285714285714,1.2857142857142858
2345,Muawiyath Ghanee,0,2345,3,12,1,0,3,16,0,0,1,11,4.0,75.0,2.0625
2346,Faruq Hakimin,3,2346,1,2,0,0,1,4,0,0,0,2,2.0,50.0,0.5
2347,MS Chapman,2,2347,31,675,58,14,27,611,2,1,0,124,25.0,110.47463175122749,6.291325695581015
2348,LHD Dilhara,3,2348,3,25,1,0,3,44,0,0,0,11,8.333333333333334,56.81818181818182,0.75
2349,CKB Kulasekara,3,2349,5,60,2,0,5,119,0,0,2,22,12.0,50.42016806722689,0.9243697478991597
2350,RLB Rambukwella,0,2350,3,27,2,1,3,20,0,0,0,19,9.0,135.0,2.85
2351,Soochan Park,3,2351,1,0,0,0,0,1,0,0,1,0,0.0,0.0,0.0
2352,Inho Cha,3,2352,1,0,0,0,1,9,0,0,1,0,0.0,0.0,0.0
2353,Karim Sadiq,2,2353,44,658,68,14,39,662,2,1,6,114,16.871794871794872,99.39577039274926,7.577039274924472
2354,Mohammad Mujtaba,3,2354,1,1,0,0,1,2,0,0,0,1,1.0,50.0,0.5
2355,Qaseem Khan,0,2355,2,24,0,0,2,31,0,0,0,12,12.0,77.41935483870968,0.7741935483870968
2356,Fazal Rahman,0,2356,2,7,0,0,2,7,0,0,0,5,3.5,100.0,1.4285714285714286
2357,Daljeet Singh,3,2357,1,2,0,0,0,3,0,0,0,2,0.0,66.66666666666666,0.6666666666666666
2358,PC de Silva,0,2358,8,103,10,1,6,121,0,0,0,44,17.166666666666668,85.12396694214877,2.909090909090909
2359,M Nasim Baras,3,2359,1,6,0,0,1,10,0,0,0,6,6.0,60.0,0.6
2360,T Manders,0,2360,17,319,31,6,15,501,1,0,0,64,21.266666666666666,63.67265469061876,2.1716566866267466
2361,C Burgess,0,2361,6,86,12,1,5,123,0,0,1,28,17.2,69.91869918699187,1.3658536585365855
2362,LOB Cann,2,2362,21,427,38,24,20,345,2,1,4,113,21.35,123.76811594202898,6.878260869565217
2363,Fahad Babar,0,2363,17,370,42,4,16,535,1,0,0,63,23.125,69.1588785046729,2.0018691588785047
2364,SR Santhanam,0,2364,11,145,15,1,8,259,0,0,1,37,18.125,55.98455598455598,1.5714285714285714
2365,SJ Massiah,0,2365,13,279,24,11,11,371,1,0,1,74,25.363636363636363,75.2021563342318,2.592991913746631
2366,A Thyagarajan,0,2366,9,181,19,1,7,314,1,1,0,102,25.857142857142858,57.64331210191082,2.9235668789808917
2367,AS Kyobe,0,2367,20,286,24,10,20,501,0,0,1,42,14.3,57.08582834331337,1.6766467065868262
2368,Naeem Bardai,3,2368,4,34,2,0,4,115,0,0,0,18,8.5,29.565217391304348,0.6260869565217392
2369,PM Selowa,1,2369,17,396,37,7,14,501,2,0,1,84,28.285714285714285,79.04191616766467,2.8502994011976046
2370,DK Arinaitwe,0,2370,17,226,14,0,16,388,0,0,1,28,14.125,58.24742268041238,1.2268041237113403
2371,B Masaba,0,2371,14,295,25,2,11,483,1,0,0,51,26.818181818181817,61.07660455486542,1.4782608695652173
2372,J Sebanja,0,2372,18,193,11,7,15,287,0,0,2,26,12.866666666666667,67.24738675958189,1.6306620209059233
2373,M Alam,0,2373,5,75,10,0,4,108,1,0,0,53,18.75,69.44444444444444,2.4537037037037037
2374,H Ssenyondo,3,2374,9,11,0,0,4,60,0,0,3,4,2.75,18.333333333333332,0.6
2375,Mohamed Shoib,0,2375,3,5,0,0,2,4,0,0,0,2,2.5,125.0,1.5
2376,SS Nadkarni,1,2376,7,227,18,7,6,329,2,0,1,84,37.833333333333336,68.9969604863222,1.7872340425531914
2377,K Ganesh,0,2377,12,182,5,2,11,230,0,0,0,36,16.545454545454547,79.13043478260869,1.8782608695652174
2378,Adil Bhatti,2,2378,8,154,11,6,5,127,1,0,0,52,30.8,121.25984251968505,3.2755905511811023
2379,JJC Lawson,0,2379,2,27,4,0,1,25,0,0,0,16,27.0,108.0,1.28
2380,Muhammad Ghous,0,2380,11,63,2,3,7,94,0,0,0,15,9.0,67.02127659574468,1.7553191489361701
2381,D Talbot,3,2381,1,0,0,0,0,3,0,0,1,0,0.0,0.0,0.0
2382,Danial Ahmed,3,2382,7,17,0,0,3,34,0,0,2,5,5.666666666666667,50.0,1.0294117647058822
2383,L Sematimba,3,2383,7,59,6,0,7,116,0,0,2,27,8.428571428571429,50.86206896551724,1.6293103448275863
2384,D Ruyange,3,2384,2,2,0,0,2,7,0,0,1,2,1.0,28.57142857142857,0.5714285714285714
2385,Usman Shuja,3,2385,4,22,1,1,4,41,0,0,1,11,5.5,53.65853658536586,1.0731707317073171
2386,JA DeSilva,1,2386,7,165,13,6,5,171,1,0,0,52,33.0,96.49122807017544,2.128654970760234
2387,KE Bashir,3,2387,4,11,1,0,0,23,0,0,1,6,0.0,47.82608695652174,1.0434782608695652
2388,D Duraisingam,0,2388,2,31,2,2,2,39,0,0,0,23,15.5,79.48717948717949,1.1794871794871795
2389,Suleman,3,2389,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2390,S Randiv,0,2390,31,437,45,1,27,849,1,0,1,56,16.185185185185187,51.47232037691401,2.044758539458186
2391,PLS Gamage,3,2391,2,0,0,0,0,12,0,0,2,0,0.0,0.0,0.0
2392,CM Edwards,1,2392,74,2225,297,3,63,2696,15,4,3,138,35.317460317460316,82.52967359050444,3.787833827893175
2393,LS Greenway,1,2393,53,1243,124,1,37,1861,6,1,4,125,33.5945945945946,66.79204728640515,3.5599140247178935
2394,RL Grundy,3,2394,4,5,0,0,1,14,0,0,0,2,5.0,35.714285714285715,0.5714285714285714
2395,CMA Shillington,2,2395,32,609,82,7,28,597,1,0,3,81,21.75,102.01005025125629,4.341708542713568
2396,IMHC Joyce,0,2396,28,541,59,0,24,699,2,0,3,72,22.541666666666668,77.39628040057225,2.88412017167382
2397,CNIM Joyce,0,2397,27,572,65,3,23,758,0,0,1,49,24.869565217391305,75.46174142480211,1.745382585751979
2398,LK O'Reilly,0,2398,14,66,4,0,8,95,0,0,2,14,8.25,69.47368421052632,2.0631578947368423
2399,EJ Tice,0,2399,12,59,4,0,9,94,0,0,1,17,6.555555555555555,62.76595744680851,2.1702127659574466
2400,NRD Compton,1,2400,16,775,84,3,13,2129,6,2,1,134,59.61538461538461,36.402066697980274,1.0070455612963833
2401,S van Zyl,1,2401,11,395,59,0,9,764,2,1,0,101,43.888888888888886,51.70157068062827,1.4541884816753927
2402,DJ Vilas,3,2402,5,94,11,0,5,201,0,0,0,34,18.8,46.766169154228855,0.845771144278607
2403,SC Cook,1,2403,11,632,68,0,11,1384,4,3,0,176,57.45454545454545,45.664739884393065,1.3988439306358382
2404,RP Magar,3,2404,8,53,1,2,8,112,0,0,1,25,6.625,47.32142857142857,1.7857142857142858
2405,A Bhattarai,0,2405,2,8,0,1,2,8,0,0,0,6,4.0,100.0,1.5
2406,Anas Khan,3,2406,1,21,2,0,0,28,0,0,0,21,0.0,75.0,0.75
2407,Nawroz Mangal,2,2407,60,1053,92,28,57,1200,4,1,6,129,18.473684210526315,87.75,6.45
2408,AR Berenger,0,2408,8,112,13,0,8,184,1,0,0,52,14.0,60.86956521739131,2.260869565217391
2409,Saqib Ali,0,2409,6,95,10,0,5,129,0,0,0,25,19.0,73.64341085271317,1.1627906976744187
2410,Sumaiya Siddiqi,0,2410,6,41,6,1,4,40,0,0,1,24,10.25,102.49999999999999,3.6
2411,MGMCP Gunawardene,0,2411,4,30,0,0,2,47,0,0,0,14,15.0,63.829787234042556,1.1914893617021276
2412,R Chandrika,3,2412,5,140,11,0,5,439,1,0,1,62,28.0,31.890660592255127,0.7061503416856492
2413,HJW Gardiner,0,2413,9,243,30,0,9,337,2,0,1,96,27.0,72.10682492581603,2.56379821958457
2414,RM Haq,0,2414,27,264,23,1,20,487,1,0,6,71,13.2,54.20944558521561,3.9363449691991788
2415,I Wardlaw,0,2415,11,26,2,0,6,40,0,0,4,7,4.333333333333333,65.0,1.925
2416,AR Cusack,2,2416,45,496,40,8,26,591,1,0,7,65,19.076923076923077,83.92554991539764,4.949238578680203
2417,Afzal Faiz,0,2417,3,59,7,0,3,65,0,0,0,34,19.666666666666668,90.76923076923077,1.5692307692307692
2418,Ahmed Ameel,3,2418,2,12,0,0,1,19,0,0,0,7,12.0,63.1578947368421,0.7368421052631579
2419,Hassan Ibrahim,2,2419,3,46,4,2,2,33,0,0,0,29,23.0,139.3939393939394,2.6363636363636362
2420,Khalid Butt,2,2420,3,49,7,2,3,34,0,0,0,31,16.333333333333332,144.11764705882354,2.735294117647059
2421,Kashif Sharif,2,2421,2,32,3,1,2,21,0,0,0,31,16.0,152.38095238095238,2.9523809523809526
2422,Yasar Idrees,0,2422,2,22,1,1,2,18,0,0,0,13,11.0,122.22222222222223,1.4444444444444444
2423,Bilal Ahmed,3,2423,2,1,0,0,2,2,0,0,1,1,0.5,50.0,1.0
2424,Sibtain Raza,0,2424,2,28,4,0,2,23,0,0,0,21,14.0,121.73913043478262,1.826086956521739
2425,Nasir Abbasi,2,2425,3,83,6,6,3,41,1,0,0,65,27.666666666666668,202.4390243902439,4.7560975609756095
2426,Mohammad Afzal,0,2426,3,56,1,2,2,58,0,0,0,34,28.0,96.55172413793103,1.7586206896551724
2427,Babar Hussain,1,2427,3,37,0,3,1,29,0,0,1,29,37.0,127.58620689655173,3.0
2428,Mohsin Shabbir,1,2428,3,62,4,1,1,69,0,0,0,44,62.0,89.85507246376811,1.9130434782608696
2429,Shoaib Ali,2,2429,4,61,2,7,2,23,1,0,1,54,30.5,265.2173913043478,9.391304347826088
2430,Muhammad Saeed,0,2430,1,10,2,0,1,10,0,0,0,10,10.0,100.0,1.0
2431,Faheem Afrad,0,2431,1,1,0,0,0,1,0,0,0,1,0.0,100.0,1.0
2432,FRJ Coleman,0,2432,9,162,18,1,8,225,1,0,1,70,20.25,72.0,2.8
2433,S Auma,3,2433,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2434,Gurdeep Singh,0,2434,6,101,12,1,6,116,0,0,1,33,16.833333333333332,87.06896551724138,1.706896551724138
2435,MO Ndandason,0,2435,1,3,0,0,1,3,0,0,0,3,3.0,100.0,1.0
2436,E Asoyo,0,2436,1,11,1,0,0,6,0,0,0,11,0.0,183.33333333333331,1.8333333333333333
2437,JO Ngoche,3,2437,7,18,0,1,4,47,0,0,0,9,4.5,38.297872340425535,1.3404255319148937
2438,G Snyman,2,2438,20,416,39,16,20,436,3,0,2,83,20.8,95.41284403669725,3.8073394495412844
2439,R van Schoor,1,2439,18,369,20,5,12,428,1,0,0,58,30.75,86.21495327102804,2.439252336448598
2440,NRP Scholtz,0,2440,20,334,23,10,15,445,1,0,3,61,22.266666666666666,75.0561797752809,2.741573033707865
2441,ES Szwarczynski,0,2441,27,505,47,2,21,750,3,0,3,75,24.047619047619047,67.33333333333333,2.7
2442,PW Borren,2,2442,67,1328,115,42,54,1209,5,1,4,105,24.59259259259259,109.84284532671629,5.818858560794045
2443,MJG Rippon,0,2443,20,475,38,1,19,711,3,1,3,104,25.0,66.80731364275668,2.9254571026722926
2444,Mudassar Bukhari,2,2444,43,418,28,13,31,431,1,0,4,51,13.483870967741936,96.98375870069606,5.088167053364269
2445,Ahsan Malik,0,2445,15,52,3,1,3,74,0,0,3,11,17.333333333333332,70.27027027027027,2.22972972972973
2446,AS Hansra,0,2446,32,655,48,14,26,983,4,0,3,70,25.192307692307693,66.63275686673448,2.278738555442523
2447,SS Dhindsa,1,2447,8,116,3,4,3,153,0,0,1,43,38.666666666666664,75.81699346405229,2.2483660130718954
2448,PA Desai,0,2448,4,25,1,0,1,48,0,0,0,11,25.0,52.083333333333336,0.9166666666666666
2449,AL Ndhlovu,3,2449,6,53,4,2,6,129,0,0,1,17,8.833333333333334,41.08527131782946,0.7906976744186046
2450,P Ochan,0,2450,9,77,7,0,7,116,0,0,0,21,11.0,66.37931034482759,1.6293103448275863
2451,NN Odhiambo,2,2451,48,429,45,10,38,481,0,0,9,44,11.289473684210526,89.1891891891892,4.390852390852391
2452,L Klazinga,0,2452,5,53,2,2,2,60,0,0,0,24,26.5,88.33333333333333,2.0
2453,CF Snyman,3,2453,2,1,0,0,1,3,0,0,1,1,1.0,33.33333333333333,0.6666666666666666
2454,D Soraine,3,2454,3,22,2,0,3,40,0,0,1,19,7.333333333333333,55.00000000000001,1.425
2455,Sohag Gazi,2,2455,32,566,53,16,24,775,3,1,1,101,23.583333333333332,73.03225806451613,4.170322580645161
2456,Rony Talukdar,0,2456,1,21,0,1,1,21,0,0,0,21,21.0,100.0,1.0
2457,SR Harmer,3,2457,4,58,5,0,3,169,0,0,0,21,19.333333333333332,34.319526627218934,0.4970414201183432
2458,Mohammad Shahid,0,2458,5,57,10,1,4,76,0,0,0,25,14.25,75.0,1.644736842105263
2459,Rabiya Shah,0,2459,10,107,12,0,6,173,0,0,0,34,17.833333333333332,61.849710982658955,1.9653179190751444
2460,Anam Amin,3,2460,4,2,0,0,0,14,0,0,3,2,0.0,14.285714285714285,0.5714285714285714
2461,AP Tare,2,2461,27,339,40,11,24,265,1,0,5,59,14.125,127.92452830188678,6.011320754716981
2462,CM Gautam,0,2462,13,169,17,6,9,149,0,0,0,33,18.77777777777778,113.42281879194631,2.879194630872483
2463,JA Morkel,2,2463,141,2287,161,116,90,1802,5,0,5,97,25.41111111111111,126.91453940066593,7.5899001109877915
2464,V Sehwag,2,2464,280,11616,1550,249,260,10546,80,25,14,319,44.676923076923075,110.14602692964158,8.469561919211076
2465,Karanveer Singh,0,2465,4,12,1,0,1,16,0,0,0,5,12.0,75.0,1.25
2466,Parvez Rasool,0,2466,5,22,1,0,2,24,0,0,0,10,11.0,91.66666666666666,2.0833333333333335
2467,AN Ahmed,2,2467,6,36,4,1,1,26,0,0,0,18,36.0,138.46153846153845,4.153846153846154
2468,R Dhawan,2,2468,19,166,14,4,8,144,0,0,1,25,20.75,115.27777777777777,3.298611111111111
2469,UBT Chand,2,2469,20,300,32,9,20,296,1,0,4,58,15.0,101.35135135135135,3.918918918918919
2470,A Nehra,0,2470,41,123,8,4,26,210,0,0,14,22,4.730769230769231,58.57142857142858,4.295238095238095
2471,RG More,0,2471,1,2,0,0,0,2,0,0,0,2,0.0,100.0,1.0
2472,A Ashish Reddy,2,2472,23,280,16,15,15,181,0,0,0,36,18.666666666666668,154.6961325966851,4.574585635359116
2473,R Vinay Kumar,0,2473,55,403,27,11,35,432,0,0,7,27,11.514285714285714,93.28703703703704,3.4375
2474,MS Bisla,2,2474,39,798,93,23,36,701,4,0,3,92,22.166666666666668,113.83737517831669,5.118402282453638
2475,Iqbal Abdulla,1,2475,13,88,9,1,1,85,0,0,2,33,88.0,103.5294117647059,5.047058823529412
2476,PV Tambe,3,2476,6,18,1,0,1,38,0,0,0,7,18.0,47.368421052631575,1.105263157894737
2477,DJ Muthuswami,3,2477,1,1,0,0,1,2,0,0,0,1,1.0,50.0,0.5
2478,R Bhatia,2,2478,47,342,24,13,29,264,0,0,5,26,11.793103448275861,129.54545454545453,4.628787878787879
2479,Ankit Sharma,2,2479,10,87,7,4,7,63,0,0,1,30,12.428571428571429,138.0952380952381,4.761904761904762
2480,BE Hendricks,0,2480,4,16,0,1,2,18,0,0,1,12,8.0,88.88888888888889,2.6666666666666665
2481,AM Phangiso,3,2481,15,100,6,0,12,182,0,0,2,20,8.333333333333334,54.94505494505495,1.6483516483516483
2482,Sami Aslam,1,2482,15,743,77,4,14,1816,5,2,0,152,53.07142857142857,40.914096916299556,1.2555066079295154
2483,J Mubarak,1,2483,41,848,76,13,30,1178,4,0,4,72,28.266666666666666,71.98641765704585,2.505942275042445
2484,Imran Khan (2),3,2484,5,6,1,0,4,22,0,0,4,6,1.5,27.27272727272727,1.3636363636363635
2485,SS Pathirana,0,2485,14,331,33,5,13,374,1,0,0,56,25.46153846153846,88.50267379679144,2.0962566844919786
2486,B Fernando,3,2486,1,8,1,0,0,12,0,0,0,8,0.0,66.66666666666666,0.6666666666666666
2487,CK Coventry,2,2487,32,660,53,27,28,664,3,1,6,194,23.571428571428573,99.3975903614458,9.349397590361447
2488,Nauman Anwar,2,2488,1,18,2,1,1,9,0,0,0,18,18.0,200.0,2.0
2489,P Utseya,0,2489,103,1155,80,12,63,1939,3,0,15,68,18.333333333333332,59.56678700361011,3.6121712222795255
2490,CJ Chibhabha,0,2490,110,2628,275,25,106,3748,20,0,8,99,24.79245283018868,70.11739594450374,2.905549626467449
2491,MR Swart,2,2491,37,824,75,19,32,802,5,0,1,89,25.75,102.7431421446384,4.105985037406484
2492,MD Dai,0,2492,29,525,40,8,24,651,2,0,1,76,21.875,80.64516129032258,3.3855606758832564
2493,K Pala,2,2493,11,218,22,7,10,177,1,0,1,56,21.8,123.1638418079096,3.480225988700565
2494,JNT Vare,0,2494,21,300,25,2,16,394,1,0,0,53,18.75,76.14213197969542,2.8248730964467006
2495,JB Reva,0,2495,16,189,19,3,13,283,1,0,2,65,14.538461538461538,66.78445229681978,3.674911660777385
2496,WT Gavera,0,2496,10,42,5,1,5,83,0,0,3,24,8.4,50.602409638554214,2.891566265060241
2497,MA Ouma,0,2497,46,652,62,7,39,941,1,0,5,54,16.71794871794872,69.28799149840596,2.6397449521785337
2498,Qais Farooq,3,2498,2,38,2,0,2,82,0,0,0,29,19.0,46.34146341463415,0.7073170731707317
2499,Abdul Shakoor,0,2499,10,124,9,5,8,152,0,0,1,28,15.5,81.57894736842105,1.8421052631578947
2500,Amjad Javed,2,2500,40,616,54,28,34,601,2,0,2,76,18.11764705882353,102.49584026622296,5.058236272878536
2501,Mohammad Tauqir,2,2501,11,105,8,6,8,140,1,0,2,54,13.125,75.0,4.242857142857143
2502,AM Guruge,3,2502,11,24,1,0,3,56,0,0,3,10,8.0,42.857142857142854,1.9642857142857142
2503,MJG Nielsen,0,2503,10,38,3,0,5,54,0,0,2,16,7.6,70.37037037037037,2.962962962962963
2504,GA Guy,3,2504,1,0,0,0,0,4,0,0,1,0,0.0,0.0,0.0
2505,MDT Kamini,1,2505,11,422,53,5,8,762,3,1,0,113,52.75,55.38057742782152,1.6312335958005248
2506,KE Broadmore,0,2506,5,46,3,0,3,76,0,0,0,27,15.333333333333334,60.526315789473685,1.7763157894736843
2507,Faizan Asif,0,2507,8,104,12,3,8,96,0,0,0,28,13.0,108.33333333333333,2.3333333333333335
2508,Umair Ali,0,2508,6,38,2,2,4,37,0,0,1,13,9.5,102.7027027027027,2.108108108108108
2509,J Davidson,0,2509,1,10,0,1,0,8,0,0,0,10,0.0,125.0,1.25
2510,AL Dodson,0,2510,15,313,30,5,15,419,0,0,2,41,20.866666666666667,74.7016706443914,1.467780429594272
2511,S Vashishat,3,2511,2,9,0,0,2,15,0,0,0,6,4.5,60.0,0.8
2512,MK Patel,0,2512,2,11,1,0,1,16,0,0,0,7,11.0,68.75,0.875
2513,JH Patel,2,2513,9,94,7,3,7,74,0,0,0,30,13.428571428571429,127.02702702702702,3.6486486486486487
2514,H Shahid,3,2514,2,5,0,0,0,9,0,0,1,5,0.0,55.55555555555556,1.1111111111111112
2515,AK Mandal,1,2515,16,363,35,7,13,492,2,1,3,113,27.923076923076923,73.78048780487805,3.6747967479674797
2516,AAA Amsterdam,1,2516,8,285,29,2,6,355,1,1,0,102,47.5,80.28169014084507,2.2985915492957747
2517,NI Standford,1,2517,7,211,18,11,5,153,1,0,0,59,42.2,137.90849673202615,2.6993464052287583
2518,AW Kay,0,2518,3,27,3,0,3,29,0,0,0,18,9.0,93.10344827586206,1.8620689655172413
2519,RJG Palmer,0,2519,5,21,1,0,4,25,0,0,1,8,5.25,84.0,1.6
2520,B Kynman,0,2520,6,19,1,0,4,26,0,0,1,8,4.75,73.07692307692307,1.8461538461538463
2521,L Nou,3,2521,2,2,0,0,0,8,0,0,1,2,0.0,25.0,0.5
2522,Nasir Aziz,0,2522,9,101,13,0,9,160,1,0,1,60,11.222222222222221,63.125,3.375
2523,S Lohani,2,2523,1,27,2,2,1,16,0,0,0,27,27.0,168.75,1.6875
2524,P Raho,0,2524,4,17,1,1,1,16,0,0,0,8,17.0,106.25,2.0
2525,E Ochieng,3,2525,2,4,0,0,2,6,0,0,0,3,2.0,66.66666666666666,1.0
2526,Naseer Jamali,0,2526,1,1,0,0,1,1,0,0,0,1,1.0,100.0,1.0
2527,CW Coombe,0,2527,2,12,0,1,1,11,0,0,0,9,12.0,109.09090909090908,1.6363636363636365
2528,VV Morea,1,2528,16,531,47,6,15,803,5,1,2,102,35.4,66.12702366127023,2.032378580323786
2529,MD du Preez,3,2529,2,5,0,0,1,13,0,0,0,3,5.0,38.46153846153847,0.46153846153846156
2530,Waqas Khan,0,2530,14,187,11,3,8,298,1,0,1,58,23.375,62.751677852349,2.7248322147651005
2531,Sharmin Akhter,0,2531,23,394,39,0,21,647,2,0,4,56,18.761904761904763,60.89644513137558,1.990726429675425
2532,S Saenya,3,2532,6,16,2,0,4,45,0,0,1,5,4.0,35.55555555555556,0.6666666666666666
2533,K Saesong,3,2533,1,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0
2534,S Lateh,3,2534,3,0,0,0,1,12,0,0,3,0,0.0,0.0,0.0
2535,CC van Slobbe,3,2535,6,52,0,0,5,127,0,0,0,25,10.4,40.94488188976378,1.1811023622047243
2536,ELT de Lange,0,2536,4,29,1,0,3,47,0,0,0,16,9.666666666666666,61.702127659574465,1.3617021276595744
2537,CC Dalton,0,2537,7,40,4,0,5,72,0,0,0,18,8.0,55.55555555555556,1.75
2538,V Morea,0,2538,4,31,2,0,4,56,0,0,2,30,7.75,55.35714285714286,2.142857142857143
2539,N Ovasuru,0,2539,7,60,5,0,6,104,0,0,1,36,10.0,57.692307692307686,2.423076923076923
2540,P Siaka,0,2540,8,126,15,0,6,182,0,0,0,34,21.0,69.23076923076923,1.4945054945054945
2541,FE Urquhart,0,2541,7,99,12,1,7,153,0,0,0,24,14.142857142857142,64.70588235294117,1.0980392156862746
2542,K Anderson,3,2542,7,130,12,0,7,325,0,0,0,50,18.571428571428573,40.0,1.0769230769230769
2543,EM Priddle,0,2543,7,106,11,0,6,183,0,0,0,31,17.666666666666668,57.92349726775956,1.185792349726776
2544,A Aitken,3,2544,6,22,1,0,4,51,0,0,0,8,5.5,43.13725490196079,0.9411764705882353
2545,K Seura,0,2545,3,15,1,0,1,25,0,0,0,8,15.0,60.0,0.96
2546,S Ambo,0,2546,1,6,1,0,1,7,0,0,0,6,6.0,85.71428571428571,0.8571428571428571
2547,H Buruka,3,2547,3,9,0,0,2,25,0,0,0,5,4.5,36.0,0.6
2548,C Chatonzwa,3,2548,5,15,0,0,5,48,0,0,2,8,3.0,31.25,0.8333333333333334
2549,N Nyathi,3,2549,8,49,3,0,6,133,0,0,2,28,8.166666666666666,36.84210526315789,1.6842105263157894
2550,A Mazvishaya,3,2550,2,4,0,0,1,8,0,0,0,3,4.0,50.0,0.75
2551,C Yudian,2,2551,1,15,2,0,0,6,0,0,0,15,0.0,250.0,2.5
2552,T Mlilo,3,2552,5,25,3,0,5,47,0,0,2,19,5.0,53.191489361702125,2.021276595744681
2553,OSM Rae,3,2553,6,72,10,1,6,177,0,0,0,22,12.0,40.67796610169492,0.7457627118644068
2554,KL Gordon,3,2554,5,14,1,0,5,34,0,0,1,8,2.8,41.17647058823529,1.1764705882352942
2555,AH Maqsood,3,2555,2,7,0,0,0,45,0,0,0,4,0.0,15.555555555555555,0.17777777777777778
2556,CG Steenstra Toussaint,3,2556,3,12,1,0,3,27,0,0,1,9,4.0,44.44444444444444,1.0
2557,RA Lewis,3,2557,5,7,0,0,5,17,0,0,2,4,1.4,41.17647058823529,1.1764705882352942
2558,CJ Erkelens,3,2558,1,6,0,0,1,15,0,0,0,6,6.0,40.0,0.4
2559,C Appel,3,2559,1,0,0,0,1,10,0,0,1,0,0.0,0.0,0.0
2560,A Karn,3,2560,1,4,0,0,1,6,0,0,0,4,4.0,66.66666666666666,0.6666666666666666
2561,RI Ahmed,0,2561,1,13,0,0,1,15,0,0,0,13,13.0,86.66666666666667,0.8666666666666667
2562,BV Vitori,0,2562,17,123,12,5,11,155,0,0,5,21,11.181818181818182,79.35483870967742,2.303225806451613
2563,J Anderson,0,2563,8,147,19,0,8,253,0,0,0,39,18.375,58.10276679841897,1.233201581027668
2564,AD Poynter,0,2564,16,259,22,10,13,275,1,0,2,57,19.923076923076923,94.18181818181817,3.3163636363636364
2565,JA Warrican,3,2565,4,65,9,0,0,113,0,0,0,21,0.0,57.52212389380531,0.7433628318584071
2566,L Cheatle,0,2566,2,11,1,0,1,14,0,0,0,7,11.0,78.57142857142857,1.0
