,Bowler,clus,_c0,Matches,Runs,4,6,Wickets,Overs,balls,ave,econ,sr
1513,Ehsan Adil,0,1513,9,477,70,2,9,88.2,530.0,53.0,5.408163265306122,58.888888888888886
1514,KD Mills,0,1514,157,5877,673,108,241,1250.4,7504.0,24.38589211618257,4.700095969289827,31.136929460580912
1515,Ahmed Shehzad,3,1515,12,177,11,3,2,27.3,165.0,88.5,6.483516483516484,82.5
1516,MJ Guptill,0,1516,27,399,36,8,12,91.0,546.0,33.25,4.384615384615385,45.5
1517,BM Wheeler,0,1517,10,413,55,8,16,60.0,360.0,25.8125,6.883333333333334,22.5
1518,AW Mathieson,1,1518,1,39,6,0,1,0.5,5.0,39.0,78.0,5.0
1519,DA Warner,3,1519,18,275,31,2,4,56.4,340.0,68.75,4.875886524822695,85.0
1520,JF Mooney,0,1520,45,1287,136,20,59,247.5,1487.0,21.8135593220339,5.2,25.203389830508474
1521,RJW Topley,0,1521,16,555,60,14,22,95.3,573.0,25.227272727272727,5.823714585519412,26.045454545454547
1522,Ziaur Rahman,0,1522,19,485,47,10,17,108.1,649.0,28.529411764705884,4.4865864939870495,38.1764705882353
1523,RV Uthappa,2,1523,1,0,0,0,0,0.2,2.0,0.0,0.0,0.0
1524,Parvez Rasool,0,1524,13,359,29,14,7,39.1,235.0,51.285714285714285,9.18158567774936,33.57142857142857
1525,Abdur Razzak,0,1525,159,6474,542,131,231,1512.5,9077.0,28.025974025974026,4.280330578512396,39.294372294372295
1526,Sohag Gazi,0,1526,39,2586,208,54,66,716.2,4298.0,39.18181818181818,3.6107232616587543,65.12121212121212
1527,RMS Eranga,0,1527,38,2784,340,17,83,748.1,4489.0,33.54216867469879,3.7214276166287927,54.08433734939759
1528,KTGD Prasad,0,1528,47,3364,419,21,104,833.5,5003.0,32.34615384615385,4.035992801439712,48.10576923076923
1529,HMRKB Herath,0,1529,146,11614,850,187,447,3824.2,22946.0,25.982102908277405,3.036975053605983,51.333333333333336
1530,KDK Vithanage,3,1530,6,146,17,0,1,30.5,185.0,146.0,4.786885245901639,185.0
1531,Abdur Rehman,0,1531,57,3771,293,77,138,1280.3,7683.0,27.32608695652174,2.945403421073186,55.67391304347826
1532,TM Dilshan,0,1532,246,5744,340,98,140,1306.1,7837.0,41.02857142857143,4.397825587627287,55.97857142857143
1533,SMA Priyanjan,0,1533,14,223,17,2,7,42.3,255.0,31.857142857142858,5.2718676122931445,36.42857142857143
1534,Fawad Alam,0,1534,18,461,24,11,11,78.1,469.0,41.90909090909091,5.902688860435339,42.63636363636363
1535,UWMBCA Welegedara,0,1535,31,2584,363,10,73,687.2,4124.0,35.397260273972606,3.7601862630966236,56.49315068493151
1536,Abid Mushtaq,0,1536,2,34,0,1,1,4.4,28.0,34.0,7.727272727272727,28.0
1537,Faizan Ali,2,1537,4,68,11,0,5,18.0,108.0,13.6,3.7777777777777777,21.6
1538,Abdullah Akhunzada,2,1538,3,61,3,1,5,15.4,94.0,12.2,3.961038961038961,18.8
1539,Saad Khalid,2,1539,4,98,11,2,6,22.3,135.0,16.333333333333332,4.394618834080718,22.5
1540,Abdul Jabar,2,1540,4,118,10,2,7,27.1,163.0,16.857142857142858,4.354243542435424,23.285714285714285
1541,Mohamed Rifkas,2,1541,1,29,2,1,1,1.3,9.0,29.0,22.307692307692307,9.0
1542,Hisham Mirza,0,1542,6,142,13,1,7,28.5,173.0,20.285714285714285,4.982456140350878,24.714285714285715
1543,Abhiraj Singh,2,1543,21,616,46,22,44,141.5,851.0,14.0,4.353356890459364,19.34090909090909
1544,M Dharmichand,0,1544,21,539,50,16,32,152.0,912.0,16.84375,3.5460526315789473,28.5
1545,AD de Lange,2,1545,3,39,2,2,0,6.2,38.0,0.0,6.290322580645161,0.0
1546,A Goenka,0,1546,4,98,7,2,2,12.0,72.0,49.0,8.166666666666666,36.0
1547,C Janik,0,1547,10,239,20,5,8,49.4,298.0,29.875,4.838056680161944,37.25
1548,K Penjor,0,1548,3,123,10,8,2,9.1,55.0,61.5,13.516483516483516,27.5
1549,S Tobgay,3,1549,4,193,14,9,2,27.2,164.0,96.5,7.095588235294118,82.0
1550,SR Gurung,2,1550,1,18,3,0,0,0.4,4.0,0.0,45.0,0.0
1551,P Wangdi,3,1551,5,224,19,10,1,23.0,138.0,224.0,9.73913043478261,138.0
1552,T Wangchuk,2,1552,4,196,19,7,8,19.4,118.0,24.5,10.103092783505156,14.75
1553,J Singye,0,1553,6,245,23,8,6,31.0,186.0,40.833333333333336,7.903225806451613,31.0
1554,Ibrarul Haq,2,1554,7,172,16,6,13,31.2,188.0,13.23076923076923,5.512820512820513,14.461538461538462
1555,Nadeem Javed,2,1555,6,175,10,10,8,26.0,156.0,21.875,6.730769230769231,19.5
1556,Abdullah Qureshi,2,1556,1,13,2,0,1,0.5,5.0,13.0,26.0,5.0
1557,Akram Aslam,0,1557,2,48,4,0,2,11.0,66.0,24.0,4.363636363636363,33.0
1558,Faheem Afrad,2,1558,6,161,15,6,7,21.5,131.0,23.0,7.488372093023256,18.714285714285715
1559,Mohammad Abdullah,2,1559,1,17,1,0,0,1.0,6.0,0.0,17.0,0.0
1560,Ahmed Jamaal,0,1560,2,30,4,1,1,3.3,21.0,30.0,9.090909090909092,21.0
1561,Mihusan Hamid,0,1561,5,73,1,1,3,15.1,91.0,24.333333333333332,4.8344370860927155,30.333333333333332
1562,Abdullah Shahid,2,1562,3,65,4,3,4,8.0,48.0,16.25,8.125,12.0
1563,Ahmed Hassan,0,1563,6,111,7,5,5,21.2,128.0,22.2,5.235849056603774,25.6
1564,Mudassar Ali,2,1564,1,11,0,1,2,1.0,6.0,5.5,11.0,3.0
1565,Yaser Sadeq,0,1565,3,42,3,0,1,12.5,77.0,42.0,3.36,77.0
1566,Anasim Khan,2,1566,2,13,1,0,0,3.0,18.0,0.0,4.333333333333333,0.0
1567,Adil Hanif,0,1567,3,93,8,2,4,16.2,98.0,23.25,5.740740740740741,24.5
1568,Sameer Minhas,2,1568,2,39,1,2,0,3.4,22.0,0.0,11.470588235294118,0.0
1569,Huzaifa Akram,0,1569,2,58,3,3,2,11.3,69.0,29.0,5.132743362831858,34.5
1570,Adnan Butt,2,1570,2,28,1,1,0,3.3,21.0,0.0,8.484848484848484,0.0
1571,L Yonten,0,1571,4,105,10,6,3,15.3,93.0,35.0,6.862745098039215,31.0
1572,S Appusamy,0,1572,4,88,10,2,3,12.3,75.0,29.333333333333332,7.154471544715447,25.0
1573,Saad Janjua,2,1573,17,322,37,2,22,76.2,458.0,14.636363636363637,4.225721784776903,20.818181818181817
1574,DK Subba,2,1574,3,63,6,1,5,20.4,124.0,12.6,3.088235294117647,24.8
1575,Suman Pradhan,1,1575,1,25,0,4,0,0.2,2.0,0.0,125.0,0.0
1576,Shahbaz Rasheed,0,1576,2,32,6,0,1,4.0,24.0,32.0,8.0,24.0
1577,Afzal Saleem,2,1577,4,96,7,3,6,11.4,70.0,16.0,8.421052631578947,11.666666666666666
1578,Rashid Hussain,2,1578,1,10,1,0,1,1.5,11.0,10.0,6.666666666666667,11.0
1579,Mirza Baig,2,1579,2,26,2,1,2,5.1,31.0,13.0,5.098039215686275,15.5
1580,Mirza Yaqoob,2,1580,1,26,3,0,1,0.5,5.0,26.0,52.0,5.0
1581,J Chaturanga,1,1581,1,12,1,1,0,0.1,1.0,0.0,120.0,0.0
1582,Ubaid Minhas,2,1582,1,5,1,0,0,0.3,3.0,0.0,16.666666666666668,0.0
1583,Junaid Niazi,2,1583,1,33,3,0,3,1.4,10.0,11.0,23.571428571428573,3.3333333333333335
1584,A Khan,0,1584,12,348,35,4,17,103.3,621.0,20.470588235294116,3.3688286544046466,36.529411764705884
1585,A Bulow,0,1585,3,99,12,2,3,18.1,109.0,33.0,5.469613259668508,36.333333333333336
1586,Aftab Ahmed (2),0,1586,21,540,69,8,24,110.2,662.0,22.5,4.900181488203267,27.583333333333332
1587,Kamran Mahmood,0,1587,8,152,8,10,5,17.1,103.0,30.4,8.888888888888888,20.6
1588,Yasir Iqbal,0,1588,14,272,22,11,11,39.4,238.0,24.727272727272727,6.903553299492386,21.636363636363637
1589,V Pennazza,2,1589,14,296,29,3,19,72.2,434.0,15.578947368421053,4.099722991689751,22.842105263157894
1590,CS Sandri,0,1590,20,650,41,19,30,116.4,700.0,21.666666666666668,5.584192439862543,23.333333333333332
1591,WTN Fernando,0,1591,3,49,5,0,1,6.5,41.0,49.0,7.538461538461538,41.0
1592,MGSM Fernando,0,1592,8,133,6,2,4,24.4,148.0,33.25,5.450819672131148,37.0
1593,DA Marage,0,1593,9,192,9,6,5,33.3,201.0,38.4,5.765765765765766,40.2
1594,DG Crowley,0,1594,20,549,39,13,20,111.2,668.0,27.45,4.93705035971223,33.4
1595,Arif Hussain,0,1595,3,62,5,1,1,9.3,57.0,62.0,6.666666666666666,57.0
1596,Mohammad Shukri,3,1596,3,66,3,1,1,12.5,77.0,66.0,5.28,77.0
1597,CJ Bodenstein,2,1597,12,264,27,6,18,45.1,271.0,14.666666666666666,5.853658536585366,15.055555555555555
1598,NAT Watkins,0,1598,20,595,45,14,30,129.3,777.0,19.833333333333332,4.601701469450889,25.9
1599,PW Gough,2,1599,6,78,2,4,0,13.3,81.0,0.0,5.864661654135338,0.0
1600,TE Minty,2,1600,3,86,11,1,6,17.0,102.0,14.333333333333334,5.0588235294117645,17.0
1601,SSJ Dewhurst,2,1601,4,42,4,0,0,6.5,41.0,0.0,6.461538461538462,0.0
1602,RB Javed,2,1602,11,209,20,5,13,54.0,324.0,16.076923076923077,3.8703703703703702,24.923076923076923
1603,CR Kumarage,2,1603,3,12,1,0,2,2.0,12.0,6.0,6.0,6.0
1604,Zishan Shah,2,1604,2,32,4,0,3,3.0,18.0,10.666666666666666,10.666666666666666,6.0
1605,JN Duckett,2,1605,2,29,1,1,0,4.1,25.0,0.0,7.073170731707318,0.0
1606,A Mutreja,3,1606,4,61,6,1,1,9.5,59.0,61.0,6.421052631578948,59.0
1607,L di Giglio,0,1607,8,244,31,2,6,48.1,289.0,40.666666666666664,5.072765072765073,48.166666666666664
1608,NP Rodrigo,2,1608,1,22,1,0,0,1.0,6.0,0.0,22.0,0.0
1609,Sufyan Mehmood,0,1609,8,111,10,3,6,33.0,198.0,18.5,3.3636363636363638,33.0
1610,Jatinder Singh,2,1610,4,43,4,0,2,6.2,38.0,21.5,6.935483870967742,19.0
1611,AB de Villiers,0,1611,10,192,17,5,7,29.4,178.0,27.428571428571427,6.530612244897959,25.428571428571427
1612,PHT Kaushal,0,1612,8,1099,91,13,27,257.4,1546.0,40.7037037037037,4.26961926961927,57.25925925925926
1613,HDRL Thirimanne,0,1613,9,141,12,1,3,30.2,182.0,47.0,4.668874172185431,60.666666666666664
1614,DAJ Bracewell,0,1614,56,3733,463,42,117,979.5,5879.0,31.905982905982906,3.8111281265952015,50.24786324786325
1615,HD Rutherford,2,1615,1,2,0,0,0,0.1,1.0,0.0,20.0,0.0
1616,SMSM Senanayake,0,1616,80,2698,187,72,97,530.4,3184.0,27.814432989690722,5.086726998491705,32.824742268041234
1617,Younis Khan,0,1617,31,469,48,4,11,118.0,708.0,42.63636363636363,3.9745762711864407,64.36363636363636
1618,BAW Mendis,0,1618,149,6755,510,119,293,1659.2,9956.0,23.054607508532424,4.071239151398264,33.97952218430034
1619,DPMD Jayawardene,0,1619,9,121,8,3,3,26.4,160.0,40.333333333333336,4.583333333333334,53.333333333333336
1620,M de Lange,0,1620,17,823,99,19,33,153.4,922.0,24.939393939393938,5.365058670143416,27.939393939393938
1621,RJ Peterson,0,1621,86,3475,259,109,129,766.0,4596.0,26.93798449612403,4.5365535248041775,35.627906976744185
1622,M Vijay,3,1622,18,255,24,2,2,52.5,317.0,127.5,4.857142857142857,158.5
1623,JL Hunter,0,1623,26,487,59,3,25,103.4,622.0,19.48,4.709864603481624,24.88
1624,Qanita Jalil,0,1624,31,395,49,0,16,96.0,576.0,24.6875,4.114583333333333,36.0
1625,Sania Khan,2,1625,18,328,34,4,20,60.0,360.0,16.4,5.466666666666667,18.0
1626,MM Lanning,0,1626,5,57,7,0,2,15.3,93.0,28.5,3.725490196078431,46.5
1627,Maham Tariq,0,1627,9,290,41,2,7,51.0,306.0,41.42857142857143,5.686274509803922,43.714285714285715
1628,TD Smartt,0,1628,33,593,69,5,33,145.0,870.0,17.96969696969697,4.089655172413793,26.363636363636363
1629,SL Quintyne,2,1629,28,544,46,2,33,112.5,677.0,16.484848484848484,4.835555555555556,20.515151515151516
1630,SL Munroe,0,1630,13,240,26,3,7,53.1,319.0,34.285714285714285,4.519774011299435,45.57142857142857
1631,T Panyangara,0,1631,59,2797,319,53,91,624.0,3744.0,30.736263736263737,4.482371794871795,41.142857142857146
1632,SW Masakadza,0,1632,27,1500,154,32,50,324.2,1946.0,30.0,4.626773596545343,38.92
1633,P Utseya,0,1633,133,5220,346,106,129,1115.3,6693.0,40.46511627906977,4.680355061418453,51.883720930232556
1634,T Kamungozi,0,1634,15,619,54,11,13,126.2,758.0,47.61538461538461,4.9049128367670365,58.30769230769231
1635,N M'shangwe,0,1635,12,778,69,13,16,187.2,1124.0,48.625,4.155982905982906,70.25
1636,Y Fourie,2,1636,15,268,24,6,17,62.5,377.0,15.764705882352942,4.288,22.176470588235293
1637,MM Letsoalo,0,1637,43,780,87,6,33,187.0,1122.0,23.636363636363637,4.171122994652406,34.0
1638,E Chigumbura,0,1638,122,3635,386,58,109,767.3,4605.0,33.34862385321101,4.737390851036101,42.24770642201835
1639,HAM Samuddika,0,1639,22,497,39,3,19,103.4,622.0,26.157894736842106,4.806576402321083,32.73684210526316
1640,NND de Silva,0,1640,8,176,21,3,5,31.4,190.0,35.2,5.605095541401274,38.0
1641,Shahadat Hossain,0,1641,63,3883,504,29,78,867.1,5203.0,49.782051282051285,4.4781455426133085,66.7051282051282
1642,Jubair Hossain,0,1642,9,624,63,9,22,127.2,764.0,28.363636363636363,4.90566037735849,34.72727272727273
1643,J Nyumbu,0,1643,21,1091,68,32,24,241.0,1446.0,45.458333333333336,4.526970954356846,60.25
1644,Shuvagata Hom,3,1644,13,596,47,8,11,146.1,877.0,54.18181818181818,4.079397672826831,79.72727272727273
1645,BB Chari,2,1645,2,12,2,0,0,1.2,8.0,0.0,10.0,0.0
1646,Arafat Sunny,2,1646,27,841,67,20,44,167.3,1005.0,19.113636363636363,5.026897788404065,22.84090909090909
1647,V Sibanda,3,1647,6,172,14,2,2,22.1,133.0,86.0,7.782805429864253,66.5
1648,T Maruma,0,1648,8,199,16,5,6,34.3,207.0,33.166666666666664,5.801749271137027,34.5
1649,Abul Hasan,3,1649,11,628,81,6,5,120.4,724.0,125.6,5.21594684385382,144.8
1650,IJL Trott,3,1650,38,564,54,2,9,148.0,888.0,62.666666666666664,3.810810810810811,98.66666666666667
1651,J Blackwood,3,1651,9,181,15,4,2,42.1,253.0,90.5,4.2992874109263655,126.5
1652,SJ Benn,0,1652,91,5706,466,95,148,1607.3,9645.0,38.554054054054056,3.5500528837180365,65.16891891891892
1653,V Permaul,0,1653,13,1053,110,20,26,258.5,1553.0,40.5,4.0735009671179885,59.73076923076923
1654,R Sangsoma,3,1654,9,145,12,1,2,25.5,155.0,72.5,5.686274509803922,77.5
1655,W Liengprasert,2,1655,3,24,1,0,4,8.3,51.0,6.0,2.8915662650602405,12.75
1656,N Chantam,2,1656,5,78,8,0,11,17.1,103.0,7.090909090909091,4.56140350877193,9.363636363636363
1657,Nur Aishah,2,1657,4,40,2,0,0,9.1,55.0,0.0,4.395604395604396,0.0
1658,Jannadiah Halim,3,1658,5,75,4,0,1,13.3,81.0,75.0,5.639097744360902,81.0
1659,Rewina Mohammad,2,1659,2,15,0,0,0,4.1,25.0,0.0,3.658536585365854,0.0
1660,S Khadka,2,1660,2,16,0,0,2,5.1,31.0,8.0,3.1372549019607847,15.5
1661,RC Belbashi,2,1661,2,22,0,0,2,4.0,24.0,11.0,5.5,12.0
1662,S Magar,2,1662,2,27,2,0,4,5.0,30.0,6.75,5.4,7.5
1663,Karuna Bhandari,2,1663,2,17,2,0,5,4.3,27.0,3.4,3.9534883720930236,5.4
1664,Nary Thapa,2,1664,1,3,0,0,1,0.5,5.0,3.0,6.0,5.0
1665,R Rawal,2,1665,1,6,0,0,0,0.3,3.0,0.0,20.0,0.0
1666,Nadhirah Nasruddin,2,1666,1,5,0,0,1,0.4,4.0,5.0,12.5,4.0
1667,Yebin Ka,2,1667,1,15,0,0,0,1.2,8.0,0.0,12.5,0.0
1668,Jinseup Park,2,1668,1,18,1,0,1,1.2,8.0,18.0,15.0,8.0
1669,Inyeong Oh,2,1669,1,11,0,0,1,1.0,6.0,11.0,11.0,6.0
1670,Ahram Jeong,2,1670,1,17,0,0,1,1.0,6.0,17.0,17.0,6.0
1671,Chan Sau Har,2,1671,2,20,1,0,3,5.0,30.0,6.666666666666667,4.0,10.0
1672,IA Gidwani,2,1672,2,17,1,0,1,1.3,9.0,17.0,13.076923076923077,9.0
1673,KK Gill,2,1673,1,9,0,0,4,1.2,8.0,2.25,7.5,2.0
1674,KLG Li,2,1674,2,35,3,0,4,4.2,26.0,8.75,8.333333333333332,6.5
1675,Zhou Haijie,2,1675,3,30,1,0,3,8.4,52.0,10.0,3.571428571428571,17.333333333333332
1676,Yu Miao,2,1676,3,23,2,0,2,4.0,24.0,11.5,5.75,12.0
1677,X Ruan,2,1677,4,41,4,0,0,8.3,51.0,0.0,4.939759036144578,0.0
1678,K Ota,0,1678,4,33,5,0,1,9.0,54.0,33.0,3.6666666666666665,54.0
1679,A Nakayama,2,1679,4,38,4,0,3,10.2,62.0,12.666666666666666,3.7254901960784315,20.666666666666668
1680,S Kubota,0,1680,3,50,5,0,2,7.1,43.0,25.0,7.042253521126761,21.5
1681,Hung Ying Ho,2,1681,1,7,1,0,0,0.3,3.0,0.0,23.333333333333336,0.0
1682,Sumaiya Siddiqi,0,1682,20,333,39,1,17,81.2,488.0,19.58823529411765,4.100985221674876,28.705882352941178
1683,HML Madushani,1,1683,1,7,1,0,0,0.1,1.0,0.0,70.0,0.0
1684,Faruq Hakimin,2,1684,3,48,2,1,7,9.0,54.0,6.857142857142857,5.333333333333333,7.714285714285714
1685,Kyungsik Kim,2,1685,3,59,5,1,3,6.5,41.0,19.666666666666668,9.076923076923077,13.666666666666666
1686,Jiwon Choi,0,1686,3,69,9,0,2,7.4,46.0,34.5,9.324324324324325,23.0
1687,Hongki Kim,1,1687,1,8,1,0,0,0.1,1.0,0.0,80.0,0.0
1688,Taekwan Park,2,1688,3,28,1,0,7,7.0,42.0,4.0,4.0,6.0
1689,Inho Cha,0,1689,3,55,5,1,1,6.5,41.0,55.0,8.461538461538462,41.0
1690,Hwanhee Lee,2,1690,3,77,5,2,4,7.2,44.0,19.25,10.694444444444445,11.0
1691,Sagar Pun,0,1691,34,641,38,17,29,133.2,800.0,22.103448275862068,4.812312312312312,27.586206896551722
1692,Alkandari Abdulrahman,2,1692,1,13,2,0,0,1.0,6.0,0.0,13.0,0.0
1693,Bastaki Mahmoud,1,1693,1,8,2,0,1,0.1,1.0,8.0,80.0,1.0
1694,Zhang Peng,2,1694,2,16,1,0,0,1.3,9.0,0.0,12.307692307692307,0.0
1695,Zhang Yufei,2,1695,2,29,3,0,0,3.1,19.0,0.0,9.35483870967742,0.0
1696,Wang Jing,2,1696,2,26,2,0,1,2.2,14.0,26.0,11.818181818181817,14.0
1697,Zhong Wenyi,2,1697,2,27,3,0,4,2.2,14.0,6.75,12.272727272727272,3.5
1698,H Min Jian,2,1698,2,15,1,0,1,2.1,13.0,15.0,7.142857142857142,13.0
1699,Song Yang Yang,1,1699,1,17,0,2,0,0.1,1.0,0.0,170.0,0.0
1700,B Karki,2,1700,4,103,8,4,9,22.4,136.0,11.444444444444445,4.598214285714286,15.11111111111111
1701,Ahmed Faiz,1,1701,1,8,0,1,0,0.1,1.0,0.0,80.0,0.0
1702,MS Chapman,0,1702,7,115,10,3,3,12.4,76.0,38.333333333333336,9.274193548387096,25.333333333333332
1703,A Mehmood,0,1703,5,73,7,0,2,10.1,61.0,36.5,7.227722772277228,30.5
1704,LHD Dilhara,0,1704,4,58,6,0,3,14.2,86.0,19.333333333333332,4.084507042253521,28.666666666666668
1705,CKB Kulasekara,3,1705,7,180,17,0,3,45.3,273.0,60.0,3.9735099337748347,91.0
1706,PC de Silva,0,1706,9,274,16,6,10,58.0,348.0,27.4,4.724137931034483,34.8
1707,RLB Rambukwella,0,1707,4,69,2,3,2,9.0,54.0,34.5,7.666666666666667,27.0
1708,Mohammad Mujtaba,2,1708,1,8,0,0,0,0.3,3.0,0.0,26.666666666666668,0.0
1709,Karim Sadiq,0,1709,36,567,36,20,18,98.3,591.0,31.5,5.7680569684638865,32.833333333333336
1710,M Nasim Baras,2,1710,3,31,2,1,4,4.5,29.0,7.75,6.888888888888889,7.25
1711,Fazal Rahman,1,1711,1,32,2,0,1,0.4,4.0,32.0,80.0,4.0
1712,AAS Silva,2,1712,1,14,0,0,1,0.5,5.0,14.0,28.0,5.0
1713,JJC Lawson,2,1713,3,77,11,1,5,14.3,87.0,15.4,5.384615384615384,17.4
1714,Usman Shuja,2,1714,12,309,39,3,22,79.1,475.0,14.045454545454545,3.906447534766119,21.59090909090909
1715,Muhammad Ghous,0,1715,22,594,44,15,21,125.3,753.0,28.285714285714285,4.740622505985635,35.857142857142854
1716,K Ganesh,2,1716,12,285,20,6,16,58.0,348.0,17.8125,4.913793103448276,21.75
1717,D Talbot,0,1717,2,42,6,2,1,2.1,13.0,42.0,20.0,13.0
1718,J Sebanja,0,1718,15,341,32,8,15,77.4,466.0,22.733333333333334,4.405684754521963,31.066666666666666
1719,DK Arinaitwe,0,1719,16,499,35,11,21,111.4,670.0,23.761904761904763,4.479353680430879,31.904761904761905
1720,Mohamed Shoib,0,1720,5,92,12,3,2,15.4,94.0,46.0,5.974025974025974,47.0
1721,AE Paraam,0,1721,8,130,10,3,6,32.0,192.0,21.666666666666668,4.0625,32.0
1722,Adil Bhatti,0,1722,8,147,17,1,6,23.3,141.0,24.5,6.309012875536481,23.5
1723,A Thyagarajan,1,1723,1,7,1,0,0,0.1,1.0,0.0,70.0,0.0
1724,SJ Massiah,3,1724,8,127,5,4,2,26.3,159.0,63.5,4.828897338403042,79.5
1725,A Bhattarai,0,1725,16,399,44,11,20,90.3,543.0,19.95,4.4186046511627906,27.15
1726,Danial Ahmed,2,1726,11,237,22,2,17,52.4,316.0,13.941176470588236,4.522900763358779,18.58823529411765
1727,D Ruyange,2,1727,1,26,5,0,0,1.0,6.0,0.0,26.0,0.0
1728,D Duraisingam,2,1728,8,190,12,7,15,33.2,200.0,12.666666666666666,5.7228915662650595,13.333333333333334
1729,JA DeSilva,0,1729,8,207,24,4,8,36.2,218.0,25.875,5.718232044198895,27.25
1730,KE Bashir,2,1730,4,99,6,5,4,10.2,62.0,24.75,9.705882352941178,15.5
1731,T Manders,0,1731,2,70,9,3,1,7.2,44.0,70.0,9.722222222222221,44.0
1732,C Burgess,2,1732,1,4,0,0,0,0.1,1.0,0.0,40.0,0.0
1733,Suleman,2,1733,1,15,2,0,0,1.4,10.0,0.0,10.714285714285715,0.0
1734,PLS Gamage,3,1734,5,208,31,0,2,32.1,193.0,104.0,6.479750778816199,96.5
1735,S Randiv,0,1735,56,3165,231,66,98,809.2,4856.0,32.295918367346935,3.9112703905091446,49.55102040816327
1736,AT Rayudu,0,1736,7,108,9,3,3,16.0,96.0,36.0,6.75,32.0
1737,RL Grundy,0,1737,13,336,35,1,13,58.2,350.0,25.846153846153847,5.77319587628866,26.923076923076923
1738,CJ Metcalfe,0,1738,20,512,59,7,25,112.4,676.0,20.48,4.555160142348754,27.04
1739,EJ Tice,0,1739,12,260,17,4,7,39.3,237.0,37.142857142857146,6.6157760814249365,33.857142857142854
1740,LK O'Reilly,2,1740,25,451,42,1,25,102.1,613.0,18.04,4.417238001958864,24.52
1741,IMHC Joyce,0,1741,31,640,58,4,30,146.4,880.0,21.333333333333332,4.371584699453551,29.333333333333332
1742,LN McCarthy,0,1742,16,345,34,1,12,84.0,504.0,28.75,4.107142857142857,42.0
1743,S van Zyl,0,1743,9,146,17,1,6,57.3,345.0,24.333333333333332,2.5479930191972078,57.5
1744,AD Hales,2,1744,1,2,0,0,0,0.3,3.0,0.0,6.666666666666667,0.0
1745,AM Guruge,2,1745,25,771,76,21,39,120.4,724.0,19.76923076923077,6.403654485049834,18.564102564102566
1746,Amjad Javed,0,1746,50,1337,132,37,57,215.1,1291.0,23.45614035087719,6.215713621571362,22.649122807017545
1747,Mohammad Tauqir,0,1747,14,401,29,7,12,77.5,467.0,33.416666666666664,5.174193548387096,38.916666666666664
1748,Salman Farooq,2,1748,1,22,0,0,0,1.1,7.0,0.0,20.0,0.0
1749,MGMCP Gunawardene,2,1749,4,72,6,0,3,7.5,47.0,24.0,9.6,15.666666666666666
1750,Naila Nazir,2,1750,1,14,0,0,0,1.1,7.0,0.0,12.727272727272727,0.0
1751,MJ Clarke,0,1751,134,2752,164,43,75,697.5,4187.0,36.693333333333335,3.945519713261649,55.82666666666667
1752,AR Cusack,2,1752,67,1647,147,34,80,293.5,1763.0,20.5875,5.611584327086883,22.0375
1753,I Wardlaw,0,1753,20,843,109,14,35,137.3,825.0,24.085714285714285,6.139839766933721,23.571428571428573
1754,RM Haq,0,1754,41,1220,76,37,54,239.4,1438.0,22.59259259259259,5.096073517126149,26.62962962962963
1755,MW Machan,0,1755,20,466,23,16,12,72.0,432.0,38.833333333333336,6.472222222222222,36.0
1756,Hassan Ibrahim,2,1756,3,65,6,2,3,5.5,35.0,21.666666666666668,11.818181818181818,11.666666666666666
1757,Ahmed Ameel,0,1757,2,41,4,2,1,1.4,10.0,41.0,29.28571428571429,10.0
1758,Afzal Faiz,2,1758,2,47,2,5,0,1.2,8.0,0.0,39.16666666666667,0.0
1759,Imran ullah Gul,1,1759,1,26,2,1,1,0.4,4.0,26.0,65.0,4.0
1760,Hammad Saeed,2,1760,3,49,5,1,2,4.4,28.0,24.5,11.136363636363635,14.0
1761,Shoaib Ali,2,1761,4,116,5,10,16,11.2,68.0,7.25,10.357142857142858,4.25
1762,Mohammad Afzal,2,1762,3,61,4,1,4,9.1,55.0,15.25,6.7032967032967035,13.75
1763,Khalid Butt,2,1763,3,87,9,4,4,6.4,40.0,21.75,13.59375,10.0
1764,Kashif Sharif,2,1764,3,85,2,6,4,8.4,52.0,21.25,10.119047619047619,13.0
1765,Sibtain Raza,2,1765,3,72,6,2,8,8.3,51.0,9.0,8.674698795180722,6.375
1766,Bilal Ahmed,2,1766,3,78,5,2,4,8.0,48.0,19.5,9.75,12.0
1767,Muhammad Saeed,1,1767,1,8,1,0,0,0.1,1.0,0.0,80.0,0.0
1768,Shunan Ali,1,1768,1,14,1,1,0,0.2,2.0,0.0,70.0,0.0
1769,Adnan Liaquat,2,1769,1,20,2,0,0,0.5,5.0,0.0,40.0,0.0
1770,KJ Coetzer,3,1770,6,134,10,2,2,20.3,123.0,67.0,6.600985221674876,61.5
1771,L Klazinga,0,1771,10,211,26,5,7,29.4,178.0,30.142857142857142,7.17687074829932,25.428571428571427
1772,G Snyman,0,1772,19,577,32,15,29,142.0,852.0,19.896551724137932,4.063380281690141,29.379310344827587
1773,E Asoyo,2,1773,1,48,6,0,2,2.1,13.0,24.0,22.857142857142858,6.5
1774,MO Ndandason,2,1774,1,33,4,1,0,1.1,7.0,0.0,29.999999999999996,0.0
1775,JL Bhimji,2,1775,1,29,4,0,0,1.0,6.0,0.0,29.0,0.0
1776,JO Ngoche,0,1776,20,499,48,7,19,117.2,704.0,26.263157894736842,4.257679180887372,37.05263157894737
