,Bowler,clus,_c0,Matches,Runs,4,6,Wickets,Overs,balls,ave,econ,sr
1248,Mehran Khan,0,1248,13,238,24,4,10,36.0,216.0,23.8,6.611111111111111,21.6
1249,AA Alleyne,0,1249,3,80,9,1,2,8.0,48.0,40.0,10.0,24.0
1250,Mohammad Sami,0,1250,47,1651,181,40,71,303.0,1818.0,23.253521126760564,5.448844884488449,25.6056338028169
1251,Saeed Ajmal,0,1251,212,10586,877,149,466,3181.2,19088.0,22.716738197424892,3.3276750911605686,40.96137339055794
1252,Imran Khalid,0,1252,3,52,5,3,1,3.4,22.0,52.0,15.294117647058824,22.0
1253,Amad Butt,2,1253,8,157,13,9,6,17.1,103.0,26.166666666666668,9.181286549707602,17.166666666666668
1254,DJG Sammy,0,1254,250,8406,795,115,242,2041.0,12246.0,34.735537190082646,4.118569328760412,50.603305785123965
1255,Sohail Tanvir,0,1255,143,4404,456,88,182,831.2,4988.0,24.197802197802197,5.298363811357074,27.406593406593405
1256,Mohammad Irfan (4),2,1256,17,466,45,24,21,49.5,299.0,22.19047619047619,9.414141414141413,14.238095238095237
1257,Bilawal Bhatti,0,1257,26,1049,135,15,21,186.0,1116.0,49.95238095238095,5.639784946236559,53.142857142857146
1258,GD Elliott,0,1258,78,1539,116,40,63,294.3,1767.0,24.428571428571427,5.229357798165138,28.047619047619047
1259,Zulfiqar Babar,0,1259,35,2745,235,50,81,852.3,5115.0,33.888888888888886,3.2206969376979937,63.148148148148145
1260,Anwar Ali,0,1260,55,1739,173,46,44,259.5,1559.0,39.52272727272727,6.701348747591522,35.43181818181818
1261,Hasan Khan,0,1261,10,213,14,9,9,32.1,193.0,23.666666666666668,6.635514018691588,21.444444444444443
1262,Mohammad Asghar,2,1262,12,285,21,16,11,30.2,182.0,25.90909090909091,9.437086092715232,16.545454545454547
1263,Sohail Khan,0,1263,40,2170,264,34,74,486.0,2916.0,29.324324324324323,4.465020576131687,39.4054054054054
1264,Abrar Ahmed,2,1264,2,41,3,1,0,2.4,16.0,0.0,17.083333333333336,0.0
1265,RS Bopara,0,1265,142,2942,266,43,92,538.3,3231.0,31.97826086956522,5.4653538918818505,35.119565217391305
1266,Zohaib Khan,1,1266,1,13,1,1,0,0.1,1.0,0.0,130.0,0.0
1267,Umar Gul,0,1267,205,9165,1077,109,380,2143.1,12859.0,24.11842105263158,4.276515328262797,33.839473684210525
1268,Usman Khan,0,1268,10,245,22,7,9,29.2,176.0,27.22222222222222,8.39041095890411,19.555555555555557
1269,Usama Mir,2,1269,10,288,15,20,12,30.0,180.0,24.0,9.6,15.0
1270,RR Rossouw,0,1270,4,51,3,1,2,7.5,47.0,25.5,6.8,23.5
1271,Kashif Bhatti,1,1271,1,24,0,3,0,0.2,2.0,0.0,120.0,0.0
1272,CS Delport,2,1272,6,91,12,2,5,10.3,63.0,18.2,8.834951456310678,12.6
1273,Imran Khan (1),0,1273,5,170,7,10,5,15.4,94.0,34.0,11.03896103896104,18.8
1274,Aamer Yamin,0,1274,9,215,24,5,7,32.0,192.0,30.714285714285715,6.71875,27.428571428571427
1275,Mir Hamza,0,1275,4,141,15,6,4,12.0,72.0,35.25,11.75,18.0
1276,Ghulam Mudassar,1,1276,1,23,3,1,0,0.2,2.0,0.0,115.0,0.0
1277,BB McCullum,3,1277,7,99,6,2,1,29.4,178.0,99.0,3.36734693877551,178.0
1278,Saad Nasim,2,1278,4,66,9,1,0,7.2,44.0,0.0,9.166666666666666,0.0
1279,RR Emrit,0,1279,3,122,11,4,3,15.5,95.0,40.666666666666664,7.870967741935484,31.666666666666668
1280,Hammad Azam,0,1280,8,155,9,5,3,24.1,145.0,51.666666666666664,6.431535269709543,48.333333333333336
1281,Ibtisam Sheikh,2,1281,4,106,6,5,6,11.4,70.0,17.666666666666668,9.298245614035087,11.666666666666666
1282,Hassan Khan,0,1282,11,187,6,10,6,25.3,153.0,31.166666666666668,7.391304347826087,25.5
1283,Raza Hasan,0,1283,13,325,28,11,13,51.4,310.0,25.0,6.3229571984435795,23.846153846153847
1284,SR Patel,0,1284,73,2295,152,64,67,450.5,2705.0,34.25373134328358,5.09433962264151,40.37313432835821
1285,Umaid Asif,2,1285,12,313,25,13,16,44.2,266.0,19.5625,7.081447963800905,16.625
1286,Agha Salman,2,1286,2,13,2,0,0,1.1,7.0,0.0,11.818181818181817,0.0
1287,Hussain Talat,0,1287,6,120,10,6,4,13.5,83.0,30.0,8.88888888888889,20.75
1288,Sameen Gul,0,1288,8,200,10,14,6,25.2,152.0,33.333333333333336,7.936507936507937,25.333333333333332
1289,Khalid Usman,1,1289,1,26,1,2,1,0.4,4.0,26.0,65.0,4.0
1290,Salman Irshad,0,1290,3,57,7,2,1,3.5,23.0,57.0,16.285714285714285,23.0
1291,Sarfraz Ahmed,2,1291,1,6,0,1,0,0.4,4.0,0.0,15.0,0.0
1292,D Wiese,2,1292,44,1315,145,31,61,176.5,1061.0,21.557377049180328,7.45042492917847,17.39344262295082
1293,Saif Badar,2,1293,1,14,0,1,1,0.3,3.0,14.0,46.66666666666667,3.0
1294,Zafar Gohar,2,1294,3,95,8,4,5,14.1,85.0,19.0,6.73758865248227,17.0
1295,RA Whiteley,2,1295,1,42,3,3,0,1.0,6.0,0.0,42.0,0.0
1296,KJ Abbott,0,1296,67,2735,335,41,108,674.1,4045.0,25.324074074074073,4.057261533897048,37.4537037037037
1297,Bilal Asif,0,1297,4,114,6,4,5,22.3,135.0,22.8,5.112107623318385,27.0
1298,Danish Aziz,1,1298,1,16,0,2,0,0.1,1.0,0.0,160.0,0.0
1299,Muhammad Musa,1,1299,1,38,5,1,0,0.4,4.0,0.0,95.0,0.0
1300,Ebadat Hossain,3,1300,1,112,14,2,1,5.4,34.0,112.0,20.74074074074074,34.0
1301,SL Bates,0,1301,9,263,29,5,9,33.1,199.0,29.22222222222222,7.945619335347431,22.11111111111111
1302,RM Farrell,2,1302,53,1272,123,13,67,245.5,1475.0,18.98507462686567,5.181262729124236,22.01492537313433
1303,L Griffith,3,1303,5,95,9,1,1,10.3,63.0,95.0,9.223300970873785,63.0
1304,HJ Darlington,2,1304,9,231,24,2,12,32.4,196.0,19.25,7.12962962962963,16.333333333333332
1305,H Silver-holmes,2,1305,7,103,12,2,5,12.2,74.0,20.6,8.442622950819672,14.8
1306,S Campbell,0,1306,5,46,6,0,1,7.3,45.0,46.0,6.301369863013699,45.0
1307,LG Smith,2,1307,4,41,2,0,5,5.2,32.0,8.2,7.884615384615384,6.4
1308,M Strano,2,1308,12,279,18,4,22,41.3,249.0,12.681818181818182,6.755447941888621,11.318181818181818
1309,M Brown,2,1309,9,179,22,0,12,28.2,170.0,14.916666666666666,6.347517730496454,14.166666666666666
1310,CJ Koski,1,1310,1,20,3,0,0,0.2,2.0,0.0,100.0,0.0
1311,A Sutherland,0,1311,5,129,21,0,2,16.2,98.0,64.5,7.962962962962964,49.0
1312,EA Osborne,0,1312,64,1618,127,17,82,342.4,2056.0,19.73170731707317,4.725467289719626,25.073170731707318
1313,NM Hancock,3,1313,8,178,22,2,1,24.1,145.0,178.0,7.385892116182572,145.0
1314,T Flintoff,0,1314,7,125,17,0,2,15.5,95.0,62.5,8.064516129032258,47.5
1315,CL Rafferty,0,1315,2,39,2,2,1,1.5,11.0,39.0,26.0,11.0
1316,ML Gibson,2,1316,8,180,19,3,10,24.2,146.0,18.0,7.43801652892562,14.6
1317,SJ Johnson,2,1317,10,199,25,2,13,34.4,208.0,15.307692307692308,5.784883720930233,16.0
1318,G Prestwidge,0,1318,9,142,16,0,6,26.0,156.0,23.666666666666668,5.461538461538462,26.0
1319,GM Harris,0,1319,22,418,37,4,18,82.5,497.0,23.22222222222222,5.066666666666666,27.61111111111111
1320,DN Wyatt,2,1320,41,841,55,11,47,167.3,1005.0,17.893617021276597,5.026897788404065,21.382978723404257
1321,P Cleary,0,1321,5,117,15,1,4,14.1,85.0,29.25,8.297872340425533,21.25
1322,EL King,2,1322,2,22,3,0,0,2.1,13.0,0.0,10.476190476190476,0.0
1323,JL Barsby,0,1323,7,118,13,3,4,11.4,70.0,29.5,10.350877192982455,17.5
1324,TM McGrath,2,1324,7,162,14,2,7,21.1,127.0,23.142857142857142,7.677725118483412,18.142857142857142
1325,A Price,2,1325,5,59,4,1,0,6.4,40.0,0.0,9.21875,0.0
1326,HL Ferling,0,1326,31,657,81,4,26,175.0,1050.0,25.26923076923077,3.7542857142857144,40.38461538461539
1327,M Penna,2,1327,6,151,10,5,11,17.4,106.0,13.727272727272727,8.67816091954023,9.636363636363637
1328,T Peschel,0,1328,7,139,13,3,5,21.0,126.0,27.8,6.619047619047619,25.2
1329,C Leeson,0,1329,3,29,4,0,1,4.5,29.0,29.0,6.444444444444445,29.0
1330,M Phillips,2,1330,3,33,1,2,2,4.1,25.0,16.5,8.048780487804878,12.5
1331,R Trenaman,1,1331,1,23,4,0,0,0.2,2.0,0.0,115.0,0.0
1332,SM Betts,0,1332,2,28,4,0,1,2.5,17.0,28.0,11.2,17.0
1333,CG Sippel,1,1333,1,12,2,0,0,0.1,1.0,0.0,120.0,0.0
1334,A King,0,1334,2,65,7,2,1,4.4,28.0,65.0,14.772727272727272,28.0
1335,OJ Hannon-Dalby,0,1335,13,344,35,9,13,40.3,243.0,26.46153846153846,8.535980148883375,18.692307692307693
1336,CJC Wright,1,1336,1,31,3,1,2,0.5,5.0,15.5,62.0,2.5
1337,RO Gordon,2,1337,6,188,14,10,7,20.0,120.0,26.857142857142858,9.4,17.142857142857142
1338,LJ Fletcher,0,1338,5,150,16,4,3,15.5,95.0,50.0,9.67741935483871,31.666666666666668
1339,BA Hutton,1,1339,1,23,3,1,1,0.3,3.0,23.0,76.66666666666667,3.0
1340,SJ Mullaney,2,1340,12,278,21,8,13,33.5,203.0,21.384615384615383,8.298507462686567,15.615384615384615
1341,SKW Wood,2,1341,2,19,3,0,1,1.1,7.0,19.0,17.27272727272727,7.0
1342,P Coughlin,2,1342,11,313,30,12,19,36.4,220.0,16.473684210526315,8.598901098901099,11.578947368421053
1343,U Arshad,0,1343,14,458,49,15,13,47.3,285.0,35.23076923076923,9.682875264270614,21.923076923076923
1344,RD Pringle,3,1344,8,161,10,9,2,15.4,94.0,80.5,10.454545454545455,47.0
1345,KK Jennings,0,1345,16,381,37,6,10,53.4,322.0,38.1,7.134831460674158,32.2
1346,SG Borthwick,2,1346,19,536,31,20,25,75.0,450.0,21.44,7.1466666666666665,18.0
1347,JD Shantry,3,1347,10,283,31,9,4,32.0,192.0,70.75,8.84375,48.0
1348,J Leach,2,1348,12,388,34,14,20,42.1,253.0,19.4,9.216152019002376,12.65
1349,BL D'Oliveira,0,1349,11,243,16,10,6,30.2,182.0,40.5,8.04635761589404,30.333333333333332
1350,EG Barnard,0,1350,10,245,16,13,7,27.1,163.0,35.0,9.040590405904059,23.285714285714285
1351,DKH Mitchell,0,1351,9,131,6,4,3,18.0,108.0,43.666666666666664,7.277777777777778,36.0
1352,RK Kleinveldt,0,1352,29,1204,150,19,46,254.2,1526.0,26.17391304347826,4.736428009441385,33.17391304347826
1353,Azharullah,0,1353,12,329,39,6,8,37.0,222.0,41.125,8.891891891891891,27.75
1354,SP Crook,0,1354,13,260,27,9,9,27.2,164.0,28.88888888888889,9.558823529411764,18.22222222222222
1355,GG White,2,1355,14,314,15,12,13,40.4,244.0,24.153846153846153,7.772277227722773,18.76923076923077
1356,RML Taylor,0,1356,30,831,79,21,23,135.0,810.0,36.130434782608695,6.155555555555556,35.21739130434783
1357,BA Raine,2,1357,10,294,36,9,14,35.1,211.0,21.0,8.376068376068377,15.071428571428571
1358,NJ Dexter,0,1358,10,204,16,1,7,26.4,160.0,29.142857142857142,7.7272727272727275,22.857142857142858
1359,JKH Naik,0,1359,6,93,7,3,3,12.0,72.0,31.0,7.75,24.0
1360,MT Coles,2,1360,8,228,22,7,9,27.3,165.0,25.333333333333332,8.351648351648352,18.333333333333332
1361,DA Griffiths,0,1361,13,417,50,9,15,44.4,268.0,27.8,9.391891891891893,17.866666666666667
1362,ME Claydon,0,1362,11,373,37,9,13,39.5,239.0,28.692307692307693,9.443037974683545,18.384615384615383
1363,JC Tredwell,0,1363,75,2801,188,90,94,582.5,3497.0,29.79787234042553,4.808583690987125,37.202127659574465
1364,DI Stevens,0,1364,13,368,37,16,11,37.1,223.0,33.45454545454545,9.919137466307276,20.272727272727273
1365,FK Cowdrey,2,1365,9,176,8,8,9,20.5,125.0,19.555555555555557,8.585365853658537,13.88888888888889
1366,J Overton,2,1366,10,296,29,11,14,34.5,209.0,21.142857142857142,8.579710144927537,14.928571428571429
1367,TD Groenewald,0,1367,5,135,17,4,3,10.0,60.0,45.0,13.5,20.0
1368,Yasir Arafat,0,1368,42,1390,147,32,56,227.0,1362.0,24.821428571428573,6.1233480176211454,24.321428571428573
1369,J Allenby,2,1369,7,119,12,2,0,11.4,70.0,0.0,10.43859649122807,0.0
1370,MTC Waller,2,1370,12,288,19,13,13,35.1,211.0,22.153846153846153,8.205128205128204,16.23076923076923
1371,MW Dixon,0,1371,4,129,18,3,4,13.4,82.0,32.25,9.626865671641792,20.5
1372,MR Quinn,0,1372,14,448,46,16,17,51.4,310.0,26.352941176470587,8.715953307392997,18.235294117647058
1373,GR Napier,2,1373,13,389,39,13,24,45.0,270.0,16.208333333333332,8.644444444444444,11.25
1374,Azhar Mahmood,2,1374,32,912,96,23,42,128.4,772.0,21.714285714285715,7.102803738317757,18.38095238095238
1375,MW Pillans,0,1375,3,70,7,3,1,6.0,36.0,70.0,11.666666666666666,36.0
1376,GJ Batty,0,1376,17,534,38,11,11,100.0,600.0,48.54545454545455,5.34,54.54545454545455
1377,JE Burke,2,1377,2,26,5,0,1,2.1,13.0,26.0,12.38095238095238,13.0
1378,DA Payne,1,1378,1,61,5,4,0,0.5,5.0,0.0,122.0,0.0
1379,CN Miles,1,1379,1,29,2,1,2,0.3,3.0,14.5,96.66666666666667,1.5
1380,CJ Liddle,1,1380,1,34,3,3,0,0.3,3.0,0.0,113.33333333333334,0.0
1381,TMJ Smith,0,1381,13,320,21,10,12,41.1,247.0,26.666666666666668,7.78588807785888,20.583333333333332
1382,BAC Howell,2,1382,14,369,22,13,24,54.4,328.0,15.375,6.783088235294118,13.666666666666666
1383,JMR Taylor,2,1383,2,35,0,2,0,3.0,18.0,0.0,11.666666666666666,0.0
1384,DR Briggs,0,1384,16,461,37,21,14,53.1,319.0,32.92857142857143,8.681732580037664,22.785714285714285
1385,A Shahzad,0,1385,22,775,87,13,33,145.4,874.0,23.484848484848484,5.330123796423659,26.484848484848484
1386,OE Robinson,1,1386,1,17,0,2,0,0.1,1.0,0.0,170.0,0.0
1387,WAT Beer,0,1387,11,270,20,9,10,35.4,214.0,27.0,7.627118644067797,21.4
1388,SJ Thakor,2,1388,11,263,25,6,12,32.0,192.0,21.916666666666668,8.21875,16.0
1389,A Carter,2,1389,8,246,27,7,12,28.4,172.0,20.5,8.661971830985916,14.333333333333334
1390,AL Hughes,0,1390,12,283,15,9,7,35.1,211.0,40.42857142857143,8.062678062678062,30.142857142857142
1391,MJJ Critchley,2,1391,12,257,15,7,11,34.4,208.0,23.363636363636363,7.47093023255814,18.90909090909091
1392,SJ Croft,0,1392,13,175,16,1,6,23.1,139.0,29.166666666666668,7.575757575757575,23.166666666666668
1393,N Wagner,0,1393,37,3862,527,30,137,1199.0,7194.0,28.18978102189781,3.2210175145954962,52.51094890510949
1394,GT Griffiths,2,1394,5,100,13,2,5,12.2,74.0,20.0,8.196721311475411,14.8
1395,TC Smith,2,1395,2,31,3,0,0,4.5,29.0,0.0,6.888888888888889,0.0
1396,GA Edwards,2,1396,10,316,24,16,17,35.5,215.0,18.58823529411765,8.901408450704226,12.647058823529411
1397,AM Lilley,2,1397,10,203,14,7,9,25.2,152.0,22.555555555555557,8.055555555555555,16.88888888888889
1398,SD Parry,0,1398,22,605,37,25,22,81.2,488.0,27.5,7.4507389162561575,22.181818181818183
1399,GG Wagg,2,1399,12,261,24,9,13,29.1,175.0,20.076923076923077,8.969072164948454,13.461538461538462
1400,DA Cosker,2,1400,8,164,13,4,8,22.1,133.0,20.5,7.420814479638008,16.625
1401,ZS Ansari,0,1401,13,491,41,11,14,96.0,576.0,35.07142857142857,5.114583333333333,41.142857142857146
1402,WR Smith,0,1402,4,67,6,3,1,4.3,27.0,67.0,15.58139534883721,27.0
1403,TL Best,0,1403,42,2101,243,32,64,492.0,2952.0,32.828125,4.270325203252033,46.125
1404,R McLaren,0,1404,85,3000,338,49,125,570.1,3421.0,24.0,5.262234695667426,27.368
1405,GM Andrew,2,1405,8,165,20,2,9,19.3,117.0,18.333333333333332,8.549222797927461,13.0
1406,JK Fuller,2,1406,11,300,28,9,14,40.0,240.0,21.428571428571427,7.5,17.142857142857142
1407,HW Podmore,0,1407,7,208,16,11,6,19.5,119.0,34.666666666666664,10.666666666666666,19.833333333333332
1408,RH Patel,2,1408,2,61,7,1,4,4.4,28.0,15.25,13.863636363636363,7.0
1409,JJ Cobb,2,1409,12,195,13,5,8,21.4,130.0,24.375,9.112149532710282,16.25
1410,WJ Durston,2,1410,7,123,6,6,5,13.2,80.0,24.6,9.318181818181818,16.0
1411,JC Wainman,0,1411,2,47,7,1,1,2.5,17.0,47.0,18.8,17.0
1412,A Lyth,2,1412,6,32,1,1,2,5.2,32.0,16.0,6.153846153846153,16.0
1413,WMH Rhodes,2,1413,9,139,9,7,6,13.4,82.0,23.166666666666668,10.373134328358208,13.666666666666666
1414,BO Coad,0,1414,3,99,5,7,2,6.4,40.0,49.5,15.46875,20.0
1415,TJ Wells,3,1415,5,76,7,2,1,7.5,47.0,76.0,10.133333333333333,47.0
1416,A Javid,0,1416,11,153,9,6,4,16.1,97.0,38.25,9.50310559006211,24.25
1417,DD Masters,0,1417,7,186,17,8,5,21.1,127.0,37.2,8.81516587677725,25.4
1418,Ashar Zaidi,0,1418,10,183,13,4,5,25.2,152.0,36.6,7.261904761904762,30.4
1419,T Westley,0,1419,5,53,2,1,1,8.2,50.0,53.0,6.463414634146342,50.0
1420,JA Rudolph,2,1420,3,22,1,1,0,2.1,13.0,0.0,10.476190476190476,0.0
1421,GL van Buuren,2,1421,6,133,13,4,6,14.5,89.0,22.166666666666668,9.172413793103448,14.833333333333334
1422,LC Norwell,3,1422,11,302,36,11,3,31.0,186.0,100.66666666666667,9.741935483870968,62.0
1423,IAA Thomas,2,1423,4,117,7,4,5,13.2,80.0,23.4,8.863636363636363,16.0
1424,GK Berg,2,1424,12,272,21,10,15,36.2,218.0,18.133333333333333,7.513812154696132,14.533333333333333
1425,CJ Russell,0,1425,2,50,2,4,1,5.0,30.0,50.0,10.0,30.0
1426,R Clarke,2,1426,13,312,34,7,17,51.1,307.0,18.352941176470587,6.105675146771037,18.058823529411764
1427,JE Poysden,0,1427,7,133,9,6,3,14.2,86.0,44.333333333333336,9.366197183098592,28.666666666666668
1428,CJ Taylor,1,1428,1,19,3,1,0,0.1,1.0,0.0,190.0,0.0
1429,MD Taylor,2,1429,12,297,30,7,17,42.0,252.0,17.470588235294116,7.071428571428571,14.823529411764707
1430,CDJ Dent,2,1430,2,22,1,2,1,1.0,6.0,22.0,22.0,6.0
1431,WL Madsen,2,1431,5,60,5,3,3,7.2,44.0,20.0,8.333333333333334,14.666666666666666
1432,SA Patterson,2,1432,4,112,10,1,7,12.5,77.0,16.0,8.96,11.0
1433,J Clark,0,1433,10,295,24,15,10,33.4,202.0,29.5,8.832335329341317,20.2
1434,C Rushworth,2,1434,12,288,27,6,19,44.2,266.0,15.157894736842104,6.515837104072398,14.0
1435,K Noema-Barnett,0,1435,8,165,10,6,3,16.4,100.0,55.0,10.060975609756099,33.333333333333336
1436,DW Lawrence,2,1436,11,182,14,6,12,23.1,139.0,15.166666666666666,7.878787878787878,11.583333333333334
1437,RN ten Doeschate,0,1437,36,970,97,15,42,173.0,1038.0,23.095238095238095,5.606936416184971,24.714285714285715
1438,TG Helm,2,1438,1,27,1,1,1,1.0,6.0,27.0,27.0,6.0
1439,NA Sowter,2,1439,11,249,20,5,12,35.3,213.0,20.75,7.053824362606233,17.75
1440,GH Rhodes,2,1440,4,40,3,0,6,5.3,33.0,6.666666666666667,7.547169811320755,5.5
1441,BW Sanderson,2,1441,3,75,7,2,8,9.2,56.0,9.375,8.152173913043478,7.0
1442,RJ Gleeson,2,1442,10,207,29,2,16,35.2,212.0,12.9375,5.8806818181818175,13.25
1443,R Rampaul,0,1443,126,5366,588,83,209,1288.2,7730.0,25.67464114832536,4.165502251203229,36.985645933014354
1444,MA Ashraf,2,1444,7,162,16,4,8,20.0,120.0,20.25,8.1,15.0
1445,OP Rayner,2,1445,5,111,6,4,6,12.4,76.0,18.5,8.951612903225806,12.666666666666666
1446,DJ Malan,2,1446,2,26,4,1,0,1.1,7.0,0.0,23.636363636363633,0.0
1447,JG Myburgh,2,1447,2,17,3,0,0,1.1,7.0,0.0,15.454545454545453,0.0
1448,Azeem Rafiq,2,1448,11,270,27,5,16,36.4,220.0,16.875,7.417582417582418,13.75
1449,K Carver,2,1449,4,101,5,8,6,9.4,58.0,16.833333333333332,10.74468085106383,9.666666666666666
1450,BD Cotton,0,1450,4,104,11,5,3,9.2,56.0,34.666666666666664,11.304347826086957,18.666666666666668
1451,PD Trego,2,1451,4,36,4,0,2,4.2,26.0,18.0,8.571428571428571,13.0
1452,NL Buck,2,1452,8,194,23,3,12,26.0,156.0,16.166666666666668,7.461538461538462,13.0
1453,PI Walter,0,1453,7,173,24,4,4,17.5,107.0,43.25,9.885714285714286,26.75
1454,JJ Weatherley,2,1454,1,8,1,0,0,0.2,2.0,0.0,40.0,0.0
1455,MD Hunn,1,1455,1,35,2,3,1,0.3,3.0,35.0,116.66666666666667,3.0
1456,J Shaw,1,1456,1,10,1,0,0,0.1,1.0,0.0,100.0,0.0
1457,GHS Garton,2,1457,2,42,4,1,4,3.5,23.0,10.5,12.0,5.75
1458,CD Nash,3,1458,5,97,6,2,1,9.5,59.0,97.0,10.210526315789474,59.0
1459,MJ Cosgrove,2,1459,3,36,3,0,2,5.3,33.0,18.0,6.7924528301886795,16.5
1460,RA Stevenson,1,1460,1,39,4,2,2,0.5,5.0,19.5,78.0,2.5
1461,DP Sibley,2,1461,2,55,5,3,3,2.5,17.0,18.333333333333332,22.0,5.666666666666667
1462,F Behardien,0,1462,41,795,63,14,17,131.3,789.0,46.76470588235294,6.054836252856054,46.411764705882355
1463,RJ Sayer,0,1463,5,114,6,10,3,8.2,50.0,38.0,13.902439024390246,16.666666666666668
1464,TP Milnes,1,1464,1,29,3,1,0,0.4,4.0,0.0,72.5,0.0
1465,BJ Taylor,2,1465,5,68,2,2,3,7.5,47.0,22.666666666666668,9.066666666666666,15.666666666666666
1466,RF Higgins,2,1466,6,94,5,3,7,13.0,78.0,13.428571428571429,7.230769230769231,11.142857142857142
1467,LM Reece,2,1467,4,51,6,1,2,4.2,26.0,25.5,12.142857142857142,13.0
1468,AD Thomason,0,1468,3,66,7,3,2,5.3,33.0,33.0,12.452830188679245,16.5
1469,RA Jones,2,1469,2,74,8,4,2,3.0,18.0,37.0,24.666666666666668,9.0
1470,AJ Ball,2,1470,1,8,1,0,0,0.2,2.0,0.0,40.0,0.0
1471,KHD Barker,2,1471,3,100,9,5,4,9.0,54.0,25.0,11.11111111111111,13.5
1472,J Harrison,1,1472,1,47,7,1,2,0.4,4.0,23.5,117.5,2.0
1473,CAJ Morris,2,1473,1,26,0,2,2,1.1,7.0,13.0,23.636363636363633,3.5
1474,JAR Harris,0,1474,2,44,5,1,1,3.5,23.0,44.0,12.571428571428571,23.0
1475,WRS Gidman,1,1475,1,55,6,2,0,0.4,4.0,0.0,137.5,0.0
1476,BGF Green,1,1476,1,12,2,0,0,0.2,2.0,0.0,60.0,0.0
1477,ORT Sale,1,1477,1,38,6,1,0,0.5,5.0,0.0,76.0,0.0
1478,DM Bess,1,1478,1,31,1,2,1,0.4,4.0,31.0,77.5,4.0
1479,L Wood,1,1479,1,22,5,0,0,0.2,2.0,0.0,110.0,0.0
1480,AG Salter,1,1480,1,15,3,0,0,0.1,1.0,0.0,150.0,0.0
1481,MJ Waite,2,1481,1,4,0,0,1,0.3,3.0,4.0,13.333333333333334,3.0
1482,H Deol,1,1482,1,14,1,0,0,0.2,2.0,0.0,70.0,0.0
1483,Kamran Shazad,0,1483,9,265,35,4,10,39.0,234.0,26.5,6.794871794871795,23.4
1484,Krishna Chandran,0,1484,10,380,32,9,8,59.5,359.0,47.5,6.38655462184874,44.875
1485,Mohammad Shahzad (2),0,1485,30,747,68,22,26,105.2,632.0,28.73076923076923,7.100760456273764,24.307692307692307
1486,Fayyaz Ahmed,0,1486,6,210,15,7,7,38.5,233.0,30.0,5.454545454545454,33.285714285714285
1487,Haseeb Amjad,2,1487,35,817,92,16,56,151.4,910.0,14.589285714285714,5.396301188903567,16.25
1488,Irfan Ahmed,0,1488,27,654,59,20,29,107.2,644.0,22.551724137931036,6.100746268656716,22.20689655172414
1489,Nadeem Ahmed,2,1489,57,1703,150,41,96,350.4,2104.0,17.739583333333332,4.860159817351598,21.916666666666668
1490,Ehsan Nawaz,0,1490,15,420,57,5,16,94.3,567.0,26.25,4.453870625662779,35.4375
1491,Mirwais Ashraf,0,1491,53,1374,130,17,62,314.3,1887.0,22.161290322580644,4.371619471842189,30.43548387096774
1492,Usman Ghani,2,1492,2,29,4,0,0,2.4,16.0,0.0,12.083333333333334,0.0
1493,M Ansari,0,1493,39,1189,152,14,50,224.3,1347.0,23.78,5.300936246098974,26.94
1494,RJ Ranpura,2,1494,29,662,73,14,39,151.3,909.0,16.974358974358974,4.375413086582947,23.307692307692307
1495,Amir Ali,0,1495,24,542,48,18,24,123.5,743.0,22.583333333333332,4.388663967611336,30.958333333333332
1496,Zeeshan Siddiqui,2,1496,5,58,7,0,6,10.4,64.0,9.666666666666666,5.576923076923077,10.666666666666666
1497,M Alam,2,1497,8,158,15,0,11,47.3,285.0,14.363636363636363,3.3403805496828753,25.90909090909091
1498,SP Gauchan,2,1498,51,1078,57,39,67,294.5,1769.0,16.08955223880597,3.66044142614601,26.402985074626866
1499,Aarif Sheikh,2,1499,2,68,6,1,5,9.4,58.0,13.6,7.234042553191489,11.6
1500,JPR Lamsam,2,1500,3,41,4,2,0,3.1,19.0,0.0,13.225806451612902,0.0
1501,Irfan Sajid,2,1501,2,34,1,1,0,5.3,33.0,0.0,6.415094339622642,0.0
1502,Khurram Khan,0,1502,20,497,28,7,19,85.5,515.0,26.157894736842106,5.812865497076023,27.105263157894736
1503,S Navaratnam,0,1503,14,405,49,3,14,93.2,560.0,28.928571428571427,4.345493562231759,40.0
1504,Nasir Shafiq,0,1504,14,379,43,3,11,97.1,583.0,34.45454545454545,3.903192584963955,53.0
1505,Khizar Hayat,0,1505,23,643,51,13,30,164.3,987.0,21.433333333333334,3.9135727328058425,32.9
1506,Hassan Ghulam,2,1506,16,471,46,8,29,108.3,651.0,16.24137931034483,4.349030470914127,22.448275862068964
1507,Shahrulnizam Yusof,0,1507,24,657,45,18,33,148.4,892.0,19.90909090909091,4.42722371967655,27.03030303030303
1508,RK Pradhan,2,1508,1,22,1,1,1,1.0,6.0,22.0,22.0,6.0
1509,HB Ralalage,0,1509,3,94,14,0,4,15.1,91.0,23.5,6.225165562913907,22.75
1510,MD Craig,0,1510,15,2321,259,48,52,580.4,3484.0,44.63461538461539,3.998966230186079,67.0
1511,Imran Khan (2),0,1511,9,834,122,1,28,232.5,1397.0,29.785714285714285,3.587096774193548,49.892857142857146
1512,Mohammad Talha,0,1512,7,613,86,6,13,129.2,776.0,47.15384615384615,4.744582043343653,59.69230769230769
