Batsmen,Matches,Runs,Wickets,Balls,0,4,6,Strike Rate,Average,50,100,High Score
RR Emrit,3,19,1,44,1,1,0,43.18181818181818,19.0,0,0,13
Hammad Azam,12,116,9,169,1,8,3,68.63905325443787,12.88888888888889,0,0,36
Khurram Manzoor,31,1155,30,2305,3,134,3,50.108459869848154,38.5,11,2,150
Umar Amin,31,541,28,777,2,62,3,69.62676962676963,19.321428571428573,1,0,59
Hassan Khan,6,42,2,30,2,0,2,140.0,21.0,0,0,17
Sohail Akhtar,8,122,4,102,0,9,7,119.6078431372549,30.5,0,0,30
Raza Hasan,5,22,3,40,2,2,0,55.0,7.333333333333333,0,0,13
SR Patel,54,1021,45,1242,4,87,21,82.2061191626409,22.68888888888889,3,0,70
Gulraiz Sadaf,5,110,3,123,0,8,3,89.4308943089431,36.666666666666664,0,0,42
Saif Badar,4,21,4,23,2,1,1,91.30434782608695,5.25,0,0,13
Sahibzada Farhan,5,91,4,82,0,7,4,110.97560975609755,22.75,0,0,44
Ibtisam Sheikh,1,2,0,6,0,0,0,33.333333333333336,2.0,0,0,2
Umaid Asif,4,39,4,29,1,2,3,134.48275862068965,9.75,0,0,25
Mohammad Asghar,1,0,0,3,1,0,0,0.0,0.0,0,0,0
D Ramdin,195,4684,161,7396,8,470,45,63.33153055705787,29.093167701863354,29,6,169
Agha Salman,8,166,8,159,0,13,5,104.40251572327044,20.75,1,0,50
Khalid Usman,1,7,0,9,0,0,0,77.77777777777777,7.0,0,0,7
Salman Irshad,3,8,3,6,0,0,1,133.33333333333334,2.6666666666666665,0,0,6
Rameez Raja (2),7,64,6,63,0,4,2,101.58730158730158,10.666666666666666,0,0,23
ADS Fletcher,59,967,54,1139,8,83,37,84.8990342405619,17.90740740740741,7,0,84
MH Wessels,25,693,21,555,0,72,20,124.86486486486487,33.0,4,0,80
RA Whiteley,15,253,13,193,1,13,16,131.0880829015544,19.46153846153846,0,0,42
D Wiese,27,352,16,310,1,27,13,113.54838709677419,22.0,0,0,47
Zafar Gohar,2,18,2,22,0,0,1,81.81818181818181,9.0,0,0,15
Sameen Gul,2,3,0,6,0,0,0,50.0,1.5,0,0,2
T Kohler-Cadmore,14,328,14,229,2,34,15,143.23144104803492,23.428571428571427,2,1,127
Mir Hamza,1,0,0,1,1,0,0,0.0,0.0,0,0,0
Mukhtar Ahmed,7,193,7,145,0,23,5,133.10344827586206,27.571428571428573,2,0,83
Aminul Islam Biplob,2,14,1,15,0,2,0,93.33333333333333,14.0,0,0,9
Abu Jayed,1,11,0,23,0,1,0,47.82608695652174,11.0,0,0,11
Ebadat Hossain,1,3,1,8,0,0,0,37.5,3.0,0,0,3
BM Tickner,1,5,0,6,0,0,0,83.33333333333333,5.0,0,0,5
H Silver-holmes,2,0,2,3,2,0,0,0.0,0.0,0,0,0
M Darke,4,17,3,25,1,1,0,68.0,5.666666666666667,0,0,13
NE Stalenberg,7,105,7,95,0,18,1,110.52631578947368,15.0,0,0,30
P Litchfield,7,144,5,152,0,16,0,94.73684210526316,28.8,1,0,52
HJ Darlington,7,66,5,67,0,6,0,98.50746268656717,13.2,0,0,23
RM Farrell,17,161,10,215,2,16,1,74.88372093023256,16.1,0,0,39
L Griffith,5,29,2,30,0,3,0,96.66666666666667,14.5,0,0,11
SL Bates,3,5,0,7,1,0,0,71.42857142857143,1.6666666666666667,0,0,4
CJ Koski,4,26,3,28,0,2,0,92.85714285714286,8.666666666666666,0,0,13
C Webb,7,152,5,168,0,11,2,90.47619047619048,30.4,0,0,34
JE Cameron,44,1121,34,1267,4,116,26,88.47671665351223,32.970588235294116,6,0,81
JE Dooley,7,66,3,66,1,6,0,100.0,22.0,0,0,20
M Brown,5,19,4,20,1,2,0,95.0,4.75,0,0,10
TM McGrath,9,160,8,142,2,20,3,112.67605633802818,20.0,1,0,65
BE Patterson,9,233,7,189,0,23,5,123.28042328042328,33.285714285714285,2,0,60
KM Mack,5,26,2,29,0,2,0,89.65517241379311,13.0,0,0,10
S Daffara,4,14,4,26,1,2,0,53.84615384615385,3.5,0,0,7
EG Fazackerley,8,133,8,110,0,17,3,120.9090909090909,16.625,0,0,46
CL Hall,8,122,6,107,0,9,0,114.01869158878505,20.333333333333332,1,0,50
EJ Inglis,2,24,2,32,0,4,0,75.0,12.0,0,0,20
EA Osborne,34,332,17,436,6,29,2,76.14678899082568,19.529411764705884,0,0,40
A Sutherland,5,74,4,75,0,8,0,98.66666666666667,18.5,0,0,38
T Flintoff,5,67,0,59,0,4,0,113.55932203389831,13.4,0,0,34
NM Hancock,5,36,2,33,1,2,0,109.0909090909091,18.0,0,0,26
CL Rafferty,1,6,1,6,0,0,0,100.0,6.0,0,0,6
KL Short,6,66,5,76,0,4,0,86.84210526315789,13.2,0,0,17
GM Harris,21,224,13,185,4,21,9,121.08108108108108,17.23076923076923,0,0,39
SJ Johnson,6,35,6,28,1,4,1,125.0,5.833333333333333,0,0,16
M Hinkley,4,22,2,27,1,2,0,81.48148148148148,11.0,0,0,13
L Harris,7,106,5,69,1,9,6,153.6231884057971,21.2,0,0,36
LG Smith,3,7,0,13,0,0,0,53.84615384615385,2.3333333333333335,0,0,5
J Hicks,1,0,1,2,1,0,0,0.0,0.0,0,0,0
S Campbell,1,0,1,4,1,0,0,0.0,0.0,0,0,0
G Prestwidge,1,1,0,1,0,0,0,100.0,1.0,0,0,1
G Redmayne,6,62,6,75,1,8,0,82.66666666666667,10.333333333333334,0,0,35
A Wellington,6,38,4,38,1,4,0,100.0,9.5,0,0,23
TJ McPharlin,2,14,1,22,0,1,0,63.63636363636363,14.0,0,0,10
ML Gibson,4,22,1,36,0,0,0,61.111111111111114,22.0,0,0,13
N Faltum,1,3,1,4,0,0,0,75.0,3.0,0,0,3
M Penna,4,3,3,9,2,0,0,33.333333333333336,1.0,0,0,2
HL Ferling,9,13,4,30,3,1,0,43.333333333333336,3.25,0,0,4
C Piparo,3,33,2,30,0,3,0,110.0,16.5,0,0,19
JL Barsby,4,43,2,36,0,4,0,119.44444444444444,21.5,0,0,17
P Cleary,1,1,1,1,0,0,0,100.0,1.0,0,0,1
T Peschel,2,3,0,2,0,0,0,150.0,1.5,0,0,2
TJ Vlaeminck,3,14,3,16,2,2,0,87.5,4.666666666666667,0,0,14
B Vakarewa,2,3,0,3,0,0,0,100.0,1.5,0,0,2
C Leeson,2,23,0,15,0,1,1,153.33333333333334,11.5,0,0,16
M Strano,3,2,2,6,1,0,0,33.333333333333336,1.0,0,0,1
M Phillips,4,38,4,56,0,3,0,67.85714285714286,9.5,0,0,15
T Wilson,4,68,3,79,1,9,0,86.07594936708861,22.666666666666668,0,0,47
R Trenaman,1,1,1,2,0,0,0,50.0,1.0,0,0,1
EJ Smith,2,17,1,18,0,1,0,94.44444444444444,17.0,0,0,13
A King,1,9,1,25,0,0,0,36.0,9.0,0,0,9
BA King,4,56,4,80,0,7,1,70.0,14.0,0,0,39
Fareed Ahmad,5,29,1,25,2,4,0,116.0,29.0,0,0,24
R Shepherd,1,6,1,9,0,0,0,66.66666666666667,6.0,0,0,6
Sharafuddin Ashraf,4,31,1,36,0,1,1,86.11111111111111,31.0,0,0,14
SKW Wood,3,26,2,24,1,2,1,108.33333333333333,13.0,0,0,17
GP Smith,11,264,9,216,1,27,6,122.22222222222223,29.333333333333332,2,0,52
SJ Mullaney,7,51,5,39,0,3,3,130.76923076923077,10.2,0,0,16
CMW Read,12,162,8,138,2,17,3,117.3913043478261,20.25,0,0,35
BA Hutton,1,4,0,3,0,0,0,133.33333333333334,4.0,0,0,4
IR Bell,261,11507,221,18718,9,1248,87,61.47558499839727,52.067873303167424,89,25,235
SR Hain,12,371,11,319,1,45,5,116.30094043887148,33.72727272727273,2,0,92
LJ Evans,11,179,10,169,1,20,4,105.9171597633136,17.9,1,0,52
DKH Mitchell,10,215,9,168,1,23,2,127.97619047619048,23.88888888888889,1,0,61
JM Clarke,12,227,11,191,0,23,4,118.84816753926701,20.636363636363637,1,0,69
BL D'Oliveira,13,353,10,291,0,25,10,121.30584192439862,35.3,1,0,62
OB Cox,11,234,4,154,0,28,6,151.94805194805195,58.5,1,0,59
J Leach,8,96,7,80,0,11,3,120.0,13.714285714285714,0,0,18
MD Stoneman,15,356,14,262,1,37,8,135.87786259541986,25.428571428571427,2,0,82
P Mustard,23,574,22,523,1,58,17,109.75143403441683,26.09090909090909,3,0,83
G Clark,5,89,4,69,0,11,3,128.9855072463768,22.25,0,0,36
RD Pringle,14,139,12,108,3,15,4,128.7037037037037,11.583333333333334,0,0,33
P Coughlin,6,87,4,62,0,4,3,140.32258064516128,21.75,0,0,26
SG Borthwick,11,119,7,133,1,6,1,89.47368421052632,17.0,0,0,29
ML Pettini,12,331,11,273,1,43,5,121.24542124542124,30.09090909090909,3,0,76
TJ Wells,7,60,5,59,0,4,1,101.69491525423729,12.0,0,0,26
RE Levi,30,588,27,426,6,58,31,138.0281690140845,21.77777777777778,5,1,117
AM Rossington,15,317,13,230,0,38,11,137.82608695652175,24.384615384615383,3,0,85
JJ Cobb,15,464,13,369,2,43,18,125.74525745257452,35.69230769230769,5,0,80
SP Crook,13,163,9,152,1,18,4,107.23684210526316,18.11111111111111,0,0,43
AG Wakely,11,286,7,216,1,24,11,132.40740740740742,40.857142857142854,3,0,64
JG Myburgh,10,218,9,158,0,21,8,137.9746835443038,24.22222222222222,1,0,86
J Allenby,13,328,12,289,1,36,6,113.49480968858131,27.333333333333332,2,0,91
PD Trego,13,257,13,173,0,32,10,148.5549132947977,19.76923076923077,2,0,63
RC Davies,6,14,6,17,2,2,0,82.3529411764706,2.3333333333333335,0,0,5
J Overton,5,38,5,29,0,2,2,131.0344827586207,7.6,0,0,14
JC Hildreth,4,59,3,47,0,7,1,125.53191489361703,19.666666666666668,0,0,39
Yasir Arafat,25,249,12,344,1,22,5,72.38372093023256,20.75,1,0,50
DJ Bell-Drummond,9,379,7,264,1,47,4,143.56060606060606,54.142857142857146,3,1,112
SA Northeast,14,462,14,322,0,40,15,143.47826086956522,33.0,4,0,75
DI Stevens,12,168,11,126,0,14,8,133.33333333333334,15.272727272727273,0,0,33
SM Davies,21,422,21,390,1,58,1,108.2051282051282,20.095238095238095,1,0,87
Azhar Mahmood,29,464,25,409,3,46,15,113.44743276283619,18.56,2,0,80
MW Pillans,2,24,1,29,0,2,1,82.75862068965517,24.0,0,0,13
JE Burke,2,1,1,4,1,0,0,25.0,1.0,0,0,1
JD Ryder,112,3542,103,4167,12,407,79,85.00119990400768,34.38834951456311,26,7,201
T Westley,14,403,13,324,0,53,3,124.38271604938272,31.0,1,0,74
DW Lawrence,11,229,9,198,1,24,4,115.65656565656566,25.444444444444443,0,0,36
Ashar Zaidi,11,363,8,227,0,21,23,159.91189427312776,45.375,3,0,59
JS Foster,12,91,10,82,1,4,2,110.97560975609755,9.1,0,0,27
GR Napier,6,63,4,49,2,3,4,128.57142857142858,15.75,0,0,21
MW Dixon,1,1,1,2,0,0,0,50.0,1.0,0,0,1
MR Quinn,2,14,1,9,0,1,1,155.55555555555554,14.0,0,0,8
CD Nash,12,308,11,233,0,34,10,132.18884120171674,28.0,1,1,112
PD Salt,9,151,8,126,0,15,3,119.84126984126983,18.875,0,0,33
BC Brown,4,85,4,65,0,6,3,130.76923076923077,21.25,0,0,43
MW Machan,42,1241,34,1169,0,110,30,106.15911035072712,36.5,7,0,90
Craig Cachopa,6,95,5,76,1,10,2,125.0,19.0,0,0,45
WAT Beer,5,29,3,25,0,3,0,116.0,9.666666666666666,0,0,18
HJH Marshall,33,558,31,595,2,48,6,93.78151260504201,18.0,4,0,90
IA Cockbain,14,499,9,387,1,43,13,128.9405684754522,55.44444444444444,3,0,73
TC Smith,3,24,2,31,0,3,0,77.41935483870968,12.0,0,0,9
AN Petersen,68,3060,60,5015,1,342,28,61.016949152542374,51.0,24,6,198
KR Brown,12,289,11,236,1,27,8,122.45762711864407,26.272727272727273,2,0,62
SJ Croft,12,199,7,180,0,9,4,110.55555555555556,28.428571428571427,0,0,36
AL Davies,2,21,2,23,0,2,0,91.30434782608695,10.5,0,0,15
AM Lilley,3,14,2,11,0,2,0,127.27272727272727,7.0,0,0,10
N Wagner,32,408,23,899,4,47,14,45.383759733036705,17.73913043478261,0,0,37
WJ Durston,8,223,8,142,0,24,10,157.04225352112675,27.875,1,0,51
ZS Ansari,12,153,8,230,1,10,2,66.52173913043478,19.125,0,0,34
GJ Batty,11,45,6,125,1,1,0,36.0,7.5,0,0,17
DL Lloyd,14,382,13,303,2,47,8,126.07260726072607,29.384615384615383,2,0,97
JA Rudolph,31,949,24,1705,1,105,3,55.65982404692082,39.541666666666664,6,1,157
AHT Donald,12,235,9,185,2,27,7,127.02702702702703,26.11111111111111,2,0,55
NRT Gubbins,9,119,9,104,1,9,4,114.42307692307692,13.222222222222221,0,0,32
JA Simpson,14,243,11,177,0,19,11,137.28813559322035,22.09090909090909,1,0,54
RF Higgins,10,121,5,102,1,12,3,118.62745098039215,24.2,1,0,57
MA Carberry,31,966,27,1429,0,122,15,67.5997200839748,35.77777777777778,10,0,77
JHK Adams,5,47,5,38,0,5,2,123.6842105263158,9.4,0,0,18
AJA Wheater,9,148,9,132,0,20,2,112.12121212121212,16.444444444444443,0,0,39
R McLaren,63,739,37,1021,7,66,8,72.38001958863859,19.972972972972972,2,0,71
WR Smith,4,14,4,19,2,0,0,73.6842105263158,3.5,0,0,9
GM Andrew,8,64,3,50,0,6,2,128.0,21.333333333333332,0,0,31
TL Best,27,292,16,455,6,37,6,64.17582417582418,18.25,1,0,95
CF Hughes,11,244,10,197,0,18,10,123.85786802030456,24.4,0,0,46
WL Madsen,11,257,8,194,0,18,10,132.4742268041237,32.125,2,0,59
AL Hughes,8,88,6,96,0,6,1,91.66666666666667,14.666666666666666,0,0,27
SJ Thakor,9,127,6,87,0,10,6,145.97701149425288,21.166666666666668,0,0,30
T Poynton,4,57,2,43,0,2,1,132.5581395348837,28.5,0,0,37
RK Kleinveldt,20,210,15,247,3,15,12,85.02024291497976,14.0,0,0,43
RI Keogh,6,73,5,61,0,8,0,119.67213114754098,14.6,0,0,28
GG White,7,46,4,45,2,1,4,102.22222222222223,11.5,0,0,22
SD Parry,5,24,2,21,1,3,0,114.28571428571429,12.0,0,0,15
BA Raine,6,101,4,104,1,7,2,97.11538461538461,25.25,0,0,48
LJ Hill,8,187,5,123,0,13,9,152.03252032520325,37.4,0,0,31
NJ Dexter,3,53,2,50,0,3,1,106.0,26.5,0,0,34
A Lyth,19,577,19,743,0,79,13,77.65814266487214,30.36842105263158,3,1,131
AZ Lees,13,294,13,246,1,40,3,119.51219512195122,22.615384615384617,1,0,59
JA Leaning,11,272,10,196,0,19,13,138.77551020408163,27.2,1,0,64
WMH Rhodes,7,89,6,76,1,7,2,117.10526315789474,14.833333333333334,0,0,45
AJ Hodd,4,5,3,11,0,0,0,45.45454545454545,1.6666666666666667,0,0,2
JC Wainman,1,12,0,12,0,1,0,100.0,12.0,0,0,12
BO Coad,1,1,1,2,0,0,0,50.0,1.0,0,0,1
A Javid,7,66,5,61,0,5,0,108.19672131147541,13.2,0,0,34
AN Kervezee,27,560,24,611,2,53,6,91.65302782324059,23.333333333333332,4,0,83
CB Cooke,4,65,2,55,0,4,3,118.18181818181819,32.5,0,0,24
GG Wagg,10,91,6,91,0,6,2,100.0,15.166666666666666,0,0,32
DW Steyn,146,1486,106,2965,19,141,40,50.11804384485666,14.018867924528301,5,0,76
MTC Waller,5,28,2,41,0,2,0,68.29268292682927,14.0,0,0,11
HW Podmore,2,3,2,5,0,0,0,60.0,1.5,0,0,2
CDJ Dent,9,193,5,175,0,15,2,110.28571428571429,38.6,0,0,45
BAC Howell,10,150,8,118,1,10,5,127.11864406779661,18.75,0,0,37
JMR Taylor,4,161,3,98,0,14,9,164.28571428571428,53.666666666666664,1,0,80
GL van Buuren,3,27,2,31,0,2,1,87.09677419354838,13.5,0,0,14
GH Roderick,5,53,2,33,0,5,2,160.6060606060606,26.5,0,0,22
LJ Fletcher,2,6,0,8,0,0,0,75.0,3.0,0,0,3
AJ Blake,11,198,8,178,1,10,7,111.23595505617978,24.75,0,0,37
FK Cowdrey,8,121,6,93,2,11,2,130.10752688172042,20.166666666666668,1,0,71
MT Coles,6,49,6,38,1,4,2,128.94736842105263,8.166666666666666,0,0,31
JC Tredwell,40,268,23,396,5,19,5,67.67676767676768,11.652173913043478,0,0,37
DA Griffiths,3,16,3,16,1,1,1,100.0,5.333333333333333,0,0,8
U Arshad,6,70,1,51,0,6,2,137.2549019607843,70.0,0,0,43
V Chopra,1,97,0,60,0,8,5,161.66666666666666,97.0,1,0,97
CJ Taylor,3,15,2,16,1,1,1,93.75,7.5,0,0,14
GK Berg,11,227,9,154,0,29,4,147.4025974025974,25.22222222222222,2,0,90
JKH Naik,1,5,1,5,0,0,0,100.0,5.0,0,0,5
BA Godleman,2,6,2,12,0,0,0,50.0,3.0,0,0,4
J Clark,7,111,5,76,0,6,5,146.05263157894737,22.2,0,0,31
C Rushworth,2,0,0,2,2,0,0,0.0,0.0,0,0,0
LD McManus,7,78,6,71,1,5,2,109.85915492957747,13.0,0,0,41
K Noema-Barnett,5,44,4,40,1,3,2,110.0,11.0,0,0,37
ME Claydon,5,21,1,30,1,1,0,70.0,21.0,0,0,15
HZ Finch,2,2,1,4,1,0,0,50.0,2.0,0,0,2
JK Fuller,5,27,3,17,0,1,2,158.8235294117647,9.0,0,0,14
NA Sowter,2,6,1,9,0,0,0,66.66666666666667,6.0,0,0,4
RJ Gleeson,4,14,3,15,1,2,0,93.33333333333333,4.666666666666667,0,0,7
GH Rhodes,3,16,3,16,0,2,0,100.0,5.333333333333333,0,0,8
EG Barnard,5,23,3,19,1,1,1,121.05263157894737,7.666666666666667,0,0,9
DP Sibley,6,247,5,214,0,17,7,115.42056074766356,49.4,2,0,74
KS Velani,6,62,6,60,2,9,2,103.33333333333333,10.333333333333334,0,0,19
AD Thomason,3,12,3,18,0,0,0,66.66666666666667,4.0,0,0,6
R Clarke,11,112,8,132,2,11,1,84.84848484848484,14.0,0,0,39
RI Newton,1,7,1,5,0,1,0,140.0,7.0,0,0,7
JTA Burnham,4,27,3,31,2,1,2,87.09677419354838,9.0,0,0,17
OP Rayner,3,15,2,16,1,1,0,93.75,7.5,0,0,13
MJJ Critchley,5,31,3,22,0,1,2,140.9090909090909,10.333333333333334,0,0,10
BD Cotton,3,7,1,12,1,0,0,58.333333333333336,7.0,0,0,4
TP Alsop,7,143,6,125,1,15,5,114.4,23.833333333333332,1,0,85
OJ Hannon-Dalby,5,15,2,27,1,0,0,55.55555555555556,7.5,0,0,5
JE Poysden,4,12,0,8,0,1,0,150.0,3.0,0,0,9
JJ Weatherley,4,81,4,62,0,6,2,130.6451612903226,20.25,0,0,43
A Carter,1,0,1,1,1,0,0,0.0,0.0,0,0,0
R Rampaul,63,731,49,1131,8,74,25,64.63306808134395,14.918367346938776,3,0,86
TJ Moores,4,62,2,57,0,5,1,108.7719298245614,31.0,0,0,39
JD Shantry,3,7,2,9,0,1,0,77.77777777777777,3.5,0,0,5
Azeem Rafiq,3,13,1,15,0,1,0,86.66666666666667,13.0,0,0,6
J Shaw,1,1,1,2,0,0,0,50.0,1.0,0,0,1
SA Patterson,1,3,1,7,0,0,0,42.857142857142854,3.0,0,0,3
GJ Muchall,6,103,4,94,1,4,3,109.57446808510639,25.75,0,0,32
DR Briggs,2,24,2,15,0,4,0,160.0,12.0,0,0,13
A Shahzad,11,45,7,78,2,1,3,57.69230769230769,6.428571428571429,0,0,9
GHS Garton,1,2,0,2,0,0,0,100.0,2.0,0,0,2
PJ Horton,1,29,1,26,0,3,0,111.53846153846153,29.0,0,0,29
RML Taylor,24,277,14,251,1,18,10,110.35856573705179,19.785714285714285,0,0,46
RA Stevenson,1,3,1,5,0,0,0,60.0,3.0,0,0,3
MS Crane,1,2,0,5,0,0,0,40.0,2.0,0,0,2
IAA Thomas,1,3,0,4,0,0,0,75.0,3.0,0,0,3
LA Procter,2,17,1,17,0,2,0,100.0,17.0,0,0,16
NL Buck,2,0,1,4,2,0,0,0.0,0.0,0,0,0
GA Edwards,1,2,0,2,0,0,0,100.0,2.0,0,0,2
JW Dernbach,16,44,8,62,2,4,0,70.96774193548387,5.5,0,0,12
TD Groenewald,1,2,1,4,0,0,0,50.0,2.0,0,0,2
MA Wallace,8,180,7,170,1,19,1,105.88235294117646,25.714285714285715,1,0,69
DA Cosker,1,6,0,8,0,0,0,75.0,6.0,0,0,6
RO Gordon,3,10,3,12,1,0,0,83.33333333333333,3.3333333333333335,0,0,7
TP Milnes,1,0,1,2,1,0,0,0.0,0.0,0,0,0
BJ Taylor,3,21,2,25,0,3,0,84.0,10.5,0,0,9
TMJ Smith,2,9,1,9,0,0,0,100.0,9.0,0,0,8
LC Norwell,1,2,0,2,0,0,0,100.0,2.0,0,0,2
Azharullah,1,6,0,9,0,1,0,66.66666666666667,6.0,0,0,6
MA Ashraf,2,1,1,4,1,0,0,25.0,1.0,0,0,1
AWR Barrow,1,17,0,19,0,1,0,89.47368421052632,17.0,0,0,17
LM Reece,3,48,3,44,0,7,1,109.0909090909091,16.0,0,0,32
AG Salter,4,28,2,26,0,1,1,107.6923076923077,14.0,0,0,16
BTJ Wheal,6,20,2,26,3,3,0,76.92307692307692,10.0,0,0,16
GT Griffiths,2,6,0,9,0,0,0,66.66666666666667,3.0,0,0,4
TD Rouse,1,9,1,10,0,1,0,90.0,9.0,0,0,9
NLJ Browne,5,84,5,89,0,7,1,94.38202247191012,16.8,0,0,27
PI Walter,3,15,2,11,0,0,1,136.36363636363637,7.5,0,0,8
KHD Barker,2,5,1,10,0,0,0,50.0,5.0,0,0,4
RJ Sayer,1,1,0,1,0,0,0,100.0,1.0,0,0,1
CAJ Morris,1,3,0,2,0,0,0,150.0,3.0,0,0,3
AJ Mellor,1,10,0,7,0,0,0,142.85714285714286,10.0,0,0,10
WRS Gidman,1,30,0,20,0,4,0,150.0,30.0,0,0,30
SS Eskinazi,1,29,1,29,0,3,0,100.0,29.0,0,0,29
J Goodwin,1,32,1,29,0,5,0,110.34482758620689,32.0,0,0,32
AJ Hose,1,4,1,4,0,0,0,100.0,4.0,0,0,4
TB Abell,1,7,1,10,0,1,0,70.0,7.0,0,0,7
BGF Green,1,12,0,13,0,1,0,92.3076923076923,12.0,0,0,12
DM Bess,1,1,1,2,0,0,0,50.0,1.0,0,0,1
ORT Sale,1,1,1,3,0,0,0,33.333333333333336,1.0,0,0,1
L Wood,1,0,1,2,1,0,0,0.0,0.0,0,0,0
DD Masters,1,0,0,1,1,0,0,0.0,0.0,0,0,0
PJ Grieshaber,1,9,1,11,0,0,0,81.81818181818181,9.0,0,0,9
MD Taylor,1,1,0,1,0,0,0,100.0,1.0,0,0,1
MJ Waite,1,19,0,15,0,2,0,126.66666666666667,19.0,0,0,19
BW Sanderson,1,1,0,1,0,0,0,100.0,1.0,0,0,1
E Kershaw,1,2,1,3,0,0,0,66.66666666666667,2.0,0,0,2
K Pierre,1,1,0,3,0,0,0,33.333333333333336,1.0,0,0,1
H Deol,1,0,1,1,1,0,0,0.0,0.0,0,0,0
Irfan Ahmed,30,712,30,657,3,57,35,108.37138508371385,23.733333333333334,4,2,106
Skhawat Ali,6,34,6,109,1,2,0,31.192660550458715,5.666666666666667,0,0,11
Ankur Sharma,4,66,3,169,0,6,0,39.053254437869825,22.0,0,0,30
Haseeb Amjad,19,145,11,138,1,12,6,105.07246376811594,13.181818181818182,0,0,38
Nadeem Ahmed,24,130,17,218,3,11,2,59.63302752293578,7.647058823529412,0,0,29
Ehsan Nawaz,8,36,3,146,3,2,1,24.65753424657534,12.0,0,0,15
Amjad Ali,22,544,21,780,0,76,1,69.74358974358974,25.904761904761905,3,0,98
Salman Faris,3,43,3,92,1,4,0,46.73913043478261,14.333333333333334,0,0,27
Khurram Khan,27,815,23,887,2,83,9,91.88275084554678,35.43478260869565,5,1,132
SP Patil,41,677,32,1018,4,55,7,66.50294695481335,21.15625,3,0,76
Shaiman Anwar,64,1897,57,1953,2,172,56,97.1326164874552,33.280701754385966,15,2,117
Mohammad Shahzad (2),32,563,28,627,5,55,18,89.792663476874,20.107142857142858,3,0,79
Fayyaz Ahmed,5,61,3,127,0,8,0,48.031496062992126,20.333333333333332,0,0,37
Krishna Chandran,10,127,8,284,3,11,1,44.71830985915493,15.875,0,0,36
Mohammad Naveed,36,305,25,287,6,29,16,106.27177700348432,12.2,0,0,30
Zeeshan Siddiqui,25,720,19,1029,0,84,6,69.97084548104957,37.89473684210526,6,0,87
Arif Hussain,9,196,9,232,0,25,6,84.48275862068965,21.77777777777778,1,0,61
VS Wategaonkar,22,244,19,391,1,15,2,62.40409207161125,12.842105263157896,0,0,47
Sultan Ahmed,27,364,22,471,3,31,3,77.2823779193206,16.545454545454547,1,0,55
Amir Ali,29,502,18,578,1,46,9,86.85121107266436,27.88888888888889,2,0,58
RJ Ranpura,18,174,10,228,1,17,3,76.3157894736842,17.4,0,0,28
M Ansari,14,31,6,71,5,4,0,43.66197183098591,5.166666666666667,0,0,11
Nasir Jamal,7,235,5,375,0,23,1,62.666666666666664,47.0,1,0,52
Mirwais Ashraf,45,371,30,523,7,23,17,70.93690248565966,12.366666666666667,0,0,42
JPR Lamsam,6,54,2,108,2,7,0,50.0,27.0,0,0,18
SP Khakurel,43,844,36,1203,3,85,11,70.15793848711554,23.444444444444443,4,1,115
NB Budayair,20,292,16,577,3,25,5,50.606585788561524,18.25,2,0,62
Nasir Shafiq,16,527,14,680,0,58,16,77.5,37.642857142857146,4,1,151
Suhan Alagaratnam,22,418,21,566,4,43,13,73.85159010600707,19.904761904761905,1,1,101
Hammadullah Khan,10,127,10,232,1,12,1,54.741379310344826,12.7,0,0,38
Khizar Hayat,19,377,14,468,1,25,13,80.55555555555556,26.928571428571427,1,0,63
Hassan Ghulam,13,104,12,167,1,8,3,62.275449101796404,8.666666666666666,0,0,27
Shahrulnizam Yusof,7,36,5,55,2,3,0,65.45454545454545,7.2,0,0,18
S Navaratnam,9,29,5,65,1,2,0,44.61538461538461,5.8,0,0,8
Irfan Sajid,2,2,1,9,1,0,0,22.22222222222222,2.0,0,0,2
SP Gauchan,23,145,12,325,6,7,5,44.61538461538461,12.083333333333334,0,0,39
RK Pradhan,1,2,0,2,0,0,0,100.0,2.0,0,0,2
HB Ralalage,3,5,1,28,0,0,0,17.857142857142858,5.0,0,0,3
MD Craig,15,589,9,1085,0,66,10,54.285714285714285,65.44444444444444,7,0,99
Mohammad Talha,4,34,4,73,1,4,2,46.57534246575342,8.5,0,0,19
Taufeeq Umar,20,1237,17,2791,0,153,1,44.32103188821211,72.76470588235294,11,4,238
Ehsan Adil,7,48,6,84,2,5,0,57.142857142857146,8.0,0,0,21
Awais Zia,5,70,5,86,0,4,3,81.3953488372093,14.0,0,0,23
DG Brownlie,34,1078,32,2106,4,143,4,51.187084520417855,33.6875,7,2,119
Nasir Jamshed,68,1832,62,2367,6,192,31,77.39754964089565,29.548387096774192,13,3,112
BM Wheeler,5,64,1,53,0,5,3,120.75471698113208,64.0,0,0,39
CJL Rogers,30,2078,29,4060,0,275,2,51.18226600985221,71.65517241379311,17,9,222
MJ Clarke,281,13347,227,20725,9,1290,75,64.40048250904704,58.797356828193834,98,35,329
JF Mooney,58,902,41,1011,5,89,11,89.21859545004945,22.0,1,0,96
JWA Taylor,33,1199,27,1881,2,101,14,63.74269005847953,44.407407407407405,10,2,112
RJW Topley,5,8,2,43,2,0,0,18.6046511627907,4.0,0,0,6
Nasir Hossain,84,2541,71,3627,4,244,30,70.05789909015715,35.7887323943662,13,5,146
Ziaur Rahman,21,232,18,230,5,17,14,100.8695652173913,12.88888888888889,0,0,41
