Bowler,Matches,Overs,Runs,4,6,Wickets,Economy,Average,Strike Rate
SC Meaker,4,25.1,162,22,2,5,6.48,32.4,30.2
BP Martin,5,221.4,639,82,4,12,2.8914027149321266,53.25,110.83333333333333
IG Butler,29,146.3,932,94,27,42,6.383561643835616,22.19047619047619,20.928571428571427
SC Kerrigan,1,1.3,52,8,0,0,52.0,52.0,9.0
MA Carberry,1,0.1,12,2,0,0,12.0,12.0,1.0
MS Dhoni,7,18.2,77,7,0,1,4.277777777777778,77.0,110.0
JL Ontong,4,5.2,82,6,6,2,16.4,41.0,16.0
GC Smith,33,139.2,715,43,15,18,5.143884892086331,39.72222222222222,46.44444444444444
AN Petersen,7,17.1,65,3,0,1,3.823529411764706,65.0,103.0
Tanvir Ahmed (1),7,118.2,483,71,3,20,4.093220338983051,24.15,35.5
RJ Quiney,2,16.0,28,2,0,0,1.75,28.0,96.0
HM Amla,3,5.2,26,2,0,0,5.2,26.0,32.0
RT Ponting,7,9.1,45,4,0,0,5.0,45.0,55.0
BK Das,6,31.3,137,18,2,4,4.419354838709677,34.25,47.25
S Regmi,8,51.0,205,11,10,12,4.019607843137255,17.083333333333332,25.5
Shoaib Razzak,4,16.3,46,1,1,1,2.875,46.0,99.0
B Mwita,7,33.0,151,16,3,4,4.575757575757576,37.75,49.5
ZR Jaboneke,3,5.5,39,6,0,1,7.8,39.0,35.0
HH Abdallah,2,11.5,52,2,0,5,4.7272727272727275,10.4,14.2
HS Hansen,2,3.1,36,8,0,0,12.0,36.0,19.0
MR Pedersen,11,44.4,218,12,7,11,4.954545454545454,19.818181818181817,24.363636363636363
L Slebsager,4,25.3,109,5,2,4,4.36,27.25,38.25
AB Chawla,5,24.4,116,6,4,5,4.833333333333333,23.2,29.6
PVSS Raja,1,0.5,13,1,0,3,2.6,4.333333333333333,1.6666666666666667
B Narender Reddy,2,4.5,23,0,0,0,5.75,23.0,29.0
OM Baker,7,32.1,153,19,1,7,4.78125,21.857142857142858,27.571428571428573
A Rajp,2,4.0,70,3,2,3,17.5,23.333333333333332,8.0
N Mapunda,1,0.2,8,1,0,1,4.0,8.0,2.0
AR Patwa,3,13.0,79,6,3,1,6.076923076923077,79.0,78.0
Hammadullah Khan,2,2.4,25,4,0,0,12.5,25.0,16.0
Nik Arifin,1,0.2,15,3,0,0,7.5,15.0,2.0
SAN Anjum,1,1.2,22,5,0,0,22.0,22.0,8.0
RG Corns,2,3.5,51,1,1,2,17.0,25.5,11.5
K Tari,2,8.0,44,7,0,1,5.5,44.0,48.0
A Kind-David,2,7.1,43,4,1,0,6.142857142857143,43.0,43.0
O Harvey,2,12.3,93,7,3,4,7.75,23.25,18.75
B Wakhley,2,3.0,55,5,2,2,18.333333333333332,27.5,9.0
D Dorji,1,0.4,22,3,0,1,5.5,22.0,4.0
T Hagihara,3,18.2,61,7,0,6,3.388888888888889,10.166666666666666,18.333333333333332
S Nakano,2,12.0,45,5,0,4,3.75,11.25,18.0
K Ogawa,1,1.1,1,0,0,0,1.0,1.0,7.0
NA Miyaji,2,5.3,26,4,0,1,5.2,26.0,33.0
D Mee,2,4.5,42,3,1,4,10.5,10.5,7.25
N Miyaji,2,12.0,47,3,2,3,3.9166666666666665,15.666666666666666,24.0
N Vaasili,2,12.0,72,5,3,3,6.0,24.0,24.0
F Mulivai,2,12.5,58,8,0,3,4.833333333333333,19.333333333333332,25.666666666666668
T Alatasi,2,10.2,81,13,0,5,8.1,16.2,12.4
W Mariner,2,9.1,71,7,3,1,7.888888888888889,71.0,55.0
IC West,2,9.1,52,7,0,4,5.777777777777778,13.0,13.75
BF Mailata,2,8.1,35,3,1,1,4.375,35.0,49.0
Ali Saleem,1,1.4,21,3,0,0,21.0,21.0,10.0
Waheed Aamir,1,1.3,34,2,2,2,34.0,17.0,4.5
Wasim Tahir,1,1.0,5,0,0,1,5.0,5.0,6.0
M Shahbaz Butt,1,1.1,15,2,0,2,15.0,7.5,3.5
W Shafiq,1,1.2,6,1,0,0,6.0,6.0,8.0
F Khaliq,1,1.5,17,2,0,5,17.0,3.4,2.2
S Muhammad,1,1.3,32,3,0,1,32.0,32.0,9.0
A Rehman,1,2.0,29,5,0,3,14.5,9.666666666666666,4.0
S Newport,1,0.3,17,3,0,1,5.666666666666667,17.0,3.0
S Mehta,1,1.3,25,3,0,0,25.0,25.0,9.0
A Iqbal,1,1.4,32,4,0,0,32.0,32.0,10.0
M Taniyama,2,6.2,59,9,1,8,9.833333333333334,7.375,4.75
PK Ananya,1,1.0,8,0,0,0,8.0,8.0,6.0
SA Millanta,3,19.4,159,19,4,3,8.368421052631579,53.0,39.333333333333336
RH Candy,5,29.4,173,21,2,6,5.9655172413793105,28.833333333333332,29.666666666666668
Lily Rani Biswas,2,1.2,13,1,0,0,13.0,13.0,8.0
Mariam Hasan,2,4.1,20,0,0,4,5.0,5.0,6.25
Shukhtara Rahman,1,0.4,18,0,0,1,4.5,18.0,4.0
Naeem Islam,54,319.5,1510,105,23,37,4.733542319749216,40.810810810810814,51.86486486486486
Tamim Iqbal,7,5.3,31,2,1,0,6.2,31.0,33.0
Y Potgieter,5,13.0,64,7,0,1,4.923076923076923,64.0,78.0
Raza-ur-Rehman,11,31.3,212,18,4,3,6.838709677419355,70.66666666666667,63.0
NM Carter,11,46.3,291,30,5,11,6.326086956521739,26.454545454545453,25.363636363636363
T Mishra,1,0.1,8,0,1,1,8.0,8.0,1.0
DLS van Bunge,7,18.5,140,10,8,2,7.777777777777778,70.0,56.5
SJ Elliott,1,3.5,56,6,0,1,18.666666666666668,56.0,23.0
CM Edwards,7,12.5,97,10,1,3,8.083333333333334,32.333333333333336,25.666666666666668
CD Barnwell,4,5.3,45,2,2,1,9.0,45.0,33.0
RW Price,77,749.5,2882,200,64,95,3.8477970627503337,30.33684210526316,47.357894736842105
S Ravikumar,1,1.3,35,3,0,0,35.0,35.0,9.0
Kyshona A Knight,2,1.5,30,4,0,0,30.0,30.0,11.0
S Sreesanth,114,1090.5,5296,723,71,172,4.858715596330275,30.790697674418606,38.05232558139535
Harmeet Singh (2),1,0.5,33,3,2,1,6.6,33.0,5.0
TL Suman,11,23.4,195,8,10,7,8.478260869565217,27.857142857142858,20.285714285714285
S Narwal,6,17.1,195,17,13,6,11.470588235294118,32.5,17.166666666666668
BJ Rohrer,1,0.2,11,2,0,0,5.5,11.0,2.0
VS Malik,13,32.5,254,30,6,6,7.9375,42.333333333333336,32.833333333333336
RV Gomez,9,15.2,128,10,7,6,8.533333333333333,21.333333333333332,15.333333333333334
AC Gilchrist,1,0.1,0,0,0,1,0.0,0.0,1.0
Umar Amin,5,24.0,79,8,0,3,3.2916666666666665,26.333333333333332,48.0
Asad Ali,6,26.5,137,19,1,2,5.269230769230769,68.5,80.5
Sajedul Islam,4,57.2,228,37,3,3,4.0,76.0,114.66666666666667
Enamul Haque jnr,11,196.1,804,56,8,23,4.1020408163265305,34.95652173913044,51.17391304347826
KO Meth,12,101.5,554,61,9,14,5.485148514851486,39.57142857142857,43.642857142857146
Javeria Rauf,4,8.2,69,8,0,2,8.625,34.5,25.0
PS Airee,2,3.0,40,4,1,0,13.333333333333334,40.0,18.0
NC McGarrell,5,17.4,155,11,6,5,9.117647058823529,31.0,21.2
BS Bartley,6,13.0,182,12,10,3,14.0,60.666666666666664,26.0
HJ Mehta,3,18.4,107,7,8,5,5.944444444444445,21.4,22.4
A Ramesh,1,0.2,15,2,1,0,7.5,15.0,2.0
RJ Robinson,9,26.2,197,17,6,10,7.576923076923077,19.7,15.8
C Sawad,1,0.5,24,3,0,1,4.8,24.0,5.0
P Baskota,2,10.4,29,3,0,1,2.9,29.0,64.0
T Gibbons,2,10.4,63,5,3,0,6.3,63.0,64.0
RK Vishwakarma,5,35.3,126,13,0,8,3.6,15.75,26.625
Fida Hussain,3,3.3,31,4,1,2,10.333333333333334,15.5,10.5
DSF Arsakulasuriya,7,28.1,180,20,5,11,6.428571428571429,16.363636363636363,15.363636363636363
RG Okia,1,1.3,20,2,0,0,20.0,20.0,9.0
A Bonora,3,7.4,43,4,0,1,6.142857142857143,43.0,46.0
PA Petricola,4,19.2,90,11,1,5,4.7368421052631575,18.0,23.2
E Schiferli,8,30.5,203,22,1,5,6.766666666666667,40.6,37.0
H Davids,2,1.2,10,1,0,1,10.0,10.0,8.0
NO Miller,45,310.5,1550,93,35,44,5.0,35.22727272727273,42.38636363636363
V Vithanage,1,0.2,13,2,0,0,6.5,13.0,2.0
MJ Turik,2,4.5,29,5,0,1,7.25,29.0,29.0
J Bartholemew,2,3.3,21,2,0,1,7.0,21.0,21.0
D Shabbir,2,4.4,27,4,0,3,6.75,9.0,9.333333333333334
M Patel,2,5.3,37,2,0,4,7.4,9.25,8.25
MEMO Scott-Hayward,8,29.5,164,15,1,4,5.655172413793103,41.0,44.75
N Konchan,2,3.2,25,3,0,0,8.333333333333334,25.0,20.0
P Mujaji,1,0.5,3,0,0,0,0.6,3.0,5.0
HS Saili,2,5.2,22,3,0,6,4.4,3.6666666666666665,5.333333333333333
DM Braat,4,16.4,69,7,0,5,4.3125,13.8,20.0
Mariska Kornet,3,8.2,66,8,0,3,8.25,22.0,16.666666666666668
S Bruning,3,7.3,39,0,0,2,5.571428571428571,19.5,22.5
L Kenton,1,0.4,13,1,0,2,3.25,6.5,2.0
A Suda,1,0.2,6,1,0,0,3.0,6.0,2.0
MT Chinouya,4,63.0,233,34,2,4,3.6984126984126986,58.25,94.5
Sohaib Maqsood,5,9.3,52,2,2,1,5.777777777777778,52.0,57.0
Fahad Alhashmi,3,13.3,93,7,0,2,7.153846153846154,46.5,40.5
Shaiman Anwar,1,0.4,4,0,0,0,1.0,4.0,4.0
KC Sangakkara,3,12.1,45,2,0,0,3.75,45.0,73.0
LP van der Westhuizen,7,19.0,117,5,2,7,6.157894736842105,16.714285714285715,16.285714285714285
EHSN Silva,13,49.2,284,25,7,15,5.795918367346939,18.933333333333334,19.733333333333334
G Goudie,11,34.2,238,19,6,15,7.0,15.866666666666667,13.733333333333333
Munir Dar,11,47.1,310,25,7,20,6.595744680851064,15.5,14.15
CR Amini,7,20.4,181,11,8,7,9.05,25.857142857142858,17.714285714285715
SO Tikolo,26,146.3,764,50,29,27,5.232876712328767,28.296296296296298,32.55555555555556
A Sanford,2,5.3,23,2,0,1,4.6,23.0,33.0
Imran Awan,4,10.5,80,8,2,3,8.0,26.666666666666668,21.666666666666668
T Verwey,3,3.2,33,2,2,0,11.0,33.0,20.0
TM Odoyo,32,200.2,800,73,13,43,4.0,18.6046511627907,27.953488372093023
KRS Hansen,4,7.4,83,5,6,2,11.857142857142858,41.5,23.0
AS Dean,4,10.3,66,4,2,3,6.6,22.0,21.0
SR Santhanam,1,0.1,23,3,1,0,23.0,23.0,1.0
K Kamyuka,3,8.3,72,7,2,5,9.0,14.4,10.2
D Daesrath,1,0.3,21,1,0,0,7.0,21.0,3.0
R Otim,1,0.4,30,2,1,1,7.5,30.0,4.0
JNK Shannon,1,0.1,0,0,0,1,0.0,0.0,1.0
S Groenewald,1,0.1,8,0,0,0,8.0,8.0,1.0
AM Hicks,1,0.5,25,1,1,2,5.0,12.5,2.5
Asim Khurshid,1,0.2,15,0,1,0,7.5,15.0,2.0
EJ Richardson,1,0.3,15,3,0,0,5.0,15.0,3.0
AJ Redmond,5,14.2,92,10,2,4,6.571428571428571,23.0,21.5
Shathira Jakir,1,0.4,21,4,0,0,5.25,21.0,4.0
AN Cook,2,1.2,7,1,0,1,7.0,7.0,8.0
GS Ballance,2,1.1,5,1,0,0,5.0,5.0,7.0
Marshall Ayub,2,8.2,53,3,1,0,6.625,53.0,50.0
LRPL Taylor,11,21.3,88,6,2,2,4.190476190476191,44.0,64.5
Najeeb Amar,3,20.3,104,9,0,4,5.2,26.0,30.75
Sharif Asadullah,1,0.4,20,3,0,2,5.0,10.0,2.0
HNK Jensen,4,9.1,82,8,0,4,9.11111111111111,20.5,13.75
JM Dibble,1,0.3,20,1,2,0,6.666666666666667,20.0,3.0
Soniya Dabir,4,13.1,64,7,0,6,4.923076923076923,10.666666666666666,13.166666666666666
SK Naidu,4,10.4,61,5,0,2,6.1,30.5,32.0
FC Leydon-Davis,2,4.5,38,2,0,4,9.5,9.5,7.25
Shohely Akhter,1,0.2,12,1,0,0,6.0,12.0,2.0
Shamsur Rahman,2,1.1,18,1,1,0,18.0,18.0,7.0
Khurram Chohan,13,83.3,471,58,4,20,5.674698795180723,23.55,25.05
LN Onyango,12,44.0,319,34,11,12,7.25,26.583333333333332,22.0
Najibullah Zadran,1,0.3,9,1,0,0,3.0,9.0,3.0
KK Peters,1,3.2,69,11,1,2,23.0,34.5,10.0
SB Odedra,1,4.4,49,5,0,1,12.25,49.0,28.0
Ronald Ebanks,3,8.3,86,8,2,0,10.75,86.0,51.0
N Sellars,2,4.5,50,5,2,0,12.5,50.0,29.0
RN Roach,3,8.3,50,6,0,2,6.25,25.0,25.5
HG Mohammed,2,11.0,39,4,0,6,3.5454545454545454,6.5,11.0
SO Akolade,2,11.3,78,11,0,4,7.090909090909091,19.5,17.25
JO Ogunlola,2,9.5,67,9,0,4,7.444444444444445,16.75,14.75
O Onwuzulike,2,8.3,45,3,1,0,5.625,45.0,51.0
E Ofem,1,1.1,6,0,0,0,6.0,6.0,7.0
L Savident,2,8.2,51,8,0,1,6.375,51.0,50.0
O Bryan,1,0.5,23,2,1,0,4.6,23.0,5.0
S Khalifa,1,2.1,17,1,0,1,8.5,17.0,13.0
J Anderson,2,3.2,20,2,0,0,6.666666666666667,20.0,20.0
DM Bravo,1,0.1,2,0,0,0,2.0,2.0,1.0
LR Johnson,1,0.4,9,0,0,0,2.25,9.0,4.0
SA Yadav,1,0.1,8,1,0,0,8.0,8.0,1.0
S Rana,3,1.5,18,2,0,0,18.0,18.0,11.0
M Shezi,1,1.1,7,0,0,1,7.0,7.0,7.0
Noor-ul-Amin,1,0.4,12,2,0,0,3.0,12.0,4.0
Salman Faris,1,0.5,22,3,0,1,4.4,22.0,5.0
Hashmatullah Shahidi,2,1.2,25,3,0,0,25.0,25.0,8.0
SM Pollock,76,589.1,2107,199,38,98,3.577249575551783,21.5,36.07142857142857
MA Khote,2,3.2,51,4,2,2,17.0,25.5,10.0
VRV Singh,20,72.0,626,73,17,16,8.694444444444445,39.125,27.0
A Kumble,59,691.5,2711,234,47,87,3.923299565846599,31.160919540229884,47.71264367816092
SB Joshi,4,6.4,82,6,5,1,13.666666666666666,82.0,40.0
P Amarnath,6,18.4,236,29,7,7,13.11111111111111,33.714285714285715,16.0
Joginder Sharma,19,57.1,536,49,24,17,9.403508771929825,31.529411764705884,20.176470588235293
DNT Zoysa,3,8.1,96,12,3,2,12.0,48.0,24.5
SB Bangar,9,22.1,212,24,7,6,9.636363636363637,35.333333333333336,22.166666666666668
D Kalyankrishna,3,6.4,85,8,4,2,14.166666666666666,42.5,20.0
ST Jayasuriya,110,504.2,2680,127,65,100,5.317460317460317,26.8,30.26
SD Chitnis,2,4.4,54,4,3,2,13.5,27.0,14.0
GD McGrath,48,326.4,1465,153,28,79,4.493865030674846,18.544303797468356,24.810126582278482
Mohammad Asif,62,834.1,3275,441,25,119,3.9268585131894485,27.521008403361346,42.05882352941177
B Akhil,13,28.5,235,18,9,7,8.392857142857142,33.57142857142857,24.714285714285715
Gagandeep Singh,4,10.4,141,14,6,3,14.1,47.0,21.333333333333332
M Ntini,89,1184.2,4764,615,63,161,4.023648648648648,29.59006211180124,44.13664596273292
WPUJC Vaas,82,778.5,2944,334,33,118,3.7840616966580978,24.949152542372882,39.601694915254235
DP Vijaykumar,9,23.1,192,23,5,4,8.347826086956522,48.0,34.75
DB Ravi Teja,2,1.2,28,1,2,1,28.0,28.0,8.0
LPC Silva,6,12.3,72,1,4,2,6.0,36.0,37.5
RR Raje,10,22.2,200,23,4,7,9.090909090909092,28.571428571428573,19.142857142857142
S Vidyut,1,0.3,21,1,2,1,7.0,21.0,3.0
Shoaib Akhtar,51,355.2,1837,226,26,74,5.174647887323943,24.824324324324323,28.81081081081081
D Salunkhe,5,6.0,70,6,3,1,11.666666666666666,70.0,36.0
PM Sarvesh Kumar,2,2.4,41,7,0,1,20.5,41.0,16.0
VS Yeligati,2,2.0,53,7,2,0,26.5,53.0,12.0
B Geeves,5,24.1,197,28,3,7,8.208333333333334,28.142857142857142,20.714285714285715
A Nel,42,440.4,1751,222,19,76,3.9795454545454545,23.039473684210527,34.78947368421053
NW Bracken,110,830.5,3727,352,58,167,4.490361445783132,22.317365269461078,29.850299401197606
SR Clark,55,718.3,2552,279,27,95,3.554317548746518,26.86315789473684,45.37894736842105
T Thushara,55,579.1,2483,301,17,97,4.288428324697755,25.5979381443299,35.824742268041234
Aftab Ahmed,16,45.0,223,19,3,4,4.955555555555556,55.75,67.5
Iftikhar Anjum,48,386.4,1865,195,27,69,4.831606217616581,27.028985507246375,33.6231884057971
Syed Rasel,47,365.3,1683,193,20,55,4.610958904109589,30.6,39.872727272727275
Mansoor Amjad,2,8.2,46,3,1,4,5.75,11.5,12.5
Dolar Mahmud,7,33.5,240,36,4,8,7.2727272727272725,30.0,25.375
Salman Butt,4,4.1,58,3,4,0,14.5,58.0,25.0
SM Katich,9,50.0,229,25,2,9,4.58,25.444444444444443,33.333333333333336
SJ Harmison,28,335.3,1454,194,11,40,4.340298507462687,36.35,50.325
RJ Sidebottom,51,701.2,2529,293,31,101,3.607703281027104,25.03960396039604,41.663366336633665
OA Shah,12,36.1,204,13,2,7,5.666666666666667,29.142857142857142,31.0
Mahbubul Alam,8,80.4,456,59,10,12,5.7,38.0,40.333333333333336
Mehrab Hossain jnr,11,68.4,351,31,3,3,5.161764705882353,117.0,137.33333333333334
PL Harris,31,1200.3,3250,299,51,78,2.7083333333333335,41.666666666666664,92.34615384615384
M Zondeki,6,38.5,276,34,7,7,7.2631578947368425,39.42857142857143,33.285714285714285
ND McKenzie,2,2.2,4,0,0,0,2.0,4.0,14.0
J Louw,3,12.4,97,13,1,2,8.083333333333334,48.5,38.0
Junaid Siddique,4,4.2,23,2,0,0,5.75,23.0,26.0
YA Abdulla,13,42.0,335,37,14,17,7.976190476190476,19.705882352941178,14.823529411764707
IE O'Brien,29,594.1,2329,322,20,79,3.920875420875421,29.481012658227847,45.12658227848101
A Symonds,99,507.1,2525,182,70,81,4.980276134122288,31.17283950617284,37.5679012345679
BJ Diamanti,2,2.2,44,5,1,0,22.0,44.0,14.0
DBL Powell,50,674.1,2776,364,26,70,4.118694362017804,39.65714285714286,57.785714285714285
RO Hinds,5,101.4,475,36,7,8,4.702970297029703,59.375,76.25
BP Nash,10,72.4,256,27,1,2,3.5555555555555554,128.0,218.0
RR Sarwan,17,60.1,341,22,8,12,5.683333333333334,28.416666666666668,30.083333333333332
LS Baker,12,114.2,575,72,5,15,5.043859649122807,38.333333333333336,45.733333333333334
DS Smith,3,3.1,19,1,0,0,6.333333333333333,19.0,19.0
JAR Blain,13,82.0,391,51,3,21,4.7682926829268295,18.61904761904762,23.428571428571427
JD Nel,12,60.2,332,36,6,9,5.533333333333333,36.888888888888886,40.22222222222222
GI Maiden,1,0.2,14,1,1,1,7.0,14.0,2.0
RR Watson,7,25.4,143,6,6,6,5.72,23.833333333333332,25.666666666666668
SKW Kelly,4,14.2,76,7,1,2,5.428571428571429,38.0,43.0
RDM Leverock,13,101.5,458,26,13,13,4.534653465346534,35.23076923076923,47.0
IH Romaine,5,11.4,89,7,1,1,8.090909090909092,89.0,70.0
OL Pitcher,3,10.2,44,2,0,1,4.4,44.0,62.0
R Dhar,3,9.0,69,8,2,1,7.666666666666667,69.0,54.0
PG Raut,1,0.3,17,1,0,0,5.666666666666667,17.0,3.0
P Roy,4,11.5,79,10,0,4,7.181818181818182,19.75,17.75
KL Pulford,1,0.4,17,0,0,1,4.25,17.0,4.0
NJ Shaw,4,25.1,98,11,0,4,3.92,24.5,37.75
SJ Andrews,3,9.0,56,10,0,1,6.222222222222222,56.0,54.0
S Nitschke,6,22.5,131,5,0,5,5.954545454545454,26.2,27.4
KE Pike,2,4.4,63,7,0,0,15.75,63.0,28.0
CM Wright,9,57.1,260,28,5,12,4.56140350877193,21.666666666666668,28.583333333333332
GA Rogers,5,26.4,185,17,8,5,7.115384615384615,37.0,32.0
RM West,7,35.2,196,13,2,4,5.6,49.0,53.0
WK McCallan,20,118.4,542,35,8,24,4.593220338983051,22.583333333333332,29.666666666666668
PC Connell,10,50.5,315,39,7,13,6.3,24.23076923076923,23.46153846153846
IT Guha,5,22.4,106,14,0,6,4.818181818181818,17.666666666666668,22.666666666666668
MDT Kamini,1,1.0,30,1,1,0,30.0,30.0,6.0
PJ Ongondo,24,153.3,701,83,16,31,4.5816993464052285,22.612903225806452,29.70967741935484
AC Botha,19,116.5,517,33,9,28,4.456896551724138,18.464285714285715,25.035714285714285
AO Suji,4,8.2,63,6,1,1,7.875,63.0,50.0
K Weeraratne,7,21.0,178,12,7,5,8.476190476190476,35.6,25.2
EP Thompson,2,4.1,57,7,2,1,14.25,57.0,25.0
MR Gillespie,39,350.1,1734,205,29,60,4.954285714285715,28.9,35.016666666666666
Abdur Rauf,7,105.4,473,61,3,14,4.504761904761905,33.785714285714285,45.285714285714285
EC Rainsford,19,137.0,629,73,9,13,4.591240875912408,48.38461538461539,63.23076923076923
S Matsikenyeri,14,26.2,143,6,1,6,5.5,23.833333333333332,26.333333333333332
KM Dabengwa,26,116.0,652,43,17,15,5.620689655172414,43.46666666666667,46.4
SHT Kandamby,9,28.4,170,8,5,2,6.071428571428571,85.0,86.0
DE Bernard,16,121.5,537,58,5,14,4.43801652892562,38.357142857142854,52.214285714285715
Raqibul Hasan,3,5.1,15,0,0,1,3.0,15.0,31.0
BL Morgan,1,1.0,10,1,0,1,10.0,10.0,6.0
LJ Poulton,1,0.3,17,2,0,0,5.666666666666667,17.0,3.0
RL Bhudia,4,9.0,99,9,5,1,11.0,99.0,54.0
JM How,2,1.1,4,0,0,0,4.0,4.0,7.0
HMCM Bandara,27,208.2,1045,57,16,34,5.024038461538462,30.735294117647058,36.76470588235294
CK Langeveldt,64,470.1,2443,246,59,104,5.197872340425532,23.490384615384617,27.125
SI Mahmood,28,219.2,1167,138,19,41,5.328767123287672,28.463414634146343,32.09756097560975
F de Wet,2,36.1,171,21,0,7,4.75,24.428571428571427,31.0
Danish Kaneria,12,420.0,1703,163,27,47,4.054761904761905,36.234042553191486,53.61702127659574
NT Paranavitana,6,12.5,86,9,2,1,7.166666666666667,86.0,77.0
SM Warnapura,1,1.3,40,3,0,0,40.0,40.0,9.0
U Bhatti,13,84.3,354,45,7,13,4.214285714285714,27.23076923076923,39.0
E Katchay,1,0.3,23,2,1,1,7.666666666666667,23.0,3.0
S Dhaniram,13,96.2,430,29,8,24,4.479166666666667,17.916666666666668,24.083333333333332
Dawlat Ahmadzai,2,3.1,60,9,1,2,20.0,30.0,9.5
Hasti Gul,1,1.5,46,8,0,2,46.0,23.0,5.5
Khaliq Dad,1,1.0,25,3,0,2,25.0,12.5,3.0
Kamran Khan,9,27.0,228,25,10,14,8.444444444444445,16.285714285714285,11.571428571428571
T Henderson,3,6.4,71,9,1,1,11.833333333333334,71.0,40.0
AM Salvi,7,24.2,190,18,7,7,7.916666666666667,27.142857142857142,20.857142857142858
RR Bose,1,0.2,24,5,0,0,12.0,24.0,2.0
Shoaib Ahmed,7,14.4,151,14,7,5,10.785714285714286,30.2,17.6
K Goel,6,9.3,92,9,2,0,10.222222222222221,92.0,57.0
WA Mota,7,11.4,94,4,5,4,8.545454545454545,23.5,17.5
S Tyagi,19,65.2,444,56,15,10,6.8307692307692305,44.4,39.2
AS Raut,5,4.1,44,4,1,0,11.0,44.0,25.0
D du Preez,2,3.5,55,6,1,4,18.333333333333332,13.75,5.75
LA Carseldine,1,0.2,5,1,0,1,2.5,5.0,2.0
C Nanda,3,5.0,55,1,2,2,11.0,27.5,15.0
SS Sarkar,2,3.2,34,4,0,1,11.333333333333334,34.0,20.0
AM Rahane,1,0.1,5,0,0,1,5.0,5.0,1.0
RA Shaikh,1,0.1,11,2,0,0,11.0,11.0,1.0
Jaskaran Singh,7,16.0,162,23,4,6,10.125,27.0,16.0
RA Austin,2,46.1,149,11,4,3,3.239130434782609,49.666666666666664,92.33333333333333
NT Pascal,2,19.5,74,8,1,0,3.8947368421052633,74.0,119.0
RN Lewis,11,79.5,402,19,8,11,5.0886075949367084,36.54545454545455,43.54545454545455
GC Tonge,7,76.1,345,39,2,8,4.5394736842105265,43.125,57.125
DC Thomas,1,0.4,9,2,0,2,2.25,4.5,2.0
DR Tuffey,25,279.0,1287,162,21,37,4.612903225806452,34.78378378378378,45.24324324324324
SE Bond,72,566.5,2512,294,32,124,4.438162544169611,20.258064516129032,27.427419354838708
AB Barath,1,0.1,4,0,0,0,4.0,4.0,1.0
Imran Farhat,7,23.2,91,5,0,1,3.9565217391304346,91.0,140.0
G Dockrell,1,0.4,16,0,0,3,4.0,5.333333333333333,1.3333333333333333
Suhrawadi Shuvo,19,178.3,720,45,14,21,4.044943820224719,34.285714285714285,51.0
GA Lamb,21,154.2,663,51,13,22,4.305194805194805,30.136363636363637,42.09090909090909
MH Yardy,40,261.1,1300,80,17,32,4.980842911877395,40.625,48.96875
CR Smith,2,4.5,46,2,1,1,11.5,46.0,29.0
DP David,2,3.4,34,2,0,1,11.333333333333334,34.0,22.0
PY Lavine,2,2.2,32,5,0,0,16.0,32.0,14.0
AL Watkins,2,5.0,41,2,0,3,8.2,13.666666666666666,10.0
A Uniyal,2,3.0,64,6,3,3,21.333333333333332,21.333333333333332,6.0
RS Gavaskar,1,0.1,8,1,0,0,8.0,8.0,1.0
JM Kemp,25,66.2,334,28,8,14,5.0606060606060606,23.857142857142858,28.428571428571427
SJ Srivastava,14,47.4,409,50,13,15,8.702127659574469,27.266666666666666,19.066666666666666
C Ganapathy,1,0.1,13,1,1,0,13.0,13.0,1.0
MB Parmar,1,0.4,32,6,0,0,8.0,32.0,4.0
SB Wagh,8,17.1,131,21,2,5,7.705882352941177,26.2,20.6
AP Dole,3,8.5,105,11,4,5,13.125,21.0,10.6
FY Fazal,2,1.1,20,1,1,1,20.0,20.0,7.0
L Ablish,3,5.5,72,11,1,5,14.4,14.4,7.0
S Sriram,2,1.2,49,4,4,0,49.0,49.0,8.0
ND Doshi,4,6.1,78,5,6,2,13.0,39.0,18.5
C van der Westhuizen,2,6.1,40,4,0,4,6.666666666666667,10.0,9.25
AE Smith,1,0.1,5,1,0,0,5.0,5.0,1.0
SA Fritz,1,1.0,11,0,0,4,11.0,2.75,1.5
CP Jack,1,0.4,21,1,0,0,5.25,21.0,4.0
APC Kilowan,1,1.0,19,3,0,3,19.0,6.333333333333333,2.0
AS Taai,1,0.4,9,0,1,2,2.25,4.5,2.0
AJ McKay,22,190.5,892,121,5,31,4.6947368421052635,28.774193548387096,36.935483870967744
BJ Arnel,6,138.2,563,89,5,10,4.079710144927536,56.3,83.0
MS Sinclair,1,0.3,1,0,0,0,0.3333333333333333,1.0,3.0
MJ Mason,20,132.5,689,77,16,26,5.21969696969697,26.5,30.653846153846153
Faisal Hossain,2,7.1,53,2,0,1,7.571428571428571,53.0,43.0
Yasir Hameed,1,0.1,0,0,0,0,0.0,0.0,1.0
M Pushpakumara,2,5.4,47,2,2,1,9.4,47.0,34.0
WD Balaji Rao,7,53.4,314,23,6,10,5.9245283018867925,31.4,32.2
JM Davison,11,61.3,358,18,7,10,5.868852459016393,35.8,36.9
BRM Taylor,12,26.4,160,12,2,2,6.153846153846154,80.0,80.0
BA Westdijk,3,18.3,157,24,1,1,8.722222222222221,157.0,111.0
BP Loots,5,23.0,218,23,5,2,9.478260869565217,109.0,69.0
