Bowler,Matches,Overs,Runs,4,6,Wickets,Economy,Average,Strike Rate
F Behardien,41,131.3,795,63,14,17,6.068702290076335,46.76470588235294,46.411764705882355
RJ Sayer,5,8.2,114,6,10,3,14.25,38.0,16.666666666666668
TP Milnes,1,0.4,29,3,1,0,7.25,29.0,4.0
BJ Taylor,5,7.5,68,2,2,3,9.714285714285714,22.666666666666668,15.666666666666666
RF Higgins,6,13.0,94,5,3,7,7.230769230769231,13.428571428571429,11.142857142857142
LM Reece,4,4.2,51,6,1,2,12.75,25.5,13.0
AD Thomason,3,5.3,66,7,3,2,13.2,33.0,16.5
RA Jones,2,3.0,74,8,4,2,24.666666666666668,37.0,9.0
AJ Ball,1,0.2,8,1,0,0,4.0,8.0,2.0
KHD Barker,3,9.0,100,9,5,4,11.11111111111111,25.0,13.5
J Harrison,1,0.4,47,7,1,2,11.75,23.5,2.0
CAJ Morris,1,1.1,26,0,2,2,26.0,13.0,3.5
JAR Harris,2,3.5,44,5,1,1,14.666666666666666,44.0,23.0
WRS Gidman,1,0.4,55,6,2,0,13.75,55.0,4.0
BGF Green,1,0.2,12,2,0,0,6.0,12.0,2.0
ORT Sale,1,0.5,38,6,1,0,7.6,38.0,5.0
DM Bess,1,0.4,31,1,2,1,7.75,31.0,4.0
L Wood,1,0.2,22,5,0,0,11.0,22.0,2.0
AG Salter,1,0.1,15,3,0,0,15.0,15.0,1.0
MJ Waite,1,0.3,4,0,0,1,1.3333333333333333,4.0,3.0
H Deol,1,0.2,14,1,0,0,7.0,14.0,2.0
Kamran Shazad,9,39.0,265,35,4,10,6.794871794871795,26.5,23.4
Krishna Chandran,10,59.5,380,32,9,8,6.440677966101695,47.5,44.875
Mohammad Shahzad (2),30,105.2,747,68,22,26,7.114285714285714,28.73076923076923,24.307692307692307
Fayyaz Ahmed,6,38.5,210,15,7,7,5.526315789473684,30.0,33.285714285714285
Haseeb Amjad,35,151.4,817,92,16,56,5.410596026490066,14.589285714285714,16.25
Irfan Ahmed,27,107.2,654,59,20,29,6.11214953271028,22.551724137931036,22.20689655172414
Nadeem Ahmed,57,350.4,1703,150,41,96,4.865714285714286,17.739583333333332,21.916666666666668
Ehsan Nawaz,15,94.3,420,57,5,16,4.468085106382978,26.25,35.4375
Mirwais Ashraf,53,314.3,1374,130,17,62,4.375796178343949,22.161290322580644,30.43548387096774
Usman Ghani,2,2.4,29,4,0,0,14.5,29.0,16.0
M Ansari,39,224.3,1189,152,14,50,5.308035714285714,23.78,26.94
RJ Ranpura,29,151.3,662,73,14,39,4.3841059602649,16.974358974358974,23.307692307692307
Amir Ali,24,123.5,542,48,18,24,4.40650406504065,22.583333333333332,30.958333333333332
Zeeshan Siddiqui,5,10.4,58,7,0,6,5.8,9.666666666666666,10.666666666666666
M Alam,8,47.3,158,15,0,11,3.3617021276595747,14.363636363636363,25.90909090909091
SP Gauchan,51,294.5,1078,57,39,67,3.6666666666666665,16.08955223880597,26.402985074626866
Aarif Sheikh,2,9.4,68,6,1,5,7.555555555555555,13.6,11.6
JPR Lamsam,3,3.1,41,4,2,0,13.666666666666666,41.0,19.0
Irfan Sajid,2,5.3,34,1,1,0,6.8,34.0,33.0
Khurram Khan,20,85.5,497,28,7,19,5.847058823529411,26.157894736842106,27.105263157894736
S Navaratnam,14,93.2,405,49,3,14,4.354838709677419,28.928571428571427,40.0
Nasir Shafiq,14,97.1,379,43,3,11,3.9072164948453607,34.45454545454545,53.0
Khizar Hayat,23,164.3,643,51,13,30,3.9207317073170733,21.433333333333334,32.9
Hassan Ghulam,16,108.3,471,46,8,29,4.361111111111111,16.24137931034483,22.448275862068964
Shahrulnizam Yusof,24,148.4,657,45,18,33,4.4391891891891895,19.90909090909091,27.03030303030303
RK Pradhan,1,1.0,22,1,1,1,22.0,22.0,6.0
HB Ralalage,3,15.1,94,14,0,4,6.266666666666667,23.5,22.75
MD Craig,15,580.4,2321,259,48,52,4.001724137931035,44.63461538461539,67.0
Imran Khan (2),9,232.5,834,122,1,28,3.5948275862068964,29.785714285714285,49.892857142857146
Mohammad Talha,7,129.2,613,86,6,13,4.751937984496124,47.15384615384615,59.69230769230769
Ehsan Adil,9,88.2,477,70,2,9,5.420454545454546,53.0,58.888888888888886
KD Mills,157,1250.4,5877,673,108,241,4.7016,24.38589211618257,31.136929460580912
Ahmed Shehzad,12,27.3,177,11,3,2,6.555555555555555,88.5,82.5
MJ Guptill,27,91.0,399,36,8,12,4.384615384615385,33.25,45.5
BM Wheeler,10,60.0,413,55,8,16,6.883333333333334,25.8125,22.5
AW Mathieson,1,0.5,39,6,0,1,7.8,39.0,5.0
DA Warner,18,56.4,275,31,2,4,4.910714285714286,68.75,85.0
JF Mooney,45,247.5,1287,136,20,59,5.2105263157894735,21.8135593220339,25.203389830508474
RJW Topley,16,95.3,555,60,14,22,5.842105263157895,25.227272727272727,26.045454545454547
Ziaur Rahman,19,108.1,485,47,10,17,4.4907407407407405,28.529411764705884,38.1764705882353
RV Uthappa,1,0.2,0,0,0,0,0.0,0.0,2.0
Parvez Rasool,13,39.1,359,29,14,7,9.205128205128204,51.285714285714285,33.57142857142857
Abdur Razzak,159,1512.5,6474,542,131,231,4.281746031746032,28.025974025974026,39.294372294372295
Sohag Gazi,39,716.2,2586,208,54,66,3.611731843575419,39.18181818181818,65.12121212121212
RMS Eranga,38,748.1,2784,340,17,83,3.72192513368984,33.54216867469879,54.08433734939759
KTGD Prasad,47,833.5,3364,419,21,104,4.038415366146459,32.34615384615385,48.10576923076923
HMRKB Herath,146,3824.2,11614,850,187,447,3.037133891213389,25.982102908277405,51.333333333333336
KDK Vithanage,6,30.5,146,17,0,1,4.866666666666666,146.0,185.0
Abdur Rehman,57,1280.3,3771,293,77,138,2.94609375,27.32608695652174,55.67391304347826
TM Dilshan,246,1306.1,5744,340,98,140,4.398162327718223,41.02857142857143,55.97857142857143
SMA Priyanjan,14,42.3,223,17,2,7,5.309523809523809,31.857142857142858,36.42857142857143
Fawad Alam,18,78.1,461,24,11,11,5.910256410256411,41.90909090909091,42.63636363636363
UWMBCA Welegedara,31,687.2,2584,363,10,73,3.7612809315866085,35.397260273972606,56.49315068493151
Abid Mushtaq,2,4.4,34,0,1,1,8.5,34.0,28.0
Faizan Ali,4,18.0,68,11,0,5,3.7777777777777777,13.6,21.6
Abdullah Akhunzada,3,15.4,61,3,1,5,4.066666666666666,12.2,18.8
Saad Khalid,4,22.3,98,11,2,6,4.454545454545454,16.333333333333332,22.5
Abdul Jabar,4,27.1,118,10,2,7,4.37037037037037,16.857142857142858,23.285714285714285
Mohamed Rifkas,1,1.3,29,2,1,1,29.0,29.0,9.0
Hisham Mirza,6,28.5,142,13,1,7,5.071428571428571,20.285714285714285,24.714285714285715
Abhiraj Singh,21,141.5,616,46,22,44,4.368794326241135,14.0,19.34090909090909
M Dharmichand,21,152.0,539,50,16,32,3.5460526315789473,16.84375,28.5
AD de Lange,3,6.2,39,2,2,0,6.5,39.0,38.0
A Goenka,4,12.0,98,7,2,2,8.166666666666666,49.0,36.0
C Janik,10,49.4,239,20,5,8,4.877551020408164,29.875,37.25
K Penjor,3,9.1,123,10,8,2,13.666666666666666,61.5,27.5
S Tobgay,4,27.2,193,14,9,2,7.148148148148148,96.5,82.0
SR Gurung,1,0.4,18,3,0,0,4.5,18.0,4.0
P Wangdi,5,23.0,224,19,10,1,9.73913043478261,224.0,138.0
T Wangchuk,4,19.4,196,19,7,8,10.31578947368421,24.5,14.75
J Singye,6,31.0,245,23,8,6,7.903225806451613,40.833333333333336,31.0
Ibrarul Haq,7,31.2,172,16,6,13,5.548387096774194,13.23076923076923,14.461538461538462
Nadeem Javed,6,26.0,175,10,10,8,6.730769230769231,21.875,19.5
Abdullah Qureshi,1,0.5,13,2,0,1,2.6,13.0,5.0
Akram Aslam,2,11.0,48,4,0,2,4.363636363636363,24.0,33.0
Faheem Afrad,6,21.5,161,15,6,7,7.666666666666667,23.0,18.714285714285715
Mohammad Abdullah,1,1.0,17,1,0,0,17.0,17.0,6.0
Ahmed Jamaal,2,3.3,30,4,1,1,10.0,30.0,21.0
Mihusan Hamid,5,15.1,73,1,1,3,4.866666666666666,24.333333333333332,30.333333333333332
Abdullah Shahid,3,8.0,65,4,3,4,8.125,16.25,12.0
Ahmed Hassan,6,21.2,111,7,5,5,5.285714285714286,22.2,25.6
Mudassar Ali,1,1.0,11,0,1,2,11.0,5.5,3.0
Yaser Sadeq,3,12.5,42,3,0,1,3.5,42.0,77.0
Anasim Khan,2,3.0,13,1,0,0,4.333333333333333,13.0,18.0
Adil Hanif,3,16.2,93,8,2,4,5.8125,23.25,24.5
Sameer Minhas,2,3.4,39,1,2,0,13.0,39.0,22.0
Huzaifa Akram,2,11.3,58,3,3,2,5.2727272727272725,29.0,34.5
Adnan Butt,2,3.3,28,1,1,0,9.333333333333334,28.0,21.0
L Yonten,4,15.3,105,10,6,3,7.0,35.0,31.0
S Appusamy,4,12.3,88,10,2,3,7.333333333333333,29.333333333333332,25.0
Saad Janjua,17,76.2,322,37,2,22,4.2368421052631575,14.636363636363637,20.818181818181817
DK Subba,3,20.4,63,6,1,5,3.15,12.6,24.8
Suman Pradhan,1,0.2,25,0,4,0,12.5,25.0,2.0
Shahbaz Rasheed,2,4.0,32,6,0,1,8.0,32.0,24.0
Afzal Saleem,4,11.4,96,7,3,6,8.727272727272727,16.0,11.666666666666666
Rashid Hussain,1,1.5,10,1,0,1,10.0,10.0,11.0
Mirza Baig,2,5.1,26,2,1,2,5.2,13.0,15.5
Mirza Yaqoob,1,0.5,26,3,0,1,5.2,26.0,5.0
J Chaturanga,1,0.1,12,1,1,0,12.0,12.0,1.0
Ubaid Minhas,1,0.3,5,1,0,0,1.6666666666666667,5.0,3.0
Junaid Niazi,1,1.4,33,3,0,3,33.0,11.0,3.3333333333333335
A Khan,12,103.3,348,35,4,17,3.378640776699029,20.470588235294116,36.529411764705884
A Bulow,3,18.1,99,12,2,3,5.5,33.0,36.333333333333336
Aftab Ahmed (2),21,110.2,540,69,8,24,4.909090909090909,22.5,27.583333333333332
Kamran Mahmood,8,17.1,152,8,10,5,8.941176470588236,30.4,20.6
Yasir Iqbal,14,39.4,272,22,11,11,6.9743589743589745,24.727272727272727,21.636363636363637
V Pennazza,14,72.2,296,29,3,19,4.111111111111111,15.578947368421053,22.842105263157894
CS Sandri,20,116.4,650,41,19,30,5.603448275862069,21.666666666666668,23.333333333333332
WTN Fernando,3,6.5,49,5,0,1,8.166666666666666,49.0,41.0
MGSM Fernando,8,24.4,133,6,2,4,5.541666666666667,33.25,37.0
DA Marage,9,33.3,192,9,6,5,5.818181818181818,38.4,40.2
DG Crowley,20,111.2,549,39,13,20,4.945945945945946,27.45,33.4
Arif Hussain,3,9.3,62,5,1,1,6.888888888888889,62.0,57.0
Mohammad Shukri,3,12.5,66,3,1,1,5.5,66.0,77.0
CJ Bodenstein,12,45.1,264,27,6,18,5.866666666666666,14.666666666666666,15.055555555555555
NAT Watkins,20,129.3,595,45,14,30,4.612403100775194,19.833333333333332,25.9
PW Gough,6,13.3,78,2,4,0,6.0,78.0,81.0
TE Minty,3,17.0,86,11,1,6,5.0588235294117645,14.333333333333334,17.0
SSJ Dewhurst,4,6.5,42,4,0,0,7.0,42.0,41.0
RB Javed,11,54.0,209,20,5,13,3.8703703703703702,16.076923076923077,24.923076923076923
CR Kumarage,3,2.0,12,1,0,2,6.0,6.0,6.0
Zishan Shah,2,3.0,32,4,0,3,10.666666666666666,10.666666666666666,6.0
JN Duckett,2,4.1,29,1,1,0,7.25,29.0,25.0
A Mutreja,4,9.5,61,6,1,1,6.777777777777778,61.0,59.0
L di Giglio,8,48.1,244,31,2,6,5.083333333333333,40.666666666666664,48.166666666666664
NP Rodrigo,1,1.0,22,1,0,0,22.0,22.0,6.0
Sufyan Mehmood,8,33.0,111,10,3,6,3.3636363636363638,18.5,33.0
Jatinder Singh,4,6.2,43,4,0,2,7.166666666666667,21.5,19.0
AB de Villiers,10,29.4,192,17,5,7,6.620689655172414,27.428571428571427,25.428571428571427
PHT Kaushal,8,257.4,1099,91,13,27,4.276264591439689,40.7037037037037,57.25925925925926
HDRL Thirimanne,9,30.2,141,12,1,3,4.7,47.0,60.666666666666664
DAJ Bracewell,56,979.5,3733,463,42,117,3.8130745658835545,31.905982905982906,50.24786324786325
HD Rutherford,1,0.1,2,0,0,0,2.0,2.0,1.0
SMSM Senanayake,80,530.4,2698,187,72,97,5.090566037735849,27.814432989690722,32.824742268041234
Younis Khan,31,118.0,469,48,4,11,3.9745762711864407,42.63636363636363,64.36363636363636
BAW Mendis,149,1659.2,6755,510,119,293,4.071729957805907,23.054607508532424,33.97952218430034
DPMD Jayawardene,9,26.4,121,8,3,3,4.653846153846154,40.333333333333336,53.333333333333336
M de Lange,17,153.4,823,99,19,33,5.379084967320262,24.939393939393938,27.939393939393938
RJ Peterson,86,766.0,3475,259,109,129,4.5365535248041775,26.93798449612403,35.627906976744185
M Vijay,18,52.5,255,24,2,2,4.903846153846154,127.5,158.5
JL Hunter,26,103.4,487,59,3,25,4.728155339805825,19.48,24.88
Qanita Jalil,31,96.0,395,49,0,16,4.114583333333333,24.6875,36.0
Sania Khan,18,60.0,328,34,4,20,5.466666666666667,16.4,18.0
MM Lanning,5,15.3,57,7,0,2,3.8,28.5,46.5
Maham Tariq,9,51.0,290,41,2,7,5.686274509803922,41.42857142857143,43.714285714285715
TD Smartt,33,145.0,593,69,5,33,4.089655172413793,17.96969696969697,26.363636363636363
SL Quintyne,28,112.5,544,46,2,33,4.857142857142857,16.484848484848484,20.515151515151516
SL Munroe,13,53.1,240,26,3,7,4.528301886792453,34.285714285714285,45.57142857142857
T Panyangara,59,624.0,2797,319,53,91,4.482371794871795,30.736263736263737,41.142857142857146
SW Masakadza,27,324.2,1500,154,32,50,4.62962962962963,30.0,38.92
P Utseya,133,1115.3,5220,346,106,129,4.681614349775785,40.46511627906977,51.883720930232556
T Kamungozi,15,126.2,619,54,11,13,4.912698412698413,47.61538461538461,58.30769230769231
N M'shangwe,12,187.2,778,69,13,16,4.160427807486631,48.625,70.25
Y Fourie,15,62.5,268,24,6,17,4.32258064516129,15.764705882352942,22.176470588235293
MM Letsoalo,43,187.0,780,87,6,33,4.171122994652406,23.636363636363637,34.0
E Chigumbura,122,767.3,3635,386,58,109,4.739243807040417,33.34862385321101,42.24770642201835
HAM Samuddika,22,103.4,497,39,3,19,4.825242718446602,26.157894736842106,32.73684210526316
NND de Silva,8,31.4,176,21,3,5,5.67741935483871,35.2,38.0
Shahadat Hossain,63,867.1,3883,504,29,78,4.478662053056516,49.782051282051285,66.7051282051282
Jubair Hossain,9,127.2,624,63,9,22,4.913385826771654,28.363636363636363,34.72727272727273
J Nyumbu,21,241.0,1091,68,32,24,4.526970954356846,45.458333333333336,60.25
Shuvagata Hom,13,146.1,596,47,8,11,4.082191780821918,54.18181818181818,79.72727272727273
BB Chari,2,1.2,12,2,0,0,12.0,12.0,8.0
Arafat Sunny,27,167.3,841,67,20,44,5.0359281437125745,19.113636363636363,22.84090909090909
V Sibanda,6,22.1,172,14,2,2,7.818181818181818,86.0,66.5
T Maruma,8,34.3,199,16,5,6,5.852941176470588,33.166666666666664,34.5
Abul Hasan,11,120.4,628,81,6,5,5.233333333333333,125.6,144.8
IJL Trott,38,148.0,564,54,2,9,3.810810810810811,62.666666666666664,98.66666666666667
J Blackwood,9,42.1,181,15,4,2,4.309523809523809,90.5,126.5
SJ Benn,91,1607.3,5706,466,95,148,3.550715619166148,38.554054054054056,65.16891891891892
V Permaul,13,258.5,1053,110,20,26,4.0813953488372094,40.5,59.73076923076923
R Sangsoma,9,25.5,145,12,1,2,5.8,72.5,77.5
W Liengprasert,3,8.3,24,1,0,4,3.0,6.0,12.75
N Chantam,5,17.1,78,8,0,11,4.588235294117647,7.090909090909091,9.363636363636363
Nur Aishah,4,9.1,40,2,0,0,4.444444444444445,40.0,55.0
Jannadiah Halim,5,13.3,75,4,0,1,5.769230769230769,75.0,81.0
Rewina Mohammad,2,4.1,15,0,0,0,3.75,15.0,25.0
S Khadka,2,5.1,16,0,0,2,3.2,8.0,15.5
RC Belbashi,2,4.0,22,0,0,2,5.5,11.0,12.0
S Magar,2,5.0,27,2,0,4,5.4,6.75,7.5
Karuna Bhandari,2,4.3,17,2,0,5,4.25,3.4,5.4
Nary Thapa,1,0.5,3,0,0,1,0.6,3.0,5.0
R Rawal,1,0.3,6,0,0,0,2.0,6.0,3.0
Nadhirah Nasruddin,1,0.4,5,0,0,1,1.25,5.0,4.0
Yebin Ka,1,1.2,15,0,0,0,15.0,15.0,8.0
Jinseup Park,1,1.2,18,1,0,1,18.0,18.0,8.0
Inyeong Oh,1,1.0,11,0,0,1,11.0,11.0,6.0
Ahram Jeong,1,1.0,17,0,0,1,17.0,17.0,6.0
Chan Sau Har,2,5.0,20,1,0,3,4.0,6.666666666666667,10.0
IA Gidwani,2,1.3,17,1,0,1,17.0,17.0,9.0
KK Gill,1,1.2,9,0,0,4,9.0,2.25,2.0
KLG Li,2,4.2,35,3,0,4,8.75,8.75,6.5
Zhou Haijie,3,8.4,30,1,0,3,3.75,10.0,17.333333333333332
Yu Miao,3,4.0,23,2,0,2,5.75,11.5,12.0
X Ruan,4,8.3,41,4,0,0,5.125,41.0,51.0
K Ota,4,9.0,33,5,0,1,3.6666666666666665,33.0,54.0
A Nakayama,4,10.2,38,4,0,3,3.8,12.666666666666666,20.666666666666668
S Kubota,3,7.1,50,5,0,2,7.142857142857143,25.0,21.5
Hung Ying Ho,1,0.3,7,1,0,0,2.3333333333333335,7.0,3.0
Sumaiya Siddiqi,20,81.2,333,39,1,17,4.111111111111111,19.58823529411765,28.705882352941178
HML Madushani,1,0.1,7,1,0,0,7.0,7.0,1.0
Faruq Hakimin,3,9.0,48,2,1,7,5.333333333333333,6.857142857142857,7.714285714285714
Kyungsik Kim,3,6.5,59,5,1,3,9.833333333333334,19.666666666666668,13.666666666666666
Jiwon Choi,3,7.4,69,9,0,2,9.857142857142858,34.5,23.0
Hongki Kim,1,0.1,8,1,0,0,8.0,8.0,1.0
Taekwan Park,3,7.0,28,1,0,7,4.0,4.0,6.0
Inho Cha,3,6.5,55,5,1,1,9.166666666666666,55.0,41.0
Hwanhee Lee,3,7.2,77,5,2,4,11.0,19.25,11.0
Sagar Pun,34,133.2,641,38,17,29,4.819548872180451,22.103448275862068,27.586206896551722
Alkandari Abdulrahman,1,1.0,13,2,0,0,13.0,13.0,6.0
Bastaki Mahmoud,1,0.1,8,2,0,1,8.0,8.0,1.0
Zhang Peng,2,1.3,16,1,0,0,16.0,16.0,9.0
Zhang Yufei,2,3.1,29,3,0,0,9.666666666666666,29.0,19.0
Wang Jing,2,2.2,26,2,0,1,13.0,26.0,14.0
Zhong Wenyi,2,2.2,27,3,0,4,13.5,6.75,3.5
H Min Jian,2,2.1,15,1,0,1,7.5,15.0,13.0
Song Yang Yang,1,0.1,17,0,2,0,17.0,17.0,1.0
B Karki,4,22.4,103,8,4,9,4.681818181818182,11.444444444444445,15.11111111111111
Ahmed Faiz,1,0.1,8,0,1,0,8.0,8.0,1.0
MS Chapman,7,12.4,115,10,3,3,9.583333333333334,38.333333333333336,25.333333333333332
A Mehmood,5,10.1,73,7,0,2,7.3,36.5,30.5
LHD Dilhara,4,14.2,58,6,0,3,4.142857142857143,19.333333333333332,28.666666666666668
CKB Kulasekara,7,45.3,180,17,0,3,4.0,60.0,91.0
PC de Silva,9,58.0,274,16,6,10,4.724137931034483,27.4,34.8
RLB Rambukwella,4,9.0,69,2,3,2,7.666666666666667,34.5,27.0
Mohammad Mujtaba,1,0.3,8,0,0,0,2.6666666666666665,8.0,3.0
Karim Sadiq,36,98.3,567,36,20,18,5.785714285714286,31.5,32.833333333333336
M Nasim Baras,3,4.5,31,2,1,4,7.75,7.75,7.25
Fazal Rahman,1,0.4,32,2,0,1,8.0,32.0,4.0
AAS Silva,1,0.5,14,0,0,1,2.8,14.0,5.0
JJC Lawson,3,14.3,77,11,1,5,5.5,15.4,17.4
Usman Shuja,12,79.1,309,39,3,22,3.911392405063291,14.045454545454545,21.59090909090909
Muhammad Ghous,22,125.3,594,44,15,21,4.752,28.285714285714285,35.857142857142854
K Ganesh,12,58.0,285,20,6,16,4.913793103448276,17.8125,21.75
D Talbot,2,2.1,42,6,2,1,21.0,42.0,13.0
J Sebanja,15,77.4,341,32,8,15,4.428571428571429,22.733333333333334,31.066666666666666
DK Arinaitwe,16,111.4,499,35,11,21,4.495495495495495,23.761904761904763,31.904761904761905
Mohamed Shoib,5,15.4,92,12,3,2,6.133333333333334,46.0,47.0
AE Paraam,8,32.0,130,10,3,6,4.0625,21.666666666666668,32.0
Adil Bhatti,8,23.3,147,17,1,6,6.391304347826087,24.5,23.5
A Thyagarajan,1,0.1,7,1,0,0,7.0,7.0,1.0
SJ Massiah,8,26.3,127,5,4,2,4.884615384615385,63.5,79.5
A Bhattarai,16,90.3,399,44,11,20,4.433333333333334,19.95,27.15
Danial Ahmed,11,52.4,237,22,2,17,4.5576923076923075,13.941176470588236,18.58823529411765
D Ruyange,1,1.0,26,5,0,0,26.0,26.0,6.0
D Duraisingam,8,33.2,190,12,7,15,5.757575757575758,12.666666666666666,13.333333333333334
JA DeSilva,8,36.2,207,24,4,8,5.75,25.875,27.25
KE Bashir,4,10.2,99,6,5,4,9.9,24.75,15.5
T Manders,2,7.2,70,9,3,1,10.0,70.0,44.0
C Burgess,1,0.1,4,0,0,0,4.0,4.0,1.0
Suleman,1,1.4,15,2,0,0,15.0,15.0,10.0
PLS Gamage,5,32.1,208,31,0,2,6.5,104.0,96.5
S Randiv,56,809.2,3165,231,66,98,3.9122373300370827,32.295918367346935,49.55102040816327
AT Rayudu,7,16.0,108,9,3,3,6.75,36.0,32.0
RL Grundy,13,58.2,336,35,1,13,5.793103448275862,25.846153846153847,26.923076923076923
CJ Metcalfe,20,112.4,512,59,7,25,4.571428571428571,20.48,27.04
EJ Tice,12,39.3,260,17,4,7,6.666666666666667,37.142857142857146,33.857142857142854
LK O'Reilly,25,102.1,451,42,1,25,4.421568627450981,18.04,24.52
IMHC Joyce,31,146.4,640,58,4,30,4.383561643835616,21.333333333333332,29.333333333333332
LN McCarthy,16,84.0,345,34,1,12,4.107142857142857,28.75,42.0
S van Zyl,9,57.3,146,17,1,6,2.56140350877193,24.333333333333332,57.5
AD Hales,1,0.3,2,0,0,0,0.6666666666666666,2.0,3.0
AM Guruge,25,120.4,771,76,21,39,6.425,19.76923076923077,18.564102564102566
Amjad Javed,50,215.1,1337,132,37,57,6.21860465116279,23.45614035087719,22.649122807017545
Mohammad Tauqir,14,77.5,401,29,7,12,5.207792207792208,33.416666666666664,38.916666666666664
Salman Farooq,1,1.1,22,0,0,0,22.0,22.0,7.0
MGMCP Gunawardene,4,7.5,72,6,0,3,10.285714285714286,24.0,15.666666666666666
Naila Nazir,1,1.1,14,0,0,0,14.0,14.0,7.0
MJ Clarke,134,697.5,2752,164,43,75,3.9483500717360114,36.693333333333335,55.82666666666667
AR Cusack,67,293.5,1647,147,34,80,5.621160409556314,20.5875,22.0375
I Wardlaw,20,137.3,843,109,14,35,6.153284671532846,24.085714285714285,23.571428571428573
RM Haq,41,239.4,1220,76,37,54,5.104602510460251,22.59259259259259,26.62962962962963
MW Machan,20,72.0,466,23,16,12,6.472222222222222,38.833333333333336,36.0
Hassan Ibrahim,3,5.5,65,6,2,3,13.0,21.666666666666668,11.666666666666666
Ahmed Ameel,2,1.4,41,4,2,1,41.0,41.0,10.0
Afzal Faiz,2,1.2,47,2,5,0,47.0,47.0,8.0
Imran ullah Gul,1,0.4,26,2,1,1,6.5,26.0,4.0
Hammad Saeed,3,4.4,49,5,1,2,12.25,24.5,14.0
Shoaib Ali,4,11.2,116,5,10,16,10.545454545454545,7.25,4.25
Mohammad Afzal,3,9.1,61,4,1,4,6.777777777777778,15.25,13.75
Khalid Butt,3,6.4,87,9,4,4,14.5,21.75,10.0
Kashif Sharif,3,8.4,85,2,6,4,10.625,21.25,13.0
Sibtain Raza,3,8.3,72,6,2,8,9.0,9.0,6.375
Bilal Ahmed,3,8.0,78,5,2,4,9.75,19.5,12.0
Muhammad Saeed,1,0.1,8,1,0,0,8.0,8.0,1.0
Shunan Ali,1,0.2,14,1,1,0,7.0,14.0,2.0
Adnan Liaquat,1,0.5,20,2,0,0,4.0,20.0,5.0
KJ Coetzer,6,20.3,134,10,2,2,6.7,67.0,61.5
L Klazinga,10,29.4,211,26,5,7,7.275862068965517,30.142857142857142,25.428571428571427
G Snyman,19,142.0,577,32,15,29,4.063380281690141,19.896551724137932,29.379310344827587
E Asoyo,1,2.1,48,6,0,2,24.0,24.0,6.5
MO Ndandason,1,1.1,33,4,1,0,33.0,33.0,7.0
JL Bhimji,1,1.0,29,4,0,0,29.0,29.0,6.0
JO Ngoche,20,117.2,499,48,7,19,4.264957264957265,26.263157894736842,37.05263157894737
SS Dhindsa,8,36.4,236,32,3,9,6.555555555555555,26.22222222222222,24.444444444444443
Rizwan Cheema,32,135.5,840,72,16,17,6.222222222222222,49.411764705882355,47.94117647058823
PA Desai,9,54.3,281,25,6,16,5.203703703703703,17.5625,20.4375
Mudassar Bukhari,61,305.1,1532,168,25,89,5.022950819672131,17.213483146067414,20.573033707865168
MJG Rippon,33,173.4,857,59,28,53,4.953757225433526,16.169811320754718,19.660377358490567
Ahsan Malik,45,201.1,1193,94,35,76,5.935323383084577,15.697368421052632,15.881578947368421
P Ochan,10,43.0,240,23,8,9,5.5813953488372094,26.666666666666668,28.666666666666668
BL Kotze,1,1.4,33,3,0,3,33.0,11.0,3.3333333333333335
NN Odhiambo,55,269.1,1553,198,25,56,5.773234200743494,27.732142857142858,28.839285714285715
AS Hansra,25,83.5,527,44,7,13,6.349397590361446,40.53846153846154,38.69230769230769
PW Borren,53,219.0,1275,96,25,34,5.821917808219178,37.5,38.64705882352941
SJ Myburgh,2,1.2,24,3,0,0,24.0,24.0,8.0
CF Snyman,4,9.5,102,8,5,2,11.333333333333334,51.0,29.5
MB van Schelven,4,8.3,44,5,0,3,5.5,14.666666666666666,17.0
D Soraine,3,9.3,54,5,1,1,6.0,54.0,57.0
JK Kamande,22,129.0,636,57,9,21,4.930232558139535,30.285714285714285,36.857142857142854
AM Phangiso,34,229.1,1164,77,43,48,5.08296943231441,24.25,28.645833333333332
E Leie,2,3.4,47,2,3,4,15.666666666666666,11.75,5.5
Mohammad Shahid,5,90.1,308,40,2,6,3.422222222222222,51.333333333333336,90.16666666666667
SR Harmer,5,162.1,588,69,7,20,3.6296296296296298,29.4,48.65
L Lee,4,16.4,61,7,0,3,3.8125,20.333333333333332,33.333333333333336
Iram Javed,8,12.5,71,8,0,2,5.916666666666667,35.5,38.5
PP Ojha,137,1765.1,6444,535,164,247,3.6509915014164305,26.089068825910932,42.878542510121456
JA Morkel,176,734.0,4741,494,108,171,6.459128065395095,27.72514619883041,25.75438596491228
DJ Muthuswami,6,11.3,101,14,3,4,9.181818181818182,25.25,17.25
IC Pandey,24,74.5,584,77,17,19,7.891891891891892,30.736842105263158,23.63157894736842
Karanveer Singh,9,32.1,312,19,19,14,9.75,22.285714285714285,13.785714285714286
PV Tambe,33,109.5,834,64,28,28,7.651376146788991,29.785714285714285,23.535714285714285
AN Ahmed,17,57.0,467,43,20,15,8.192982456140351,31.133333333333333,22.8
P Suyal,5,15.2,140,16,5,2,9.333333333333334,70.0,46.0
R Dhawan,29,112.1,800,68,19,22,7.142857142857143,36.36363636363637,30.59090909090909
A Ashish Reddy,20,44.1,386,26,20,19,8.772727272727273,20.31578947368421,13.947368421052632
RG More,2,2.5,57,5,1,1,28.5,57.0,17.0
